protein	class	lag	features
VO:_VO_0010873	1	l16	-0.01546,-58.23420,0.01431,-0.00036,-0.01115,-0.00016
VO:_VO_0010873	1	l17	-0.00934,22.67157,-0.10755,0.00008,0.00405,-0.00007
VO:_VO_0010900	1	l1	-0.08406,-19.39379,-0.57919,-0.00010,-0.00140,-0.00001
VO:_VO_0010900	1	l2	-0.10013,-9.63364,-0.74456,-0.00005,-0.00045,0.00007
VO:_VO_0010900	1	l3	0.03802,-15.21779,0.17709,-0.00003,0.00066,0.00007
VO:_VO_0010900	1	l4	0.00580,1.31449,0.10808,0.00019,0.00319,0.00007
VO:_VO_0010900	1	l5	-0.01352,26.56575,-0.12582,0.00020,0.00428,0.00006
VO:_VO_0010900	1	l6	-0.01573,24.76103,-0.08305,0.00020,0.00436,0.00007
VO:_VO_0010900	1	l7	-0.01311,-37.49767,-0.04332,-0.00020,-0.00504,0.00004
VO:_VO_0010900	1	l8	0.04800,-59.33073,0.15111,-0.00043,-0.00970,0.00003
VO:_VO_0010900	1	l9	0.02141,-11.42989,0.15879,-0.00002,0.00041,0.00008
VO:_VO_0010900	1	l10	-0.04256,42.27163,-0.34513,0.00028,0.00919,-0.00007
VO:_VO_0010900	1	l11	0.02551,9.92945,0.21478,0.00007,-0.00086,-0.00001
VO:_VO_0010900	1	l12	0.00914,12.43172,0.04111,0.00005,0.00294,0.00009
VO:_VO_0010900	1	l13	0.01083,-4.51827,0.04283,-0.00007,-0.00025,-0.00000
VO:_VO_0010900	1	l14	-0.03066,-11.04680,-0.36179,-0.00008,0.00118,-0.00003
VO:_VO_0010900	1	l15	-0.04550,-3.05585,-0.18356,-0.00021,-0.00434,0.00003
VO:_VO_0010900	1	l16	0.01030,38.78813,-0.18970,0.00026,0.00742,0.00009
VO:_VO_0010900	1	l17	-0.00300,-18.71329,0.07798,-0.00011,-0.00273,0.00002
VO:_VO_0010903	1	l1	-0.08258,-18.54213,-0.56127,-0.00009,-0.00128,-0.00002
VO:_VO_0010903	1	l2	-0.09906,-8.95169,-0.73706,-0.00005,-0.00033,0.00007
VO:_VO_0010903	1	l3	0.03672,-16.36697,0.16064,-0.00004,0.00061,0.00007
VO:_VO_0010903	1	l4	0.00551,-0.84042,0.11075,0.00018,0.00279,0.00007
VO:_VO_0010903	1	l5	-0.01469,26.53731,-0.13625,0.00020,0.00433,0.00006
VO:_VO_0010903	1	l6	-0.01531,21.85939,-0.08510,0.00019,0.00404,0.00007
VO:_VO_0010903	1	l7	-0.01338,-36.59629,-0.04532,-0.00020,-0.00495,0.00004
VO:_VO_0010903	1	l8	0.04748,-59.97251,0.14917,-0.00043,-0.00970,0.00003
VO:_VO_0010903	1	l9	0.02018,-12.72792,0.15531,-0.00003,0.00015,0.00008
VO:_VO_0010903	1	l10	-0.04309,42.23314,-0.35362,0.00028,0.00914,-0.00008
VO:_VO_0010903	1	l11	0.02493,12.50442,0.21088,0.00008,-0.00043,0.00001
VO:_VO_0010903	1	l12	0.01037,12.60006,0.05466,0.00005,0.00295,0.00010
VO:_VO_0010903	1	l13	0.01013,-3.70622,0.03757,-0.00006,-0.00010,-0.00001
VO:_VO_0010903	1	l14	-0.02980,-8.85865,-0.35890,-0.00008,0.00145,-0.00002
VO:_VO_0010903	1	l15	-0.04486,-2.74618,-0.17651,-0.00021,-0.00423,0.00003
VO:_VO_0010903	1	l16	0.00987,36.20855,-0.19909,0.00024,0.00700,0.00008
VO:_VO_0010903	1	l17	-0.00243,-20.96597,0.07592,-0.00012,-0.00290,0.00002
VO:_VO_0010904	1	l1	0.00657,-7.37378,-0.00062,0.00002,0.00263,0.00009
VO:_VO_0010904	1	l2	-0.04535,-21.49129,-0.69572,-0.00011,0.00178,0.00005
VO:_VO_0010904	1	l3	-0.07819,-15.70569,-0.52064,0.00006,0.00140,0.00012
VO:_VO_0010904	1	l4	0.02125,-15.09487,0.04855,-0.00003,-0.00025,-0.00010
VO:_VO_0010904	1	l5	-0.03689,-28.08709,-0.28266,-0.00011,-0.00452,0.00007
VO:_VO_0010904	1	l6	0.00728,-43.24205,0.13620,-0.00021,-0.00623,0.00002
VO:_VO_0010904	1	l7	0.01837,10.85763,0.03047,0.00008,-0.00119,-0.00008
VO:_VO_0010904	1	l8	-0.00008,-11.22198,0.04302,-0.00006,-0.00260,0.00002
VO:_VO_0010904	1	l9	-0.02778,-34.12621,-0.12193,-0.00021,-0.00511,-0.00005
VO:_VO_0010904	1	l10	-0.04688,-9.36858,-0.42999,-0.00003,0.00352,-0.00005
VO:_VO_0010904	1	l11	0.02385,42.15648,0.17428,0.00032,0.00825,-0.00005
VO:_VO_0010904	1	l12	0.01378,19.07655,0.00576,0.00016,0.00422,0.00013
VO:_VO_0010904	1	l13	0.03266,35.41325,0.09060,0.00023,0.00334,-0.00000
VO:_VO_0010904	1	l14	-0.01192,20.26639,-0.06853,0.00012,0.00591,-0.00003
VO:_VO_0010904	1	l15	-0.00985,-3.65555,0.04391,-0.00008,-0.00326,-0.00009
VO:_VO_0010904	1	l16	-0.01632,24.80890,-0.28987,0.00028,0.00804,-0.00016
VO:_VO_0010904	1	l17	-0.02362,-25.36697,-0.28083,-0.00013,-0.00139,0.00006
VO:_VO_0010905	1	l1	-0.04324,-2.71204,-0.31043,0.00000,0.00059,0.00003
VO:_VO_0010905	1	l2	-0.05441,3.81668,-0.68388,0.00011,0.00317,-0.00006
VO:_VO_0010905	1	l3	-0.00151,-37.68810,-0.12801,-0.00023,-0.00227,0.00004
VO:_VO_0010905	1	l4	0.01435,-19.72998,0.27863,-0.00017,-0.00488,0.00005
VO:_VO_0010905	1	l5	-0.02801,-3.74960,-0.41853,0.00007,0.00388,-0.00003
VO:_VO_0010905	1	l6	-0.03261,-13.96660,-0.36497,0.00002,0.00134,0.00006
VO:_VO_0010905	1	l7	0.02855,22.92459,0.13567,0.00013,0.00653,-0.00002
VO:_VO_0010905	1	l8	0.01796,8.41978,-0.04612,-0.00002,-0.00002,-0.00006
VO:_VO_0010905	1	l9	0.00058,-55.34162,-0.18089,-0.00042,-0.00739,0.00006
VO:_VO_0010905	1	l10	-0.06409,-6.28107,-0.43208,-0.00015,-0.00189,-0.00005
VO:_VO_0010905	1	l11	0.00738,7.55835,0.10979,0.00009,0.00013,0.00005
VO:_VO_0010905	1	l12	-0.03010,-51.14195,-0.19406,-0.00026,-0.00643,0.00001
VO:_VO_0010905	1	l13	-0.03022,-38.20787,-0.25453,-0.00009,-0.00405,0.00008
VO:_VO_0010905	1	l14	0.00348,6.25629,-0.12959,0.00011,0.00462,0.00007
VO:_VO_0010905	1	l15	-0.00181,50.10546,0.05492,0.00024,0.00379,0.00002
VO:_VO_0010905	1	l16	0.00701,16.96661,0.18191,0.00020,0.00409,0.00002
VO:_VO_0010905	1	l17	0.01041,-6.18184,-0.08570,-0.00013,-0.00003,0.00002
VO:_VO_0010919	1	l1	-0.07513,-55.53803,-0.88059,-0.00042,-0.00724,-0.00002
VO:_VO_0010919	1	l2	-0.11828,-77.63026,-1.06864,-0.00028,-0.00410,0.00016
VO:_VO_0010919	1	l3	0.09846,128.92605,0.57259,0.00040,0.01711,-0.00029
VO:_VO_0010919	1	l4	0.15145,-29.37992,0.73261,-0.00039,-0.00603,-0.00001
VO:_VO_0010919	1	l5	-0.13938,32.10738,-1.23501,0.00030,0.01192,-0.00047
VO:_VO_0010919	1	l6	-0.20093,-79.96045,-2.02830,-0.00042,-0.00633,-0.00019
VO:_VO_0010919	1	l7	0.22239,172.41980,2.29245,0.00109,0.02035,-0.00032
VO:_VO_0010919	1	l8	-0.00233,-145.36072,-0.37982,-0.00057,-0.01269,0.00040
VO:_VO_0010919	1	l9	-0.15953,-172.49151,-0.99605,-0.00081,-0.01609,0.00015
VO:_VO_0010919	1	l10	-0.03117,-148.58993,-0.02267,-0.00121,-0.03011,0.00019
VO:_VO_0010919	1	l11	0.14889,-163.73812,1.69283,-0.00143,-0.04545,-0.00001
VO:_VO_0010919	1	l12	-0.04572,-83.63144,-0.34829,-0.00034,-0.00902,0.00072
VO:_VO_0010919	1	l13	-0.20988,-8.10814,-2.21886,0.00019,0.00595,-0.00014
VO:_VO_0010919	1	l14	0.15688,-95.64881,1.92378,-0.00112,-0.03881,-0.00029
VO:_VO_0010919	1	l15	0.08750,164.54568,0.29277,0.00128,0.02337,-0.00011
VO:_VO_0010919	1	l16	-0.18961,-233.60214,-1.33901,-0.00114,-0.02970,-0.00013
VO:_VO_0010919	1	l17	0.01636,10.85877,-0.02947,-0.00013,-0.00729,-0.00056
ACU444811_BibA_[Streptococcus_agalactiae]	1	l1	-0.09260,-14.44131,-0.67152,0.00008,-0.00465,-0.00069
ACU444811_BibA_[Streptococcus_agalactiae]	1	l2	-0.02517,-9.93695,-0.15517,-0.00004,0.00687,-0.00029
ACU444811_BibA_[Streptococcus_agalactiae]	1	l3	-0.00547,-37.22572,0.21561,-0.00025,-0.00856,-0.00032
ACU444811_BibA_[Streptococcus_agalactiae]	1	l4	0.14375,94.85401,0.77146,0.00053,0.02452,0.00127
ACU444811_BibA_[Streptococcus_agalactiae]	1	l5	-0.09927,-56.75658,-0.55844,-0.00047,-0.01500,-0.00028
ACU444811_BibA_[Streptococcus_agalactiae]	1	l6	0.12398,-72.03304,0.39835,-0.00034,-0.00129,-0.00022
ACU444811_BibA_[Streptococcus_agalactiae]	1	l7	-0.04189,7.32464,-0.30927,-0.00002,-0.00449,-0.00035
ACU444811_BibA_[Streptococcus_agalactiae]	1	l8	0.07529,47.99838,0.62430,0.00002,0.00932,0.00102
ACU444811_BibA_[Streptococcus_agalactiae]	1	l9	-0.04421,-62.58925,-0.21659,-0.00025,-0.01658,-0.00029
ACU444811_BibA_[Streptococcus_agalactiae]	1	l10	0.06010,-24.40322,0.74786,-0.00006,0.00166,0.00016
ACU444811_BibA_[Streptococcus_agalactiae]	1	l11	-0.04696,-1.93818,-0.21353,-0.00001,-0.00344,-0.00020
ACU444811_BibA_[Streptococcus_agalactiae]	1	l12	0.02915,27.93195,0.24296,-0.00002,0.00096,0.00082
ACU444811_BibA_[Streptococcus_agalactiae]	1	l13	-0.06749,-7.16752,-0.25450,-0.00024,-0.01073,-0.00032
ACU444811_BibA_[Streptococcus_agalactiae]	1	l14	0.09704,-1.56487,1.03742,0.00008,0.00577,0.00019
ACU444811_BibA_[Streptococcus_agalactiae]	1	l15	-0.04930,-22.32517,-0.54950,0.00002,-0.00491,-0.00018
ACU444811_BibA_[Streptococcus_agalactiae]	1	l16	0.08196,8.35498,0.17859,0.00022,0.00688,0.00075
ACU444811_BibA_[Streptococcus_agalactiae]	1	l17	-0.12323,-92.52269,-0.84223,-0.00049,-0.02009,-0.00026
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l1	-0.01662,12.70754,-0.33290,0.00019,0.00451,-0.00006
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l2	-0.04412,-70.27502,-0.21854,-0.00030,-0.01272,-0.00005
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l3	0.02172,-80.52355,0.17885,-0.00046,-0.00976,0.00009
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l4	-0.00200,-49.60927,-0.27226,-0.00021,-0.00291,-0.00005
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l5	-0.04069,66.15343,-0.31256,0.00062,0.01492,-0.00008
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l6	-0.01935,4.64614,0.26504,0.00012,-0.00018,0.00009
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l7	-0.04047,45.30287,-0.39551,0.00020,0.00610,-0.00026
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l8	-0.03250,-67.60329,-0.29119,-0.00043,-0.01131,-0.00008
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l9	0.00469,33.54285,0.00505,0.00029,0.00747,0.00024
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l10	0.01048,45.22897,0.06605,0.00030,0.00867,0.00031
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l11	-0.00586,-52.14440,0.12766,-0.00029,-0.00749,-0.00012
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l12	0.00559,-50.91869,0.25897,-0.00039,-0.01044,0.00010
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l13	-0.03293,0.73499,-0.15030,-0.00003,-0.00312,-0.00023
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l14	-0.02250,-49.27643,-0.29953,-0.00032,-0.00832,-0.00009
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l15	-0.02473,40.44475,0.02171,0.00031,0.00633,0.00020
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l16	-0.00511,90.18332,0.15505,0.00068,0.01330,0.00015
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l17	-0.05176,4.73444,-0.14946,-0.00002,-0.00085,-0.00022
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l1	0.00661,33.27152,0.26325,0.00035,0.00582,-0.00021
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l2	-0.02633,33.51882,0.23753,0.00030,0.00549,-0.00007
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l3	0.06310,24.68266,0.55639,0.00030,0.00435,-0.00001
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l4	0.03661,65.19083,0.33455,0.00042,0.01381,0.00015
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l5	-0.02539,52.27176,0.09937,0.00013,0.00262,-0.00001
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l6	-0.00909,8.34942,-0.16614,0.00019,0.00440,-0.00038
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l7	0.02563,12.68203,0.04943,0.00017,0.00441,-0.00013
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l8	0.01593,7.32573,0.05772,0.00004,0.00272,0.00008
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l9	0.02236,44.33318,0.07555,0.00020,0.00694,-0.00020
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l10	0.05219,83.90128,0.29621,0.00050,0.01522,0.00012
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l11	0.04070,44.60706,0.64786,0.00042,0.00317,-0.00011
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l12	-0.06164,59.44710,-0.38576,0.00037,0.01078,-0.00001
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l13	0.05258,114.88285,0.43993,0.00063,0.01503,0.00001
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l14	0.05173,8.13811,0.44275,0.00006,-0.00039,-0.00006
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l15	-0.03377,-11.30489,0.05546,-0.00015,-0.00539,-0.00009
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l16	-0.06235,83.90926,-0.13223,0.00044,0.00787,0.00024
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l17	-0.04312,39.63948,-0.24416,0.00032,0.00714,-0.00017
VO:_VO_0012364	1	l1	-0.02461,122.47058,-0.52712,0.00059,0.02242,-0.00035
VO:_VO_0012364	1	l2	-0.03313,55.37244,-0.21311,0.00097,0.01764,-0.00018
VO:_VO_0012364	1	l3	0.05286,2.30474,0.06605,0.00028,0.00906,-0.00005
VO:_VO_0012364	1	l4	0.04083,-22.23741,0.20160,-0.00017,-0.00038,-0.00020
VO:_VO_0012364	1	l5	0.01330,-45.41577,-0.11802,0.00003,0.00413,0.00014
VO:_VO_0012364	1	l6	-0.01106,-126.17278,-0.32309,-0.00065,-0.01545,-0.00026
VO:_VO_0012364	1	l7	0.05854,-68.69118,0.06697,-0.00068,-0.01054,-0.00020
VO:_VO_0012364	1	l8	0.01435,52.52359,0.25093,0.00054,0.00747,0.00015
VO:_VO_0012364	1	l9	0.00771,-33.99956,0.08576,-0.00048,-0.00790,0.00030
VO:_VO_0012364	1	l10	-0.04660,70.88248,0.17887,0.00065,0.00998,-0.00050
VO:_VO_0012364	1	l11	-0.00364,122.23808,-0.39843,0.00064,0.02065,0.00032
VO:_VO_0012364	1	l12	-0.00071,66.44235,0.01467,0.00035,0.01044,0.00026
VO:_VO_0012364	1	l13	-0.01114,-149.67971,0.06556,-0.00080,-0.02639,-0.00016
VO:_VO_0012364	1	l14	0.06510,-77.78140,0.71112,-0.00068,-0.01305,-0.00001
VO:_VO_0012364	1	l15	-0.03489,42.24222,-0.06376,0.00003,0.00360,0.00026
VO:_VO_0012364	1	l16	0.00375,-61.16066,-0.13588,-0.00038,-0.01000,-0.00023
VO:_VO_0012364	1	l17	0.01722,-41.13124,-0.13999,-0.00004,-0.00146,-0.00001
VO:_VO_0010951	1	l1	-0.20536,170.86705,-1.28455,0.00137,0.03712,-0.00022
VO:_VO_0010951	1	l2	0.05258,-155.33211,0.30210,-0.00064,-0.01200,0.00014
VO:_VO_0010951	1	l3	-0.00424,-110.01432,0.47870,-0.00110,-0.03323,0.00030
VO:_VO_0010951	1	l4	0.00619,-117.29688,0.53426,-0.00116,-0.02809,0.00024
VO:_VO_0010951	1	l5	-0.08633,-218.34296,-0.43335,-0.00131,-0.02768,0.00010
VO:_VO_0010951	1	l6	-0.06820,10.11964,-1.34286,0.00015,0.01389,-0.00033
VO:_VO_0010951	1	l7	0.27669,132.19050,1.75908,0.00031,0.01663,0.00022
VO:_VO_0010951	1	l8	-0.04057,65.40211,-1.05479,0.00026,0.01057,0.00004
VO:_VO_0010951	1	l9	-0.18184,6.16992,-0.83984,-0.00002,-0.00198,-0.00009
VO:_VO_0010951	1	l10	0.01144,-139.65025,0.12781,-0.00111,-0.03120,-0.00028
VO:_VO_0010951	1	l11	0.03828,-44.64492,0.52586,-0.00046,-0.01387,0.00015
VO:_VO_0010951	1	l12	-0.13023,-47.97330,-0.66523,-0.00032,-0.00794,-0.00021
VO:_VO_0010951	1	l13	-0.00072,125.75250,-1.52990,0.00111,0.03937,-0.00027
VO:_VO_0010951	1	l14	0.20641,191.62444,1.63456,0.00135,0.03000,0.00020
VO:_VO_0010951	1	l15	-0.14914,154.18458,-1.33674,0.00141,0.02547,-0.00035
VO:_VO_0010951	1	l16	-0.15856,-132.28218,-0.40841,-0.00094,-0.02934,0.00004
VO:_VO_0010951	1	l17	-0.01307,-18.16208,0.61639,0.00000,-0.00834,0.00000
VO:_VO_0010952	1	l1	-0.01862,92.22875,-0.53112,0.00047,0.01901,-0.00051
VO:_VO_0010952	1	l2	-0.02766,-6.37135,-0.36059,0.00064,0.01097,-0.00041
VO:_VO_0010952	1	l3	0.02047,-0.40928,0.11261,0.00011,0.00145,-0.00010
VO:_VO_0010952	1	l4	-0.03757,20.93923,-0.27716,0.00007,0.00485,0.00025
VO:_VO_0010952	1	l5	-0.01823,73.24519,0.01627,0.00038,0.01590,-0.00007
VO:_VO_0010952	1	l6	-0.06363,-75.48385,-0.45466,-0.00026,-0.01021,-0.00019
VO:_VO_0010952	1	l7	0.07733,-204.33098,0.45756,-0.00137,-0.03195,-0.00014
VO:_VO_0010952	1	l8	0.04690,-43.67257,0.54790,-0.00004,-0.00765,0.00005
VO:_VO_0010952	1	l9	0.01401,-35.36647,-0.29432,-0.00034,-0.00181,0.00013
VO:_VO_0010952	1	l10	-0.02364,-23.32792,0.03422,0.00016,-0.00290,-0.00028
VO:_VO_0010952	1	l11	-0.05832,96.50451,-0.71875,0.00054,0.01928,0.00018
VO:_VO_0010952	1	l12	0.02509,94.56425,0.37211,0.00048,0.01227,0.00013
VO:_VO_0010952	1	l13	-0.01711,-40.35984,0.12056,-0.00013,-0.01129,-0.00019
VO:_VO_0010952	1	l14	0.05357,-15.57933,0.53283,-0.00016,-0.00238,-0.00007
VO:_VO_0010952	1	l15	-0.01353,56.80284,0.14838,0.00004,0.00635,0.00011
VO:_VO_0010952	1	l16	0.02291,46.52038,0.02491,0.00028,0.00854,-0.00003
VO:_VO_0010952	1	l17	0.01591,1.31856,-0.24484,0.00008,0.00617,0.00005
VO:_VO_0010953	1	l1	0.00181,-81.26369,-0.35613,-0.00027,-0.00470,0.00012
VO:_VO_0010953	1	l2	0.03727,175.06004,-0.04458,0.00094,0.02586,0.00016
VO:_VO_0010953	1	l3	0.05614,-126.07305,-0.09079,-0.00049,-0.01188,-0.00024
VO:_VO_0010953	1	l4	-0.07864,69.11333,-0.42698,0.00050,0.01201,-0.00011
VO:_VO_0010953	1	l5	0.02437,-63.84285,-0.18455,-0.00033,-0.00289,0.00006
VO:_VO_0010953	1	l6	0.02332,59.81755,0.18944,0.00041,0.00895,0.00027
VO:_VO_0010953	1	l7	0.03722,-58.45452,0.23193,-0.00020,-0.00247,0.00017
VO:_VO_0010953	1	l8	-0.04012,133.65420,-0.14925,0.00084,0.02164,-0.00008
VO:_VO_0010953	1	l9	0.01938,-78.51311,0.00175,-0.00025,-0.00331,0.00000
VO:_VO_0010953	1	l10	-0.00260,8.60026,-0.14880,0.00017,0.00226,-0.00006
VO:_VO_0010953	1	l11	-0.04162,59.71880,-0.17850,0.00018,0.00638,0.00006
VO:_VO_0010953	1	l12	-0.07341,-114.89746,-0.43231,-0.00059,-0.01932,-0.00020
VO:_VO_0010953	1	l13	-0.03834,16.36490,0.06121,-0.00010,-0.00244,0.00017
