mode	lag	classifier	mean_accuracy	mean_f1	mean_precision	mean_recall	stdev_accuracy	stdev_f1	stdev_precision	stdev_recall
auto	l5	svm-rbf	0.83930	0.72328	1.00000	0.72328	0.01259	0.01867	0.00000	0.01867
auto	l5	sgd	0.63689	0.71270	0.58711	0.52037	0.10897	0.06260	0.14742	0.09339
auto	l5	nearestCentroid	0.64584	0.75261	0.57684	0.55370	0.08573	0.08108	0.12078	0.08117
auto	l5	adaboost	0.77542	0.74603	0.81289	0.66468	0.06858	0.04552	0.11415	0.09028
auto	l5	BernoulliNaiveBayes	0.82752	0.72268	0.97000	0.70847	0.02243	0.01791	0.05375	0.03247
auto	l5	DecisionTree	0.76215	0.77656	0.74974	0.66772	0.03836	0.07904	0.06219	0.05875
auto	l5	GradientBoosting	0.78883	0.75283	0.83289	0.68347	0.08023	0.05449	0.11696	0.10015
auto	l5	NeuralNetwork	0.83340	0.72277	0.98447	0.71587	0.01750	0.01853	0.02501	0.02470
auto	l5	randomForest	0.83586	0.72757	0.95474	0.71601	0.03748	0.03111	0.06854	0.04161
auto	l6	svm-rbf	0.83930	0.72328	1.00000	0.72328	0.01259	0.01867	0.00000	0.01867
auto	l6	sgd	0.64898	0.69450	0.50632	0.51257	0.12250	0.13948	0.13314	0.17083
auto	l6	nearestCentroid	0.63616	0.75738	0.56421	0.55317	0.14526	0.13905	0.18434	0.15346
auto	l6	adaboost	0.77223	0.73185	0.82237	0.65370	0.06582	0.04771	0.10630	0.08905
auto	l6	BernoulliNaiveBayes	0.81190	0.72054	0.93500	0.69021	0.04727	0.03110	0.09733	0.06459
auto	l6	DecisionTree	0.73929	0.76783	0.70868	0.63849	0.09017	0.07490	0.10320	0.09304
auto	l6	GradientBoosting	0.77353	0.73785	0.81711	0.65728	0.05777	0.04501	0.09158	0.07696
auto	l6	NeuralNetwork	0.83468	0.72741	0.97974	0.71958	0.02184	0.02011	0.03522	0.03545
auto	l6	randomForest	0.82295	0.72922	0.97974	0.72354	0.03159	0.01407	0.02617	0.04422
auto	l7	svm-rbf	0.83930	0.72328	1.00000	0.72328	0.01259	0.01867	0.00000	0.01867
auto	l7	sgd	0.63944	0.73326	0.57526	0.61283	0.11352	0.07535	0.16216	0.08586
auto	l7	nearestCentroid	0.65598	0.77871	0.57000	0.57222	0.08109	0.08620	0.08741	0.08922
auto	l7	adaboost	0.79292	0.75928	0.83632	0.68611	0.03994	0.05259	0.07896	0.05425
auto	l7	BernoulliNaiveBayes	0.77987	0.71191	0.86605	0.65317	0.06551	0.03604	0.11178	0.08009
auto	l7	DecisionTree	0.75337	0.76337	0.79605	0.64590	0.05942	0.04480	0.07493	0.07753
auto	l7	GradientBoosting	0.77955	0.75196	0.81579	0.67143	0.07352	0.06573	0.11303	0.09522
auto	l7	NeuralNetwork	0.83930	0.72328	1.00000	0.72328	0.01259	0.01867	0.00000	0.01867
auto	l7	randomForest	0.83264	0.74254	0.93868	0.71984	0.04647	0.04731	0.06653	0.06148
auto	l8	svm-rbf	0.83930	0.72328	1.00000	0.72328	0.01259	0.01867	0.00000	0.01867
auto	l8	sgd	0.73631	0.73410	0.75737	0.52050	0.09442	0.10012	0.21698	0.16102
auto	l8	nearestCentroid	0.63017	0.78110	0.53658	0.55807	0.12074	0.10572	0.13901	0.11771
auto	l8	adaboost	0.78730	0.73181	0.85211	0.66429	0.04542	0.04257	0.06471	0.07024
auto	l8	BernoulliNaiveBayes	0.76434	0.72342	0.81763	0.64669	0.09930	0.06070	0.15465	0.12080
auto	l8	DecisionTree	0.72285	0.71730	0.72105	0.57950	0.06156	0.02235	0.12754	0.07521
auto	l8	GradientBoosting	0.75664	0.71655	0.80763	0.62765	0.05737	0.04959	0.09784	0.07847
auto	l8	NeuralNetwork	0.83930	0.72328	1.00000	0.72328	0.01259	0.01867	0.00000	0.01867
auto	l8	randomForest	0.82969	0.72574	0.97421	0.70847	0.03907	0.02812	0.03599	0.04768
auto	l9	svm-rbf	0.83682	0.72222	0.99500	0.71971	0.01590	0.01952	0.01581	0.02340
auto	l9	sgd	0.62776	0.70568	0.62816	0.59087	0.10405	0.07052	0.22356	0.11776
auto	l9	nearestCentroid	0.61327	0.75099	0.53079	0.52791	0.10057	0.09913	0.11949	0.09362
auto	l9	adaboost	0.79729	0.75979	0.84237	0.68995	0.03993	0.05073	0.05873	0.06380
auto	l9	BernoulliNaiveBayes	0.82226	0.71856	0.96500	0.70106	0.03554	0.01632	0.08182	0.04457
auto	l9	DecisionTree	0.72920	0.73049	0.71895	0.59815	0.04217	0.05749	0.08647	0.06051
auto	l9	GradientBoosting	0.80127	0.76441	0.84711	0.69735	0.04322	0.05209	0.07584	0.06269
auto	l9	NeuralNetwork	0.83351	0.72321	0.98500	0.71587	0.01263	0.01914	0.03375	0.01747
auto	l9	randomForest	0.81263	0.71470	0.95474	0.69365	0.02839	0.01516	0.07248	0.03971
auto	l10	svm-rbf	0.83930	0.72328	1.00000	0.72328	0.01259	0.01867	0.00000	0.01867
auto	l10	sgd	0.65366	0.74105	0.45921	0.48704	0.15666	0.07294	0.12921	0.11907
auto	l10	nearestCentroid	0.62904	0.76989	0.53947	0.55370	0.10524	0.06775	0.12782	0.09501
auto	l10	adaboost	0.76835	0.73293	0.81053	0.64921	0.04367	0.03653	0.07441	0.05442
auto	l10	BernoulliNaiveBayes	0.78422	0.72167	0.86289	0.66085	0.05167	0.03157	0.09775	0.06690
auto	l10	DecisionTree	0.69034	0.72929	0.67211	0.60913	0.05166	0.03592	0.09891	0.06094
auto	l10	GradientBoosting	0.76079	0.73675	0.79079	0.64193	0.04285	0.05094	0.06969	0.05875
auto	l10	NeuralNetwork	0.83527	0.72542	0.98474	0.71984	0.02252	0.01906	0.03406	0.03219
auto	l10	randomForest	0.81231	0.73411	0.91816	0.69021	0.02837	0.02427	0.05646	0.06219
auto	l11	svm-rbf	0.83930	0.72328	1.00000	0.72328	0.01259	0.01867	0.00000	0.01867
auto	l11	sgd	0.65263	0.71529	0.61368	0.47196	0.11533	0.06926	0.21858	0.07224
auto	l11	nearestCentroid	0.51732	0.66201	0.42763	0.43545	0.12570	0.13665	0.11800	0.11152
auto	l11	adaboost	0.78639	0.73678	0.84816	0.66812	0.04640	0.05117	0.07670	0.06826
auto	l11	BernoulliNaiveBayes	0.83680	0.72228	0.99500	0.71958	0.01247	0.01789	0.01581	0.01850
auto	l11	DecisionTree	0.73927	0.76995	0.72026	0.62341	0.07048	0.05462	0.11019	0.10509
auto	l11	GradientBoosting	0.77028	0.73571	0.81158	0.65304	0.05594	0.04122	0.08965	0.07484
auto	l11	NeuralNetwork	0.82312	0.71613	0.96895	0.70106	0.03991	0.02749	0.06640	0.05386
auto	l11	randomForest	0.82182	0.71798	0.93895	0.70847	0.02058	0.02510	0.04636	0.03247
auto	l12	svm-rbf	0.83930	0.72328	1.00000	0.72328	0.01259	0.01867	0.00000	0.01867
auto	l12	sgd	0.67570	0.78362	0.70737	0.55780	0.16289	0.11164	0.18983	0.15531
auto	l12	nearestCentroid	0.68905	0.81024	0.60763	0.61296	0.09927	0.09102	0.12602	0.10419
auto	l12	adaboost	0.76518	0.73237	0.80632	0.64577	0.04721	0.03982	0.08920	0.05821
auto	l12	BernoulliNaiveBayes	0.74811	0.76058	0.74579	0.64233	0.06108	0.06118	0.11020	0.07640
auto	l12	DecisionTree	0.78535	0.75848	0.79553	0.68280	0.05174	0.05405	0.09227	0.06931
auto	l12	GradientBoosting	0.78136	0.73215	0.84158	0.66389	0.06645	0.04855	0.10377	0.08730
auto	l12	NeuralNetwork	0.83785	0.73318	0.97921	0.72698	0.03368	0.03491	0.05067	0.04958
auto	l12	randomForest	0.83130	0.73095	0.93368	0.71217	0.02789	0.03604	0.05481	0.05460
auto	l13	svm-rbf	0.83930	0.72328	1.00000	0.72328	0.01259	0.01867	0.00000	0.01867
auto	l13	sgd	0.69315	0.74349	0.59763	0.57566	0.11478	0.06738	0.16746	0.11985
auto	l13	nearestCentroid	0.64479	0.77636	0.55684	0.55754	0.04801	0.09102	0.06217	0.05926
auto	l13	adaboost	0.79107	0.73676	0.85763	0.67566	0.06439	0.05300	0.09788	0.09158
auto	l13	BernoulliNaiveBayes	0.83134	0.72927	0.97000	0.71601	0.01574	0.02850	0.04830	0.02262
auto	l13	DecisionTree	0.76533	0.76009	0.75921	0.63452	0.05095	0.06626	0.10214	0.09997
auto	l13	GradientBoosting	0.76278	0.72546	0.80658	0.63849	0.04211	0.03821	0.06593	0.06148
auto	l13	NeuralNetwork	0.82861	0.71877	0.98000	0.70847	0.03196	0.01942	0.06325	0.04437
auto	l13	randomForest	0.82216	0.73204	0.93895	0.71574	0.04196	0.02670	0.03993	0.05591
auto	l14	svm-rbf	0.83930	0.72328	1.00000	0.72328	0.01259	0.01867	0.00000	0.01867
auto	l14	sgd	0.67971	0.68195	0.62474	0.63492	0.15198	0.14651	0.21634	0.08121
auto	l14	nearestCentroid	0.66526	0.78410	0.59211	0.58730	0.10860	0.06512	0.15474	0.10211
auto	l14	adaboost	0.78533	0.74440	0.83553	0.67487	0.06799	0.04953	0.10641	0.08628
auto	l14	BernoulliNaiveBayes	0.75995	0.74169	0.79000	0.64947	0.06878	0.02949	0.13277	0.06563
auto	l14	DecisionTree	0.69733	0.69950	0.67289	0.55675	0.06080	0.04655	0.10540	0.08904
auto	l14	GradientBoosting	0.76277	0.72739	0.81053	0.64180	0.06391	0.05448	0.11720	0.07319
auto	l14	NeuralNetwork	0.81877	0.71471	0.95947	0.69378	0.02411	0.01909	0.04609	0.03435
auto	l14	randomForest	0.82493	0.72100	0.94895	0.71230	0.01802	0.01678	0.04779	0.02739
auto	l15	svm-rbf	0.83930	0.72328	1.00000	0.72328	0.01259	0.01867	0.00000	0.01867
auto	l15	sgd	0.64560	0.71489	0.67263	0.56812	0.09956	0.06937	0.18005	0.10818
auto	l15	nearestCentroid	0.54655	0.73556	0.44789	0.47950	0.08753	0.05839	0.11934	0.05806
auto	l15	adaboost	0.77235	0.71923	0.83605	0.64590	0.05616	0.05230	0.07361	0.07753
auto	l15	BernoulliNaiveBayes	0.83930	0.72328	1.00000	0.72328	0.01259	0.01867	0.00000	0.01867
auto	l15	DecisionTree	0.74614	0.73767	0.76921	0.59775	0.06876	0.04830	0.13259	0.10102
auto	l15	GradientBoosting	0.75899	0.71837	0.80632	0.63135	0.06030	0.05489	0.07778	0.08852
auto	l15	NeuralNetwork	0.83136	0.71977	0.98421	0.71217	0.02671	0.02376	0.03552	0.03817
auto	l15	randomForest	0.83267	0.72186	0.97974	0.70847	0.02753	0.01706	0.03522	0.03686
auto	l16	svm-rbf	0.83930	0.72328	1.00000	0.72328	0.01259	0.01867	0.00000	0.01867
auto	l16	sgd	0.63046	0.67964	0.54816	0.53545	0.11882	0.11932	0.21921	0.09939
auto	l16	nearestCentroid	0.55553	0.71746	0.46395	0.48730	0.13643	0.10029	0.14876	0.10388
auto	l16	adaboost	0.76894	0.71028	0.83105	0.63439	0.05742	0.04198	0.10747	0.07814
auto	l16	BernoulliNaiveBayes	0.83930	0.72328	1.00000	0.72328	0.01259	0.01867	0.00000	0.01867
auto	l16	DecisionTree	0.75365	0.76563	0.74447	0.68254	0.05434	0.04572	0.05482	0.06393
auto	l16	GradientBoosting	0.77672	0.72649	0.83684	0.65291	0.02647	0.02682	0.05285	0.03760
auto	l16	NeuralNetwork	0.83086	0.72172	0.97974	0.71217	0.02008	0.01935	0.03522	0.02911
auto	l16	randomForest	0.84043	0.72458	0.97421	0.71944	0.01609	0.02425	0.02720	0.02692
auto	l17	svm-rbf	0.83930	0.72328	1.00000	0.72328	0.01259	0.01867	0.00000	0.01867
auto	l17	sgd	0.64937	0.70696	0.62658	0.51667	0.10034	0.08114	0.23234	0.09581
auto	l17	nearestCentroid	0.54138	0.70987	0.45316	0.46124	0.10512	0.12030	0.12527	0.09091
auto	l17	adaboost	0.79841	0.74553	0.85289	0.68611	0.04918	0.03265	0.10053	0.07125
auto	l17	BernoulliNaiveBayes	0.83930	0.72328	1.00000	0.72328	0.01259	0.01867	0.00000	0.01867
auto	l17	DecisionTree	0.76912	0.78433	0.76684	0.68254	0.07183	0.06339	0.11913	0.08972
auto	l17	GradientBoosting	0.78893	0.74810	0.83816	0.67937	0.06064	0.03927	0.09808	0.07947
auto	l17	NeuralNetwork	0.83430	0.72129	0.99000	0.71587	0.01178	0.01700	0.02108	0.01747
auto	l17	randomForest	0.82345	0.72261	0.94000	0.70847	0.03389	0.01862	0.08433	0.04079
