	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	preds_binary
13	0.01108	0.0083	0.00687	0.00108	0.00256	0.0083	0.00687	0.00108	0.00256	0.01108	0.00687	0.00108	0.00256	0.01108	0.0083	0.00108	0.00256	0.01108	0.0083	0.00687	0
14	0.00996	0.00803	0.00781	0.00398	0.00061	0.00803	0.00781	0.00398	0.00061	0.00996	0.00781	0.00398	0.00061	0.00996	0.00803	0.00398	0.00061	0.00996	0.00803	0.00781	0
15	0.0104	0.00659	0.00692	0.00333	0.00339	0.00659	0.00692	0.00333	0.00339	0.0104	0.00692	0.00333	0.00339	0.0104	0.00659	0.00333	0.00339	0.0104	0.00659	0.00692	0
16	0.00858	0.00965	0.00747	0.00202	0.00508	0.00965	0.00747	0.00202	0.00508	0.00858	0.00747	0.00202	0.00508	0.00858	0.00965	0.00202	0.00508	0.00858	0.00965	0.00747	0
17	0.00379	0.00605	0.01016	0.00091	0.00562	0.00605	0.01016	0.00091	0.00562	0.00379	0.01016	0.00091	0.00562	0.00379	0.00605	0.00091	0.00562	0.00379	0.00605	0.01016	0
18	0.00581	0.00258	0.00334	-0.00138	-0.00351	0.00258	0.00334	-0.00138	-0.00351	0.00581	0.00334	-0.00138	-0.00351	0.00581	0.00258	-0.00138	-0.00351	0.00581	0.00258	0.00334	0
19	0.00719	0.00904	0.00818	-0.00107	0.00272	0.00904	0.00818	-0.00107	0.00272	0.00719	0.00818	-0.00107	0.00272	0.00719	0.00904	-0.00107	0.00272	0.00719	0.00904	0.00818	0
20	0.0084	0.00416	0.00908	-0.00333	0.007	0.00416	0.00908	-0.00333	0.007	0.0084	0.00908	-0.00333	0.007	0.0084	0.00416	-0.00333	0.007	0.0084	0.00416	0.00908	0
21	0.01	0.00764	0.00548	0.00481	0.00415	0.00764	0.00548	0.00481	0.00415	0.01	0.00548	0.00481	0.00415	0.01	0.00764	0.00481	0.00415	0.01	0.00764	0.00548	0
22	0.00425	0.00423	0.0056	0.00103	0.00167	0.00423	0.0056	0.00103	0.00167	0.00425	0.0056	0.00103	0.00167	0.00425	0.00423	0.00103	0.00167	0.00425	0.00423	0.0056	0
23	0.00776	0.00423	0.00752	0.00191	0.00243	0.00423	0.00752	0.00191	0.00243	0.00776	0.00752	0.00191	0.00243	0.00776	0.00423	0.00191	0.00243	0.00776	0.00423	0.00752	0
24	0.00481	0.00735	0.00629	7e-05	0.00707	0.00735	0.00629	7e-05	0.00707	0.00481	0.00629	7e-05	0.00707	0.00481	0.00735	7e-05	0.00707	0.00481	0.00735	0.00629	0
25	0.00717	0.00942	0.00619	-0.00275	0.00464	0.00942	0.00619	-0.00275	0.00464	0.00717	0.00619	-0.00275	0.00464	0.00717	0.00942	-0.00275	0.00464	0.00717	0.00942	0.00619	0
26	0.00158	0.00706	-0.00046	0.00253	0.00579	0.00706	-0.00046	0.00253	0.00579	0.00158	-0.00046	0.00253	0.00579	0.00158	0.00706	0.00253	0.00579	0.00158	0.00706	-0.00046	0
27	0.00567	0.00566	0.00634	0.00357	0.00069	0.00566	0.00634	0.00357	0.00069	0.00567	0.00634	0.00357	0.00069	0.00567	0.00566	0.00357	0.00069	0.00567	0.00566	0.00634	0
28	0.01387	0.02594	0.00317	-0.00082	0.00218	0.02594	0.00317	-0.00082	0.00218	0.01387	0.00317	-0.00082	0.00218	0.01387	0.02594	-0.00082	0.00218	0.01387	0.02594	0.00317	0
29	0.00644	0.01258	0.00775	-0.00069	0.00939	0.01258	0.00775	-0.00069	0.00939	0.00644	0.00775	-0.00069	0.00939	0.00644	0.01258	-0.00069	0.00939	0.00644	0.01258	0.00775	0
30	0.00627	0.00959	0.00459	0.00315	0.0066	0.00959	0.00459	0.00315	0.0066	0.00627	0.00459	0.00315	0.0066	0.00627	0.00959	0.00315	0.0066	0.00627	0.00959	0.00459	0
31	0.00995	0.01236	0.00718	-0.00148	0.00021	0.01236	0.00718	-0.00148	0.00021	0.00995	0.00718	-0.00148	0.00021	0.00995	0.01236	-0.00148	0.00021	0.00995	0.01236	0.00718	0
32	0.0028	0.00859	0.00554	-0.00679	0.00227	0.00859	0.00554	-0.00679	0.00227	0.0028	0.00554	-0.00679	0.00227	0.0028	0.00859	-0.00679	0.00227	0.0028	0.00859	0.00554	0
33	0.01086	0.00473	0.00485	-0.00086	-0.00251	0.00473	0.00485	-0.00086	-0.00251	0.01086	0.00485	-0.00086	-0.00251	0.01086	0.00473	-0.00086	-0.00251	0.01086	0.00473	0.00485	0
34	0.00517	0.00602	0.00835	0.00174	0.0007	0.00602	0.00835	0.00174	0.0007	0.00517	0.00835	0.00174	0.0007	0.00517	0.00602	0.00174	0.0007	0.00517	0.00602	0.00835	0
35	0.00386	0.00839	0.00387	-0.00053	0.00239	0.00839	0.00387	-0.00053	0.00239	0.00386	0.00387	-0.00053	0.00239	0.00386	0.00839	-0.00053	0.00239	0.00386	0.00839	0.00387	0
36	0.00431	0.00449	0.0039	-0.00242	0.00245	0.00449	0.0039	-0.00242	0.00245	0.00431	0.0039	-0.00242	0.00245	0.00431	0.00449	-0.00242	0.00245	0.00431	0.00449	0.0039	0
37	0.00297	0.00854	0.01115	-0.00664	0.00485	0.00854	0.01115	-0.00664	0.00485	0.00297	0.01115	-0.00664	0.00485	0.00297	0.00854	-0.00664	0.00485	0.00297	0.00854	0.01115	0
38	-0.00368	0.01059	0.00441	0.001	0.0005	0.01059	0.00441	0.001	0.0005	-0.00368	0.00441	0.001	0.0005	-0.00368	0.01059	0.001	0.0005	-0.00368	0.01059	0.00441	0
39	0.00188	0.00853	0.01239	-0.00248	0.0091	0.00853	0.01239	-0.00248	0.0091	0.00188	0.01239	-0.00248	0.0091	0.00188	0.00853	-0.00248	0.0091	0.00188	0.00853	0.01239	0
40	0.00699	0.00247	0.00291	-0.00287	0.0043	0.00247	0.00291	-0.00287	0.0043	0.00699	0.00291	-0.00287	0.0043	0.00699	0.00247	-0.00287	0.0043	0.00699	0.00247	0.00291	0
41	0.01108	0.0083	0.00687	0.00108	0.00256	0.0083	0.00687	0.00108	0.00256	0.01108	0.00687	0.00108	0.00256	0.01108	0.0083	0.00108	0.00256	0.01108	0.0083	0.00687	0
42	0.00996	0.00803	0.00781	0.00398	0.00061	0.00803	0.00781	0.00398	0.00061	0.00996	0.00781	0.00398	0.00061	0.00996	0.00803	0.00398	0.00061	0.00996	0.00803	0.00781	0
43	0.0104	0.00659	0.00692	0.00333	0.00339	0.00659	0.00692	0.00333	0.00339	0.0104	0.00692	0.00333	0.00339	0.0104	0.00659	0.00333	0.00339	0.0104	0.00659	0.00692	0
44	0.00858	0.00965	0.00747	0.00202	0.00508	0.00965	0.00747	0.00202	0.00508	0.00858	0.00747	0.00202	0.00508	0.00858	0.00965	0.00202	0.00508	0.00858	0.00965	0.00747	0
45	0.00379	0.00605	0.01016	0.00091	0.00562	0.00605	0.01016	0.00091	0.00562	0.00379	0.01016	0.00091	0.00562	0.00379	0.00605	0.00091	0.00562	0.00379	0.00605	0.01016	0
46	0.00581	0.00258	0.00334	-0.00138	-0.00351	0.00258	0.00334	-0.00138	-0.00351	0.00581	0.00334	-0.00138	-0.00351	0.00581	0.00258	-0.00138	-0.00351	0.00581	0.00258	0.00334	0
47	0.00719	0.00904	0.00818	-0.00107	0.00272	0.00904	0.00818	-0.00107	0.00272	0.00719	0.00818	-0.00107	0.00272	0.00719	0.00904	-0.00107	0.00272	0.00719	0.00904	0.00818	0
48	0.0084	0.00416	0.00908	-0.00333	0.007	0.00416	0.00908	-0.00333	0.007	0.0084	0.00908	-0.00333	0.007	0.0084	0.00416	-0.00333	0.007	0.0084	0.00416	0.00908	0
49	0.01	0.00764	0.00548	0.00481	0.00415	0.00764	0.00548	0.00481	0.00415	0.01	0.00548	0.00481	0.00415	0.01	0.00764	0.00481	0.00415	0.01	0.00764	0.00548	0
50	0.00425	0.00423	0.0056	0.00103	0.00167	0.00423	0.0056	0.00103	0.00167	0.00425	0.0056	0.00103	0.00167	0.00425	0.00423	0.00103	0.00167	0.00425	0.00423	0.0056	0
51	0.00776	0.00423	0.00752	0.00191	0.00243	0.00423	0.00752	0.00191	0.00243	0.00776	0.00752	0.00191	0.00243	0.00776	0.00423	0.00191	0.00243	0.00776	0.00423	0.00752	0
52	0.00481	0.00735	0.00629	7e-05	0.00707	0.00735	0.00629	7e-05	0.00707	0.00481	0.00629	7e-05	0.00707	0.00481	0.00735	7e-05	0.00707	0.00481	0.00735	0.00629	0
53	0.00717	0.00942	0.00619	-0.00275	0.00464	0.00942	0.00619	-0.00275	0.00464	0.00717	0.00619	-0.00275	0.00464	0.00717	0.00942	-0.00275	0.00464	0.00717	0.00942	0.00619	0
54	0.00158	0.00706	-0.00046	0.00253	0.00579	0.00706	-0.00046	0.00253	0.00579	0.00158	-0.00046	0.00253	0.00579	0.00158	0.00706	0.00253	0.00579	0.00158	0.00706	-0.00046	0
55	0.00567	0.00566	0.00634	0.00357	0.00069	0.00566	0.00634	0.00357	0.00069	0.00567	0.00634	0.00357	0.00069	0.00567	0.00566	0.00357	0.00069	0.00567	0.00566	0.00634	0
56	0.01387	0.02594	0.00317	-0.00082	0.00218	0.02594	0.00317	-0.00082	0.00218	0.01387	0.00317	-0.00082	0.00218	0.01387	0.02594	-0.00082	0.00218	0.01387	0.02594	0.00317	0
57	0.00644	0.01258	0.00775	-0.00069	0.00939	0.01258	0.00775	-0.00069	0.00939	0.00644	0.00775	-0.00069	0.00939	0.00644	0.01258	-0.00069	0.00939	0.00644	0.01258	0.00775	0
58	0.00627	0.00959	0.00459	0.00315	0.0066	0.00959	0.00459	0.00315	0.0066	0.00627	0.00459	0.00315	0.0066	0.00627	0.00959	0.00315	0.0066	0.00627	0.00959	0.00459	0
59	0.00995	0.01236	0.00718	-0.00148	0.00021	0.01236	0.00718	-0.00148	0.00021	0.00995	0.00718	-0.00148	0.00021	0.00995	0.01236	-0.00148	0.00021	0.00995	0.01236	0.00718	0
60	0.0028	0.00859	0.00554	-0.00679	0.00227	0.00859	0.00554	-0.00679	0.00227	0.0028	0.00554	-0.00679	0.00227	0.0028	0.00859	-0.00679	0.00227	0.0028	0.00859	0.00554	0
61	0.01086	0.00473	0.00485	-0.00086	-0.00251	0.00473	0.00485	-0.00086	-0.00251	0.01086	0.00485	-0.00086	-0.00251	0.01086	0.00473	-0.00086	-0.00251	0.01086	0.00473	0.00485	0
62	0.00517	0.00602	0.00835	0.00174	0.0007	0.00602	0.00835	0.00174	0.0007	0.00517	0.00835	0.00174	0.0007	0.00517	0.00602	0.00174	0.0007	0.00517	0.00602	0.00835	0
63	0.00386	0.00839	0.00387	-0.00053	0.00239	0.00839	0.00387	-0.00053	0.00239	0.00386	0.00387	-0.00053	0.00239	0.00386	0.00839	-0.00053	0.00239	0.00386	0.00839	0.00387	0
64	0.00431	0.00449	0.0039	-0.00242	0.00245	0.00449	0.0039	-0.00242	0.00245	0.00431	0.0039	-0.00242	0.00245	0.00431	0.00449	-0.00242	0.00245	0.00431	0.00449	0.0039	0
65	0.00297	0.00854	0.01115	-0.00664	0.00485	0.00854	0.01115	-0.00664	0.00485	0.00297	0.01115	-0.00664	0.00485	0.00297	0.00854	-0.00664	0.00485	0.00297	0.00854	0.01115	0
66	-0.00368	0.01059	0.00441	0.001	0.0005	0.01059	0.00441	0.001	0.0005	-0.00368	0.00441	0.001	0.0005	-0.00368	0.01059	0.001	0.0005	-0.00368	0.01059	0.00441	0
67	0.00188	0.00853	0.01239	-0.00248	0.0091	0.00853	0.01239	-0.00248	0.0091	0.00188	0.01239	-0.00248	0.0091	0.00188	0.00853	-0.00248	0.0091	0.00188	0.00853	0.01239	0
68	0.00699	0.00247	0.00291	-0.00287	0.0043	0.00247	0.00291	-0.00287	0.0043	0.00699	0.00291	-0.00287	0.0043	0.00699	0.00247	-0.00287	0.0043	0.00699	0.00247	0.00291	0
69	0.01108	0.0083	0.00687	0.00108	0.00256	0.0083	0.00687	0.00108	0.00256	0.01108	0.00687	0.00108	0.00256	0.01108	0.0083	0.00108	0.00256	0.01108	0.0083	0.00687	0
70	0.00996	0.00803	0.00781	0.00398	0.00061	0.00803	0.00781	0.00398	0.00061	0.00996	0.00781	0.00398	0.00061	0.00996	0.00803	0.00398	0.00061	0.00996	0.00803	0.00781	0
71	0.0104	0.00659	0.00692	0.00333	0.00339	0.00659	0.00692	0.00333	0.00339	0.0104	0.00692	0.00333	0.00339	0.0104	0.00659	0.00333	0.00339	0.0104	0.00659	0.00692	0
72	0.00858	0.00965	0.00747	0.00202	0.00508	0.00965	0.00747	0.00202	0.00508	0.00858	0.00747	0.00202	0.00508	0.00858	0.00965	0.00202	0.00508	0.00858	0.00965	0.00747	0
73	0.00379	0.00605	0.01016	0.00091	0.00562	0.00605	0.01016	0.00091	0.00562	0.00379	0.01016	0.00091	0.00562	0.00379	0.00605	0.00091	0.00562	0.00379	0.00605	0.01016	0
74	0.00581	0.00258	0.00334	-0.00138	-0.00351	0.00258	0.00334	-0.00138	-0.00351	0.00581	0.00334	-0.00138	-0.00351	0.00581	0.00258	-0.00138	-0.00351	0.00581	0.00258	0.00334	0
75	0.00719	0.00904	0.00818	-0.00107	0.00272	0.00904	0.00818	-0.00107	0.00272	0.00719	0.00818	-0.00107	0.00272	0.00719	0.00904	-0.00107	0.00272	0.00719	0.00904	0.00818	0
76	0.0084	0.00416	0.00908	-0.00333	0.007	0.00416	0.00908	-0.00333	0.007	0.0084	0.00908	-0.00333	0.007	0.0084	0.00416	-0.00333	0.007	0.0084	0.00416	0.00908	0
77	0.01	0.00764	0.00548	0.00481	0.00415	0.00764	0.00548	0.00481	0.00415	0.01	0.00548	0.00481	0.00415	0.01	0.00764	0.00481	0.00415	0.01	0.00764	0.00548	0
78	0.00425	0.00423	0.0056	0.00103	0.00167	0.00423	0.0056	0.00103	0.00167	0.00425	0.0056	0.00103	0.00167	0.00425	0.00423	0.00103	0.00167	0.00425	0.00423	0.0056	0
79	0.00776	0.00423	0.00752	0.00191	0.00243	0.00423	0.00752	0.00191	0.00243	0.00776	0.00752	0.00191	0.00243	0.00776	0.00423	0.00191	0.00243	0.00776	0.00423	0.00752	0
80	0.00481	0.00735	0.00629	7e-05	0.00707	0.00735	0.00629	7e-05	0.00707	0.00481	0.00629	7e-05	0.00707	0.00481	0.00735	7e-05	0.00707	0.00481	0.00735	0.00629	0
81	0.00717	0.00942	0.00619	-0.00275	0.00464	0.00942	0.00619	-0.00275	0.00464	0.00717	0.00619	-0.00275	0.00464	0.00717	0.00942	-0.00275	0.00464	0.00717	0.00942	0.00619	0
82	0.00158	0.00706	-0.00046	0.00253	0.00579	0.00706	-0.00046	0.00253	0.00579	0.00158	-0.00046	0.00253	0.00579	0.00158	0.00706	0.00253	0.00579	0.00158	0.00706	-0.00046	0
83	0.00567	0.00566	0.00634	0.00357	0.00069	0.00566	0.00634	0.00357	0.00069	0.00567	0.00634	0.00357	0.00069	0.00567	0.00566	0.00357	0.00069	0.00567	0.00566	0.00634	0
