	f1	f2	f3	f4	f5	f6	preds_binary
35	-0.00491	27.30063	0.07198	0.0002	0.00535	6e-05	0
36	0.05964	-77.28093	0.53291	-0.00046	-0.01138	-6e-05	1
37	0.09984	-165.17275	0.63284	-0.00031	-0.01574	-0.00018	1
38	0.24936	-1.2343	0.62011	0.00034	0.01227	-0.00054	0
39	0.094	-48.50312	0.10454	7e-05	0.00483	-0.00011	1
40	0.12712	12.3304	0.49648	0.00021	0.0075	-4e-05	0
41	0.11974	5.11069	0.601	0.00011	0.00674	0.00017	0
42	0.15079	-32.57607	0.19087	0.00017	0.00693	0.00036	1
43	0.08433	-56.52578	0.20773	-0.00033	-0.00044	-0.00014	1
44	0.09939	-199.50618	0.18904	-0.00106	-0.02096	0.00012	1
45	0.09594	-119.66393	0.05104	-0.00075	-0.00965	1e-05	1
46	0.02413	8.16683	-0.25805	6e-05	0.00439	0.00029	0
47	0.10702	86.19512	0.5459	0.00055	0.01398	-6e-05	0
48	0.09455	-20.09406	0.4461	0.00037	0.00201	9e-05	0
49	0.03885	41.78841	0.19118	0.00047	0.00875	7e-05	0
50	0.18242	-42.70971	1.04176	-0.00041	-0.00717	0.00016	1
51	0.08466	45.55728	0.10269	0.00032	0.01248	-5e-05	0
52	0.1316	58.69488	0.7089	0.00041	0.01134	-0.00026	0
53	0.09394	-32.73139	0.75565	0.00047	0.00861	-0.00047	1
54	0.21527	53.8912	0.82531	9e-05	0.01528	-0.00046	0
55	0.03365	14.67291	0.06197	0.00046	0.00405	-0.00016	0
56	0.12596	103.33176	0.48276	0.00068	0.02508	-0.00016	0
57	0.10798	-12.40174	0.23224	0.00019	0.00405	-0.00042	0
58	0.11333	71.31183	0.36546	0.00046	0.01254	-0.00016	0
59	0.10715	-75.77804	0.30373	-0.00026	0.00054	-0.00016	1
60	0.04008	-57.06445	-0.0522	-0.0001	0.00106	-0.0	1
61	0.16776	190.49146	-0.05898	0.00127	0.04348	0.00104	0
62	0.08599	-17.21991	0.31061	-0.0001	-0.00169	-8e-05	0
63	-0.00491	27.30063	0.07198	0.0002	0.00535	6e-05	0
64	0.05964	-77.28093	0.53291	-0.00046	-0.01138	-6e-05	1
65	0.09984	-165.17275	0.63284	-0.00031	-0.01574	-0.00018	1
66	0.24936	-1.2343	0.62011	0.00034	0.01227	-0.00054	0
67	0.094	-48.50312	0.10454	7e-05	0.00483	-0.00011	1
68	0.12712	12.3304	0.49648	0.00021	0.0075	-4e-05	0
69	0.11974	5.11069	0.601	0.00011	0.00674	0.00017	0
70	0.15079	-32.57607	0.19087	0.00017	0.00693	0.00036	1
71	0.08433	-56.52578	0.20773	-0.00033	-0.00044	-0.00014	1
72	0.09939	-199.50618	0.18904	-0.00106	-0.02096	0.00012	1
73	0.09594	-119.66393	0.05104	-0.00075	-0.00965	1e-05	1
74	0.02413	8.16683	-0.25805	6e-05	0.00439	0.00029	0
75	0.10702	86.19512	0.5459	0.00055	0.01398	-6e-05	0
76	0.09455	-20.09406	0.4461	0.00037	0.00201	9e-05	0
77	0.03885	41.78841	0.19118	0.00047	0.00875	7e-05	0
78	0.18242	-42.70971	1.04176	-0.00041	-0.00717	0.00016	1
79	0.08466	45.55728	0.10269	0.00032	0.01248	-5e-05	0
80	0.1316	58.69488	0.7089	0.00041	0.01134	-0.00026	0
81	0.09394	-32.73139	0.75565	0.00047	0.00861	-0.00047	1
82	0.21527	53.8912	0.82531	9e-05	0.01528	-0.00046	0
83	0.03365	14.67291	0.06197	0.00046	0.00405	-0.00016	0
