	f1	f2	f3	f4	f5	f6	preds_binary
37	-0.11545	-135.6181	-0.61878	-0.00087	-0.02396	0.0004	1
38	0.02439	-2.53065	0.32282	-0.00045	-0.00709	-0.00033	1
39	0.09525	-12.15717	0.53076	-0.00013	-0.00261	-0.00038	1
40	0.01155	-143.16825	0.01224	-0.00069	-0.01592	-4e-05	1
41	0.05139	-49.20791	0.51783	-0.00035	-0.00925	4e-05	1
42	0.06183	9.34775	0.16551	5e-05	6e-05	-0.00024	0
43	0.05055	-101.62666	0.19342	-0.00047	-0.0139	-0.00021	1
44	0.06761	25.86876	0.6031	8e-05	-0.00213	-0.00045	0
45	0.17203	13.74748	0.50581	0.0002	0.00271	2e-05	0
46	0.0437	-46.64292	0.0839	-0.00025	-0.0033	-0.00032	1
47	0.04261	112.12754	0.51845	0.00068	0.01438	0.0002	0
48	-0.0138	34.0143	-0.03879	0.0004	0.00326	-3e-05	0
49	-0.04356	-67.15829	-0.06356	-0.00052	-0.01392	0.00015	1
50	0.07096	-41.49681	0.26907	-0.00037	-0.00485	-7e-05	1
51	0.07339	96.35378	0.01996	0.00065	0.01785	0.00011	0
52	-0.00362	5.68931	0.25326	-0.00024	-0.00733	0.00014	0
53	0.17859	135.97253	0.51041	0.00128	0.02102	0.00022	0
54	-0.02046	-5.42855	-0.06005	0.00017	0.00233	4e-05	1
55	0.051	-43.93962	0.32737	-0.00039	-0.00557	-0.00015	1
56	0.06791	-31.48592	0.06642	-0.00018	0.0003	-7e-05	1
57	-0.01341	-82.35699	-0.05173	-0.00047	-0.00427	0.00025	1
58	-0.00892	-41.37758	0.06633	-0.00013	-0.00619	6e-05	1
59	0.0772	75.81332	0.42283	0.00042	0.01155	5e-05	0
60	-0.00092	62.12718	-0.01063	0.00054	0.01067	-0.00029	0
61	0.03329	-143.91474	0.43095	-0.00106	-0.02415	-0.00039	1
62	0.0256	17.49356	-0.07962	-6e-05	0.00359	-0.00012	0
63	0.01352	-12.06213	-0.26513	1e-05	0.00276	-0.00029	1
64	0.04124	-16.32056	0.10482	0.00019	-0.00092	-6e-05	1
65	-0.11545	-135.6181	-0.61878	-0.00087	-0.02396	0.0004	1
66	0.02439	-2.53065	0.32282	-0.00045	-0.00709	-0.00033	1
67	0.09525	-12.15717	0.53076	-0.00013	-0.00261	-0.00038	1
68	0.01155	-143.16825	0.01224	-0.00069	-0.01592	-4e-05	1
69	0.05139	-49.20791	0.51783	-0.00035	-0.00925	4e-05	1
70	0.06183	9.34775	0.16551	5e-05	6e-05	-0.00024	0
71	0.05055	-101.62666	0.19342	-0.00047	-0.0139	-0.00021	1
72	0.06761	25.86876	0.6031	8e-05	-0.00213	-0.00045	0
73	0.17203	13.74748	0.50581	0.0002	0.00271	2e-05	0
74	0.0437	-46.64292	0.0839	-0.00025	-0.0033	-0.00032	1
75	0.04261	112.12754	0.51845	0.00068	0.01438	0.0002	0
76	-0.0138	34.0143	-0.03879	0.0004	0.00326	-3e-05	0
77	-0.04356	-67.15829	-0.06356	-0.00052	-0.01392	0.00015	1
78	0.07096	-41.49681	0.26907	-0.00037	-0.00485	-7e-05	1
79	0.07339	96.35378	0.01996	0.00065	0.01785	0.00011	0
80	-0.00362	5.68931	0.25326	-0.00024	-0.00733	0.00014	0
81	0.17859	135.97253	0.51041	0.00128	0.02102	0.00022	0
82	-0.02046	-5.42855	-0.06005	0.00017	0.00233	4e-05	1
83	0.051	-43.93962	0.32737	-0.00039	-0.00557	-0.00015	1
