	f1	f2	f3	f4	f5	f6	preds_binary
39	0.23064	-49.71617	0.76919	0.00068	0.0115	4e-05	0
40	-0.35811	-110.75175	-3.7582	-0.00025	0.02939	-0.00012	0
41	0.04161	91.14717	-0.82117	0.00245	0.06783	-0.00037	0
42	0.04194	-39.96169	0.33811	-0.00031	-0.00834	0.00102	0
43	0.08943	-186.71349	-0.12405	-0.00106	0.00431	5e-05	0
44	-0.17783	741.83254	-0.10437	0.00513	0.09296	0.00023	0
45	0.15695	142.38427	1.72832	2e-05	-0.02672	0.00174	0
46	-0.26805	-133.0	-2.84068	-2e-05	0.01059	-0.00101	0
47	-0.13698	0.39599	-1.00197	0.00076	0.00878	-0.00028	0
48	-0.14929	187.11081	-1.08977	0.00173	0.03254	0.00088	0
49	-0.07953	-132.45706	-0.1623	-0.00077	-0.02425	-0.00018	0
50	-0.15341	789.87857	0.68211	0.00444	0.08328	0.00071	0
51	-0.33085	265.315	-0.81532	0.00189	0.03841	-0.00073	0
52	-0.17404	-342.26097	-1.22357	-0.00252	-0.05873	-0.0014	0
53	-0.12701	-345.02469	-1.29496	-0.00197	-0.02822	-0.0008	0
54	-0.58993	-21.79331	-2.11215	-0.00106	-0.0103	9e-05	0
55	-0.41463	-182.55397	-3.12794	-0.00263	-0.02289	-3e-05	0
56	0.26526	327.95926	1.9066	0.00182	0.04361	-0.00054	0
57	-0.17075	910.81286	0.37444	0.00565	0.10864	0.00024	0
58	-0.17003	254.63494	-2.74035	0.00277	0.04833	-0.00045	0
59	-0.01048	-61.98846	0.24154	-0.00129	-0.02072	0.00131	0
60	0.09961	143.85957	-0.07816	0.00175	0.04799	-0.00057	0
61	0.24149	300.5054	2.2704	0.00117	0.02657	-0.00043	0
62	-0.22787	-46.58731	-0.90603	3e-05	-0.00201	8e-05	0
63	-0.02434	142.89226	0.35803	0.00157	0.0072	-0.00076	0
64	-0.07652	152.83574	-1.21239	0.00249	0.02264	-0.0	0
65	0.12381	705.28571	2.16194	0.00346	0.08907	-0.00035	0
66	-0.00329	-44.13054	1.01114	0.00036	-0.00136	-0.00012	0
67	0.05353	151.28417	0.90933	0.00048	0.01339	-0.0006	0
68	-0.07664	400.70004	0.34111	0.00246	0.04095	0.00211	0
69	-0.20444	95.89913	-0.31997	0.00039	0.00925	-0.00086	0
70	-0.32181	5.30846	-0.56026	-0.00021	-0.00332	4e-05	0
71	-0.22787	-46.58731	-0.90603	3e-05	-0.00201	8e-05	0
72	-0.31744	753.90785	-2.21317	0.00507	0.11311	0.0023	0
73	0.12518	-211.00134	0.26211	-0.00182	-0.01098	-0.00011	0
74	-0.23969	70.13346	1.58546	-0.00132	-0.04256	-0.00016	0
75	-0.04158	163.73176	-0.74326	0.00252	0.02221	-0.00019	0
76	-0.18404	47.68147	-0.62117	0.00029	0.00643	3e-05	0
77	-0.06261	-537.13677	-0.69916	-0.00341	-0.07791	-0.00125	0
78	-0.09865	108.66154	0.07152	0.00063	0.03662	-0.0001	0
