	f1	f2	f3	f4	f5	f6	preds_binary
58	-0.20524	-584.35604	-1.27216	-0.0045	-0.10463	0.0005	0
59	-0.05576	-217.20527	-0.68127	-0.00319	-0.0306	0.00165	0
60	0.51931	-248.52751	2.25396	-0.00138	-0.00526	-0.00074	0
61	0.31721	-103.10389	4.0724	-0.00164	-0.02762	-0.00108	0
62	-0.01658	-169.75127	0.96773	-0.0017	-0.06592	0.00037	0
63	0.20608	59.12307	0.89851	-9e-05	0.00129	-0.0007	0
64	0.02666	34.09327	-0.04916	0.00166	0.01967	0.00035	0
65	0.07881	459.7	1.85329	0.0054	0.05402	0.00015	0
66	0.26932	-106.52127	3.91071	-0.00132	-0.01079	-0.00027	0
67	0.02186	-267.7264	0.58493	-0.00196	-0.04181	-0.00084	0
68	-0.09019	363.35871	-0.56667	0.00269	0.06074	0.00622	0
69	0.04501	-48.82938	1.94827	-0.00083	-0.06009	0.00083	0
70	-0.26892	-132.83807	-1.21707	-0.00075	-0.0052	-5e-05	0
71	-0.01658	-169.75127	0.96773	-0.0017	-0.06592	0.00037	0
72	-0.26432	-949.60196	-1.87	-0.00548	-0.14789	4e-05	0
73	-0.30206	-543.03451	-3.82827	-0.00152	-0.03707	0.00029	0
74	-0.13685	-25.40907	-0.86704	0.00142	0.04321	3e-05	0
75	0.08727	280.65849	1.71927	-9e-05	0.01879	0.00021	0
76	0.06335	-202.05873	1.39673	-0.00194	-0.07592	-5e-05	0
77	0.15673	-236.4576	0.09562	-0.00189	-0.03191	-0.00072	0
78	0.04763	254.0624	0.3496	0.00175	0.01466	0.00033	0
