	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	preds_binary
24	0.02174	0.0092	0.00981	-0.0138	0.01448	0.0092	0.00981	-0.0138	0.01448	0.02174	0.00981	-0.0138	0.01448	0.02174	0.0092	-0.0138	0.01448	0.02174	0.0092	0.00981	0
25	0.02046	-0.05126	0.00766	0.02022	0.00366	-0.05126	0.00766	0.02022	0.00366	0.02046	0.00766	0.02022	0.00366	0.02046	-0.05126	0.02022	0.00366	0.02046	-0.05126	0.00766	0
26	0.00596	-0.00986	0.01471	-0.00343	-0.01121	-0.00986	0.01471	-0.00343	-0.01121	0.00596	0.01471	-0.00343	-0.01121	0.00596	-0.00986	-0.00343	-0.01121	0.00596	-0.00986	0.01471	0
27	0.0016	0.01544	0.01658	-0.00019	-0.00544	0.01544	0.01658	-0.00019	-0.00544	0.0016	0.01658	-0.00019	-0.00544	0.0016	0.01544	-0.00019	-0.00544	0.0016	0.01544	0.01658	0
28	0.02399	0.00836	0.00959	-0.00868	0.01401	0.00836	0.00959	-0.00868	0.01401	0.02399	0.00959	-0.00868	0.01401	0.02399	0.00836	-0.00868	0.01401	0.02399	0.00836	0.00959	0
29	-0.00068	-0.01462	0.00616	0.01987	-0.01993	-0.01462	0.00616	0.01987	-0.01993	-0.00068	0.00616	0.01987	-0.01993	-0.00068	-0.01462	0.01987	-0.01993	-0.00068	-0.01462	0.00616	0
30	-0.00069	0.01462	0.00282	0.02728	-0.00159	0.01462	0.00282	0.02728	-0.00159	-0.00069	0.00282	0.02728	-0.00159	-0.00069	0.01462	0.02728	-0.00159	-0.00069	0.01462	0.00282	0
31	0.01745	-0.01853	-0.00315	0.01559	-0.0247	-0.01853	-0.00315	0.01559	-0.0247	0.01745	-0.00315	0.01559	-0.0247	0.01745	-0.01853	0.01559	-0.0247	0.01745	-0.01853	-0.00315	0
32	-0.00493	-0.01599	-0.00273	-0.01167	-0.03421	-0.01599	-0.00273	-0.01167	-0.03421	-0.00493	-0.00273	-0.01167	-0.03421	-0.00493	-0.01599	-0.01167	-0.03421	-0.00493	-0.01599	-0.00273	0
33	0.00324	-0.00341	0.01645	-0.02003	0.0036	-0.00341	0.01645	-0.02003	0.0036	0.00324	0.01645	-0.02003	0.0036	0.00324	-0.00341	-0.02003	0.0036	0.00324	-0.00341	0.01645	0
34	0.00983	-0.02902	0.00303	-0.00887	-0.0113	-0.02902	0.00303	-0.00887	-0.0113	0.00983	0.00303	-0.00887	-0.0113	0.00983	-0.02902	-0.00887	-0.0113	0.00983	-0.02902	0.00303	0
35	0.00711	0.00059	0.00039	0.01695	0.01943	0.00059	0.00039	0.01695	0.01943	0.00711	0.00039	0.01695	0.01943	0.00711	0.00059	0.01695	0.01943	0.00711	0.00059	0.00039	0
36	0.01345	-0.00489	-0.00616	0.01077	0.00851	-0.00489	-0.00616	0.01077	0.00851	0.01345	-0.00616	0.01077	0.00851	0.01345	-0.00489	0.01077	0.00851	0.01345	-0.00489	-0.00616	0
37	0.00045	-0.03907	0.00816	0.00302	-0.01828	-0.03907	0.00816	0.00302	-0.01828	0.00045	0.00816	0.00302	-0.01828	0.00045	-0.03907	0.00302	-0.01828	0.00045	-0.03907	0.00816	0
38	-0.00493	-0.01599	-0.00273	-0.01167	-0.03421	-0.01599	-0.00273	-0.01167	-0.03421	-0.00493	-0.00273	-0.01167	-0.03421	-0.00493	-0.01599	-0.01167	-0.03421	-0.00493	-0.01599	-0.00273	0
39	-0.00283	0.02932	-0.00762	-0.00053	0.00737	0.02932	-0.00762	-0.00053	0.00737	-0.00283	-0.00762	-0.00053	0.00737	-0.00283	0.02932	-0.00053	0.00737	-0.00283	0.02932	-0.00762	0
40	-0.01353	-0.02034	0.00492	-0.00101	-0.0137	-0.02034	0.00492	-0.00101	-0.0137	-0.01353	0.00492	-0.00101	-0.0137	-0.01353	-0.02034	-0.00101	-0.0137	-0.01353	-0.02034	0.00492	0
41	0.00037	-0.04798	-0.00492	-0.0031	0.00898	-0.04798	-0.00492	-0.0031	0.00898	0.00037	-0.00492	-0.0031	0.00898	0.00037	-0.04798	-0.0031	0.00898	0.00037	-0.04798	-0.00492	0
42	0.02696	-0.00808	0.00728	0.00182	0.01564	-0.00808	0.00728	0.00182	0.01564	0.02696	0.00728	0.00182	0.01564	0.02696	-0.00808	0.00182	0.01564	0.02696	-0.00808	0.00728	0
43	-0.01912	0.00213	-0.00575	-0.01807	-0.01098	0.00213	-0.00575	-0.01807	-0.01098	-0.01912	-0.00575	-0.01807	-0.01098	-0.01912	0.00213	-0.01807	-0.01098	-0.01912	0.00213	-0.00575	0
44	0.00539	-0.0306	0.00174	0.00911	-0.02105	-0.0306	0.00174	0.00911	-0.02105	0.00539	0.00174	0.00911	-0.02105	0.00539	-0.0306	0.00911	-0.02105	0.00539	-0.0306	0.00174	0
45	0.01216	-0.02557	0.00514	0.00108	-0.01481	-0.02557	0.00514	0.00108	-0.01481	0.01216	0.00514	0.00108	-0.01481	0.01216	-0.02557	0.00108	-0.01481	0.01216	-0.02557	0.00514	0
46	0.01271	-0.00503	-0.00755	0.0113	-0.02811	-0.00503	-0.00755	0.0113	-0.02811	0.01271	-0.00755	0.0113	-0.02811	0.01271	-0.00503	0.0113	-0.02811	0.01271	-0.00503	-0.00755	0
47	-0.00026	-0.01033	0.00662	-0.01947	0.02244	-0.01033	0.00662	-0.01947	0.02244	-0.00026	0.00662	-0.01947	0.02244	-0.00026	-0.01033	-0.01947	0.02244	-0.00026	-0.01033	0.00662	0
48	0.01374	-0.0062	0.00064	-0.00595	0.00149	-0.0062	0.00064	-0.00595	0.00149	0.01374	0.00064	-0.00595	0.00149	0.01374	-0.0062	-0.00595	0.00149	0.01374	-0.0062	0.00064	0
49	0.01102	0.0125	-0.00249	0.01436	0.0092	0.0125	-0.00249	0.01436	0.0092	0.01102	-0.00249	0.01436	0.0092	0.01102	0.0125	0.01436	0.0092	0.01102	0.0125	-0.00249	0
50	0.00116	-0.0571	0.00561	0.02323	-0.02028	-0.0571	0.00561	0.02323	-0.02028	0.00116	0.00561	0.02323	-0.02028	0.00116	-0.0571	0.02323	-0.02028	0.00116	-0.0571	0.00561	0
51	0.00126	-0.0029	0.01433	-0.02018	0.01208	-0.0029	0.01433	-0.02018	0.01208	0.00126	0.01433	-0.02018	0.01208	0.00126	-0.0029	-0.02018	0.01208	0.00126	-0.0029	0.01433	0
52	0.00047	-0.0054	0.00815	0.00268	-0.00729	-0.0054	0.00815	0.00268	-0.00729	0.00047	0.00815	0.00268	-0.00729	0.00047	-0.0054	0.00268	-0.00729	0.00047	-0.0054	0.00815	0
53	0.02338	0.04772	0.00455	0.01086	0.0002	0.04772	0.00455	0.01086	0.0002	0.02338	0.00455	0.01086	0.0002	0.02338	0.04772	0.01086	0.0002	0.02338	0.04772	0.00455	0
54	-0.00213	0.00175	-0.01494	0.0091	0.0172	0.00175	-0.01494	0.0091	0.0172	-0.00213	-0.01494	0.0091	0.0172	-0.00213	0.00175	0.0091	0.0172	-0.00213	0.00175	-0.01494	0
55	-0.00194	0.00576	0.00045	0.01182	0.0084	0.00576	0.00045	0.01182	0.0084	-0.00194	0.00045	0.01182	0.0084	-0.00194	0.00576	0.01182	0.0084	-0.00194	0.00576	0.00045	0
56	0.00604	-0.00687	0.01803	-0.00881	-0.01053	-0.00687	0.01803	-0.00881	-0.01053	0.00604	0.01803	-0.00881	-0.01053	0.00604	-0.00687	-0.00881	-0.01053	0.00604	-0.00687	0.01803	0
57	-0.00306	-0.04637	0.00176	0.01623	-0.01627	-0.04637	0.00176	0.01623	-0.01627	-0.00306	0.00176	0.01623	-0.01627	-0.00306	-0.04637	0.01623	-0.01627	-0.00306	-0.04637	0.00176	0
58	0.00062	-0.03565	0.0091	0.00635	0.02283	-0.03565	0.0091	0.00635	0.02283	0.00062	0.0091	0.00635	0.02283	0.00062	-0.03565	0.00635	0.02283	0.00062	-0.03565	0.0091	0
59	0.02189	0.03728	0.00226	0.02021	0.00399	0.03728	0.00226	0.02021	0.00399	0.02189	0.00226	0.02021	0.00399	0.02189	0.03728	0.02021	0.00399	0.02189	0.03728	0.00226	0
60	-0.00112	0.03992	0.0081	-0.02416	0.00534	0.03992	0.0081	-0.02416	0.00534	-0.00112	0.0081	-0.02416	0.00534	-0.00112	0.03992	-0.02416	0.00534	-0.00112	0.03992	0.0081	0
61	0.00781	-0.00881	0.0242	0.00133	-0.00793	-0.00881	0.0242	0.00133	-0.00793	0.00781	0.0242	0.00133	-0.00793	0.00781	-0.00881	0.00133	-0.00793	0.00781	-0.00881	0.0242	0
62	0.00215	0.00886	0.01898	-0.01464	-0.00485	0.00886	0.01898	-0.01464	-0.00485	0.00215	0.01898	-0.01464	-0.00485	0.00215	0.00886	-0.01464	-0.00485	0.00215	0.00886	0.01898	0
63	0.00384	-0.03307	0.01198	-0.00894	-0.01813	-0.03307	0.01198	-0.00894	-0.01813	0.00384	0.01198	-0.00894	-0.01813	0.00384	-0.03307	-0.00894	-0.01813	0.00384	-0.03307	0.01198	0
64	0.0046	-0.00502	0.00241	0.01203	0.0236	-0.00502	0.00241	0.01203	0.0236	0.0046	0.00241	0.01203	0.0236	0.0046	-0.00502	0.01203	0.0236	0.0046	-0.00502	0.00241	0
65	0.00954	0.06131	0.00113	0.00379	-0.01823	0.06131	0.00113	0.00379	-0.01823	0.00954	0.00113	0.00379	-0.01823	0.00954	0.06131	0.00379	-0.01823	0.00954	0.06131	0.00113	0
66	-0.00422	0.04337	-0.02582	0.01326	-0.0138	0.04337	-0.02582	0.01326	-0.0138	-0.00422	-0.02582	0.01326	-0.0138	-0.00422	0.04337	0.01326	-0.0138	-0.00422	0.04337	-0.02582	0
67	0.01104	0.04273	0.00233	-0.01765	-0.003	0.04273	0.00233	-0.01765	-0.003	0.01104	0.00233	-0.01765	-0.003	0.01104	0.04273	-0.01765	-0.003	0.01104	0.04273	0.00233	0
68	0.00703	-0.02146	-0.00446	0.01729	-0.00255	-0.02146	-0.00446	0.01729	-0.00255	0.00703	-0.00446	0.01729	-0.00255	0.00703	-0.02146	0.01729	-0.00255	0.00703	-0.02146	-0.00446	0
69	0.00154	0.011	0.01821	-0.01586	-0.01196	0.011	0.01821	-0.01586	-0.01196	0.00154	0.01821	-0.01586	-0.01196	0.00154	0.011	-0.01586	-0.01196	0.00154	0.011	0.01821	0
70	0.00442	0.02257	0.02055	-0.01413	0.00099	0.02257	0.02055	-0.01413	0.00099	0.00442	0.02055	-0.01413	0.00099	0.00442	0.02257	-0.01413	0.00099	0.00442	0.02257	0.02055	0
71	0.00215	0.00886	0.01898	-0.01464	-0.00485	0.00886	0.01898	-0.01464	-0.00485	0.00215	0.01898	-0.01464	-0.00485	0.00215	0.00886	-0.01464	-0.00485	0.00215	0.00886	0.01898	0
72	0.01083	-0.0311	0.00201	-0.0178	-0.02201	-0.0311	0.00201	-0.0178	-0.02201	0.01083	0.00201	-0.0178	-0.02201	0.01083	-0.0311	-0.0178	-0.02201	0.01083	-0.0311	0.00201	0
73	-0.01705	0.00161	-0.0046	-0.01541	-0.005	0.00161	-0.0046	-0.01541	-0.005	-0.01705	-0.0046	-0.01541	-0.005	-0.01705	0.00161	-0.01541	-0.005	-0.01705	0.00161	-0.0046	0
74	-0.00526	0.02222	0.01992	-0.03736	0.02359	0.02222	0.01992	-0.03736	0.02359	-0.00526	0.01992	-0.03736	0.02359	-0.00526	0.02222	-0.03736	0.02359	-0.00526	0.02222	0.01992	0
75	-0.00181	-0.01652	0.00357	0.00879	0.03093	-0.01652	0.00357	0.00879	0.03093	-0.00181	0.00357	0.00879	0.03093	-0.00181	-0.01652	0.00879	0.03093	-0.00181	-0.01652	0.00357	0
76	0.0016	0.01544	0.01658	-0.00019	-0.00544	0.01544	0.01658	-0.00019	-0.00544	0.0016	0.01658	-0.00019	-0.00544	0.0016	0.01544	-0.00019	-0.00544	0.0016	0.01544	0.01658	0
77	0.02709	0.04988	0.00059	0.00128	0.00736	0.04988	0.00059	0.00128	0.00736	0.02709	0.00059	0.00128	0.00736	0.02709	0.04988	0.00128	0.00736	0.02709	0.04988	0.00059	0
78	-0.02449	0.00097	-0.00709	-0.00957	-0.00591	0.00097	-0.00709	-0.00957	-0.00591	-0.02449	-0.00709	-0.00957	-0.00591	-0.02449	0.00097	-0.00957	-0.00591	-0.02449	0.00097	-0.00709	0
