protein	class	lag	features
>CR_Blatellagermanica(cockroach)_5	1	l8	0.00408,-0.00458,-0.01964,0.01916,-0.00725
>CR_Blatellagermanica(cockroach)_6	1	l1	0.00091,0.00836,0.01412,0.00183,-0.02353
>CR_Blatellagermanica(cockroach)_6	1	l2	-0.01070,0.00281,0.01673,0.00708,0.00696
>CR_Blatellagermanica(cockroach)_6	1	l3	0.00116,-0.00069,-0.00309,0.02266,0.01509
>CR_Blatellagermanica(cockroach)_6	1	l4	-0.00877,0.01669,-0.03391,0.00174,-0.01769
>CR_Blatellagermanica(cockroach)_6	1	l5	-0.00124,0.00870,-0.00043,0.01057,0.02588
>CR_Blatellagermanica(cockroach)_6	1	l6	0.00475,-0.01964,0.00050,0.01495,-0.02366
>CR_Blatellagermanica(cockroach)_6	1	l7	0.01745,-0.00698,0.01686,0.00667,0.02775
>CR_Blatellagermanica(cockroach)_6	1	l8	-0.00451,-0.00652,0.03345,0.01295,-0.00208
>CR_Blatellagermanica(cockroach)_7	1	l1	-0.02216,0.02004,0.00727,-0.01209,-0.00805
>CR_Blatellagermanica(cockroach)_7	1	l2	0.02537,0.02513,-0.00552,-0.02372,0.00581
>CR_Blatellagermanica(cockroach)_7	1	l3	-0.02184,0.02505,0.00601,0.01496,0.00027
>CR_Blatellagermanica(cockroach)_7	1	l4	-0.01865,0.01797,-0.00420,0.00382,-0.01122
>CR_Blatellagermanica(cockroach)_7	1	l5	0.00147,0.02644,-0.00664,-0.01911,0.00943
>CR_Blatellagermanica(cockroach)_7	1	l6	-0.02189,0.02078,0.00171,0.02500,-0.01302
>CR_Blatellagermanica(cockroach)_7	1	l7	0.00249,0.02723,-0.00689,0.00849,0.00165
>CR_Blatellagermanica(cockroach)_7	1	l8	0.00020,0.02207,-0.00785,-0.04551,-0.00715
>CR_Blatellagermanica(cockroach)_8	1	l1	-0.01917,0.00369,0.01229,0.00884,-0.00580
>CR_Blatellagermanica(cockroach)_8	1	l2	-0.01092,0.00176,-0.01243,-0.00415,-0.00499
>CR_Blatellagermanica(cockroach)_8	1	l3	0.02281,-0.00761,-0.01344,-0.00111,-0.01615
>CR_Blatellagermanica(cockroach)_8	1	l4	-0.03089,0.00004,0.01216,0.00569,0.02181
>CR_Blatellagermanica(cockroach)_8	1	l5	0.02957,-0.00634,0.02545,0.00510,0.00865
>CR_Blatellagermanica(cockroach)_8	1	l6	0.00579,-0.00319,-0.00711,-0.00064,0.00426
>CR_Blatellagermanica(cockroach)_8	1	l7	-0.03347,-0.00712,-0.02514,-0.00723,-0.02217
>CR_Blatellagermanica(cockroach)_8	1	l8	0.02975,-0.00336,-0.01685,-0.00285,0.00671
>CR_Blatellagermanica(cockroach)_9	1	l1	0.00214,-0.01155,0.03729,0.01015,0.00478
>CR_Blatellagermanica(cockroach)_9	1	l2	0.00438,0.00252,0.02160,0.00430,0.01637
>CR_Blatellagermanica(cockroach)_9	1	l3	0.00638,-0.02129,0.03784,0.00400,0.00420
>CR_Blatellagermanica(cockroach)_9	1	l4	-0.01158,-0.00887,0.03679,-0.00709,0.01907
>CR_Blatellagermanica(cockroach)_9	1	l5	0.00232,0.02158,0.01607,-0.00588,-0.00749
>CR_Blatellagermanica(cockroach)_9	1	l6	-0.01526,0.00251,0.05238,0.00818,0.01149
>CR_Blatellagermanica(cockroach)_9	1	l7	-0.00614,0.03363,0.06419,0.01641,0.00768
>CR_Blatellagermanica(cockroach)_9	1	l8	0.01793,-0.02413,0.03540,0.01580,0.00543
>CR_Blatellagermanica(cockroach)_10	1	l1	-0.00495,0.01650,0.01088,0.00083,0.00994
>CR_Blatellagermanica(cockroach)_10	1	l2	-0.02987,-0.01404,0.00384,-0.00024,-0.01460
>CR_Blatellagermanica(cockroach)_10	1	l3	0.00231,0.00338,0.00813,0.00758,-0.02170
>CR_Blatellagermanica(cockroach)_10	1	l4	0.02766,0.01262,0.00521,0.00746,-0.00332
>CR_Blatellagermanica(cockroach)_10	1	l5	0.00816,-0.00451,0.00714,0.00840,0.00125
>CR_Blatellagermanica(cockroach)_10	1	l6	-0.06248,0.00507,0.00754,-0.01079,-0.00208
>CR_Blatellagermanica(cockroach)_10	1	l7	0.00832,0.00744,0.00605,0.01073,0.01626
>CR_Blatellagermanica(cockroach)_10	1	l8	0.04180,0.00390,0.02100,0.00884,0.01022
>CR_Blatellagermanica(cockroach)_11	1	l1	-0.02907,-0.00304,-0.00408,-0.00308,0.00564
>CR_Blatellagermanica(cockroach)_11	1	l2	0.02013,0.00137,0.00238,-0.00489,-0.00897
>CR_Blatellagermanica(cockroach)_11	1	l3	-0.02104,-0.01675,0.00176,-0.00028,-0.01021
>CR_Blatellagermanica(cockroach)_11	1	l4	0.01551,-0.01929,-0.00317,-0.00820,-0.00123
>CR_Blatellagermanica(cockroach)_11	1	l5	-0.03361,0.00390,-0.00089,-0.00680,0.00321
>CR_Blatellagermanica(cockroach)_11	1	l6	0.01381,-0.00108,-0.00090,0.00037,0.01386
>CR_Blatellagermanica(cockroach)_11	1	l7	0.00184,0.01523,-0.00029,0.00537,0.00596
>CR_Blatellagermanica(cockroach)_11	1	l8	-0.02718,0.00851,-0.00229,-0.00773,-0.00837
>CR_Blatellagermanica(cockroach)_12	1	l1	-0.00542,0.00739,-0.00637,0.01892,-0.00028
>CR_Blatellagermanica(cockroach)_12	1	l2	-0.00351,-0.00048,-0.01065,0.02352,-0.00580
>CR_Blatellagermanica(cockroach)_12	1	l3	0.00263,0.02430,0.01157,0.02616,0.01295
>CR_Blatellagermanica(cockroach)_12	1	l4	-0.02678,0.00016,0.00084,0.01509,0.00139
>CR_Blatellagermanica(cockroach)_12	1	l5	-0.00262,-0.01059,-0.03232,0.01893,-0.00679
>CR_Blatellagermanica(cockroach)_12	1	l6	-0.01176,0.00760,0.02364,0.02565,-0.00155
>CR_Blatellagermanica(cockroach)_12	1	l7	-0.00291,-0.00990,0.00803,0.01024,0.00707
>CR_Blatellagermanica(cockroach)_12	1	l8	0.03527,-0.00110,-0.02091,0.01631,-0.01423
>CR_Blatellagermanica(cockroach)_13	1	l1	0.00122,0.02582,0.00819,0.01463,0.00984
>CR_Blatellagermanica(cockroach)_13	1	l2	-0.01916,-0.00105,0.00611,0.01946,0.01212
>CR_Blatellagermanica(cockroach)_13	1	l3	0.01091,0.02016,0.00417,0.02140,0.03421
>CR_Blatellagermanica(cockroach)_13	1	l4	0.02685,-0.00337,-0.01339,0.01271,-0.01145
>CR_Blatellagermanica(cockroach)_13	1	l5	-0.00981,-0.03238,-0.00660,0.01437,-0.00371
>CR_Blatellagermanica(cockroach)_13	1	l6	-0.02777,0.00076,-0.02696,0.00842,0.00628
>CR_Blatellagermanica(cockroach)_13	1	l7	0.01456,-0.01927,0.00878,0.00362,-0.01131
>CR_Blatellagermanica(cockroach)_13	1	l8	0.02256,-0.04684,0.01396,0.00249,-0.00951
>CR_Blatellagermanica(cockroach)_14	1	l1	0.00476,0.02188,0.01054,-0.00296,0.01372
>CR_Blatellagermanica(cockroach)_14	1	l2	0.01150,-0.03813,-0.00339,0.00605,0.00465
>CR_Blatellagermanica(cockroach)_14	1	l3	0.03100,-0.04912,0.01094,-0.01312,0.01340
>CR_Blatellagermanica(cockroach)_14	1	l4	0.01359,0.02969,0.01260,0.01208,0.00988
>CR_Blatellagermanica(cockroach)_14	1	l5	0.02385,0.02958,-0.00209,-0.01173,-0.01071
>CR_Blatellagermanica(cockroach)_14	1	l6	0.02633,-0.05504,-0.00541,0.02322,0.00112
>CR_Blatellagermanica(cockroach)_14	1	l7	0.01076,-0.05836,0.00115,0.01978,0.00823
>CR_Blatellagermanica(cockroach)_14	1	l8	0.02349,0.01851,0.00223,0.00388,0.00715
>CR_Blatellagermanica(cockroach)_15	1	l1	-0.01407,0.00729,-0.00507,0.00704,-0.00083
>CR_Blatellagermanica(cockroach)_15	1	l2	0.00492,-0.02136,0.00926,0.01010,0.00186
>CR_Blatellagermanica(cockroach)_15	1	l3	-0.00932,-0.01036,-0.00592,-0.00899,0.02533
>CR_Blatellagermanica(cockroach)_15	1	l4	0.03915,-0.00165,0.00231,0.00606,-0.00738
>CR_Blatellagermanica(cockroach)_15	1	l5	-0.01511,0.00709,-0.00938,-0.00021,0.01301
>CR_Blatellagermanica(cockroach)_15	1	l6	-0.00592,0.00216,0.00943,0.02334,0.02364
>CR_Blatellagermanica(cockroach)_15	1	l7	-0.00671,0.01706,0.00040,-0.00034,-0.01799
>CR_Blatellagermanica(cockroach)_15	1	l8	0.01011,0.00847,-0.00282,-0.00011,0.00663
>CR_Blatellagermanica(cockroach)_16	1	l1	0.01644,-0.01180,0.00297,0.00483,0.00068
>CR_Blatellagermanica(cockroach)_16	1	l2	-0.00268,-0.00829,-0.01328,0.00398,-0.00530
>CR_Blatellagermanica(cockroach)_16	1	l3	-0.01526,0.02803,-0.00293,0.00627,0.01448
>CR_Blatellagermanica(cockroach)_16	1	l4	-0.00537,-0.00877,0.01617,0.00135,0.01249
>CR_Blatellagermanica(cockroach)_16	1	l5	-0.01720,0.00746,-0.00111,0.00278,-0.00577
>CR_Blatellagermanica(cockroach)_16	1	l6	0.00652,0.00388,-0.00777,-0.00149,-0.00038
>CR_Blatellagermanica(cockroach)_16	1	l7	0.00698,-0.01718,-0.00664,-0.01057,0.01690
>CR_Blatellagermanica(cockroach)_16	1	l8	-0.00522,0.01398,0.00013,-0.00779,0.00467
>CR_Blatellagermanica(cockroach)_17	1	l1	0.00440,-0.00517,-0.02813,0.00134,0.03375
>CR_Blatellagermanica(cockroach)_17	1	l2	-0.00947,0.00262,0.00210,0.01004,0.02980
>CR_Blatellagermanica(cockroach)_17	1	l3	-0.00923,-0.00957,-0.01148,0.00210,0.02084
>CR_Blatellagermanica(cockroach)_17	1	l4	0.00137,0.01218,0.01525,0.01247,0.00643
>CR_Blatellagermanica(cockroach)_17	1	l5	0.00227,0.02475,0.01591,0.00274,-0.00376
>CR_Blatellagermanica(cockroach)_17	1	l6	0.00737,0.05870,-0.03213,0.00242,-0.02551
>CR_Blatellagermanica(cockroach)_17	1	l7	0.00140,-0.03944,0.01740,-0.00182,-0.03196
>CR_Blatellagermanica(cockroach)_17	1	l8	-0.00183,0.00407,-0.00706,0.00690,-0.03702
>CR_Blatellagermanica(cockroach)_18	1	l1	0.00058,0.00531,0.00493,0.01134,-0.02241
>CR_Blatellagermanica(cockroach)_18	1	l2	-0.02577,0.00345,-0.01358,-0.00765,0.00130
>CR_Blatellagermanica(cockroach)_18	1	l3	-0.00214,0.01821,0.00882,0.00850,0.00724
>CR_Blatellagermanica(cockroach)_18	1	l4	0.01625,-0.00519,0.00792,0.00729,-0.01928
>CR_Blatellagermanica(cockroach)_18	1	l5	0.01115,0.00187,-0.00538,-0.00775,0.02873
>CR_Blatellagermanica(cockroach)_18	1	l6	-0.03480,-0.01123,-0.01245,-0.00649,-0.02093
>CR_Blatellagermanica(cockroach)_18	1	l7	-0.00004,-0.01357,-0.01494,0.00390,0.01199
>CR_Blatellagermanica(cockroach)_18	1	l8	0.01886,-0.01356,-0.00956,0.01363,0.01433
>CR_Blatellagermanica(cockroach)_19	1	l1	-0.01513,0.01978,-0.00545,0.00004,0.00019
>CR_Blatellagermanica(cockroach)_19	1	l2	0.00430,-0.00797,0.00455,-0.01621,-0.00411
>CR_Blatellagermanica(cockroach)_19	1	l3	0.01411,-0.04179,0.00078,0.00400,0.00395
>CR_Blatellagermanica(cockroach)_19	1	l4	-0.01954,-0.02164,0.00418,0.01640,0.01812
>CR_Blatellagermanica(cockroach)_19	1	l5	-0.00767,0.01829,-0.00753,0.00620,-0.00567
>CR_Blatellagermanica(cockroach)_19	1	l6	0.01452,0.02134,-0.00007,-0.00680,-0.01830
>CR_Blatellagermanica(cockroach)_19	1	l7	-0.01868,-0.00829,0.00586,0.01128,0.01329
>CR_Blatellagermanica(cockroach)_19	1	l8	0.03633,-0.03576,-0.01449,0.01430,0.01354
>CR_Blatellagermanica(cockroach)_20	1	l1	0.00028,0.00840,-0.00337,0.00115,-0.03288
>CR_Blatellagermanica(cockroach)_20	1	l2	0.00472,-0.00840,0.00346,-0.01560,0.01471
>CR_Blatellagermanica(cockroach)_20	1	l3	0.00600,0.01468,-0.00279,-0.00477,-0.00853
>CR_Blatellagermanica(cockroach)_20	1	l4	-0.02019,-0.00233,-0.01367,-0.00419,-0.00698
>CR_Blatellagermanica(cockroach)_20	1	l5	-0.00748,-0.00536,-0.00082,0.00093,0.02466
>CR_Blatellagermanica(cockroach)_20	1	l6	-0.01775,0.01853,-0.00465,-0.02733,-0.02798
>CR_Blatellagermanica(cockroach)_20	1	l7	-0.01897,0.00177,-0.00413,-0.01516,0.02532
>CR_Blatellagermanica(cockroach)_20	1	l8	0.00239,-0.01633,0.00329,0.02629,-0.02562
>CR_Blatellagermanica(cockroach)_21	1	l1	0.00587,0.00301,0.01468,0.00696,-0.00871
>CR_Blatellagermanica(cockroach)_21	1	l2	-0.00750,-0.00214,0.02100,-0.02278,0.01228
>CR_Blatellagermanica(cockroach)_21	1	l3	-0.01734,-0.00373,-0.00701,0.00363,0.00379
>CR_Blatellagermanica(cockroach)_21	1	l4	-0.01582,0.00709,0.01072,0.01775,-0.00535
>CR_Blatellagermanica(cockroach)_21	1	l5	0.01158,-0.00200,0.01048,0.00299,0.00538
>CR_Blatellagermanica(cockroach)_21	1	l6	0.02375,-0.00271,0.03131,-0.02059,-0.00499
>CR_Blatellagermanica(cockroach)_21	1	l7	0.01878,-0.01294,-0.00496,0.00602,0.02145
>CR_Blatellagermanica(cockroach)_21	1	l8	-0.01528,-0.02406,-0.00896,0.02020,-0.00411
>CR_Blatellagermanica(cockroach)_22	1	l1	-0.02596,0.00326,-0.00552,-0.01097,0.01017
>CR_Blatellagermanica(cockroach)_22	1	l2	-0.00508,-0.00156,0.01728,-0.00203,-0.00343
>CR_Blatellagermanica(cockroach)_22	1	l3	0.01279,-0.00957,-0.00532,0.00800,-0.00654
>CR_Blatellagermanica(cockroach)_22	1	l4	-0.01532,0.00269,0.00568,-0.00729,-0.01031
>CR_Blatellagermanica(cockroach)_22	1	l5	0.00069,-0.01694,-0.00670,0.00112,-0.00427
>CR_Blatellagermanica(cockroach)_22	1	l6	0.02171,0.01702,0.00742,0.00409,0.00471
>CR_Blatellagermanica(cockroach)_22	1	l7	-0.03978,0.02143,-0.00453,0.00421,0.00764
>CR_Blatellagermanica(cockroach)_22	1	l8	0.02134,0.01976,0.00774,-0.00373,0.00864
>CR_Blatellagermanica(cockroach)_23	1	l1	0.00166,0.02186,0.00404,-0.01024,-0.00131
>CR_Blatellagermanica(cockroach)_23	1	l2	-0.00768,-0.03634,-0.01268,0.01136,-0.00376
>CR_Blatellagermanica(cockroach)_23	1	l3	0.02940,-0.02558,-0.00500,0.00001,0.00045
>CR_Blatellagermanica(cockroach)_23	1	l4	0.01842,-0.00275,0.00250,-0.00947,-0.00644
>CR_Blatellagermanica(cockroach)_23	1	l5	-0.01086,-0.00154,-0.00340,-0.00797,0.00283
>CR_Blatellagermanica(cockroach)_23	1	l6	0.00497,-0.02850,-0.00587,-0.00169,0.00607
>CR_Blatellagermanica(cockroach)_23	1	l7	0.03024,-0.02278,0.00382,-0.00606,0.00772
>CR_Blatellagermanica(cockroach)_23	1	l8	-0.00084,0.02671,-0.00008,-0.01840,-0.00331
>CR_Blatellagermanica(cockroach)_24	1	l1	-0.01270,-0.04701,-0.00310,0.00484,0.00744
>CR_Blatellagermanica(cockroach)_24	1	l2	0.01131,0.01477,-0.00097,0.00921,-0.00229
>CR_Blatellagermanica(cockroach)_24	1	l3	-0.02117,-0.03572,0.00210,0.00404,0.00225
>CR_Blatellagermanica(cockroach)_24	1	l4	-0.00853,0.03723,-0.00716,-0.00635,-0.00424
>CR_Blatellagermanica(cockroach)_24	1	l5	0.01434,-0.02584,0.00271,0.01544,-0.01232
>CR_Blatellagermanica(cockroach)_24	1	l6	0.01637,0.03380,-0.00028,-0.00589,-0.01915
>CR_Blatellagermanica(cockroach)_24	1	l7	0.02921,-0.01474,0.00191,0.01620,-0.01145
>CR_Blatellagermanica(cockroach)_24	1	l8	-0.03107,-0.02245,0.00378,0.00587,0.00579
>CR_Blatellagermanica(cockroach)_25	1	l1	-0.01792,0.00145,0.02117,-0.00537,-0.00799
>CR_Blatellagermanica(cockroach)_25	1	l2	-0.01417,-0.00145,-0.00370,0.00055,-0.01154
>CR_Blatellagermanica(cockroach)_25	1	l3	0.00526,-0.01260,0.00771,0.00170,0.01414
>CR_Blatellagermanica(cockroach)_25	1	l4	0.01172,-0.00763,-0.06539,0.00302,-0.01110
>CR_Blatellagermanica(cockroach)_25	1	l5	-0.00139,-0.00174,-0.02792,-0.00658,-0.00061
>CR_Blatellagermanica(cockroach)_25	1	l6	-0.03183,0.00234,0.01213,-0.00143,0.00526
>CR_Blatellagermanica(cockroach)_25	1	l7	0.03153,0.01178,-0.01315,-0.00028,-0.00644
>CR_Blatellagermanica(cockroach)_25	1	l8	-0.00343,0.00811,0.04497,-0.00072,0.00957
>CR_Blatellagermanica(cockroach)_26	1	l1	-0.01419,-0.00003,0.00171,-0.01022,-0.00434
>CR_Blatellagermanica(cockroach)_26	1	l2	0.01383,-0.00330,0.00318,-0.00292,0.00451
>CR_Blatellagermanica(cockroach)_26	1	l3	0.00168,-0.01530,0.00351,-0.01163,-0.00879
>CR_Blatellagermanica(cockroach)_26	1	l4	0.00092,-0.00445,0.01305,-0.00323,0.00752
>CR_Blatellagermanica(cockroach)_26	1	l5	0.00267,0.02252,-0.00583,0.00107,-0.01206
>CR_Blatellagermanica(cockroach)_26	1	l6	0.02060,0.02018,-0.00204,-0.00245,-0.00651
>CR_Blatellagermanica(cockroach)_26	1	l7	-0.00279,-0.00890,0.02503,0.01528,0.00166
>CR_Blatellagermanica(cockroach)_26	1	l8	0.02956,-0.01165,0.00851,0.00164,0.00363
>CR_Blatellagermanica(cockroach)_27	1	l1	-0.00014,-0.00352,0.00080,-0.01783,-0.01020
>CR_Blatellagermanica(cockroach)_27	1	l2	-0.00558,0.00974,0.00008,-0.05843,-0.00558
>CR_Blatellagermanica(cockroach)_27	1	l3	-0.00450,0.00149,0.01702,0.03541,0.00459
>CR_Blatellagermanica(cockroach)_27	1	l4	-0.00645,-0.00455,0.00092,0.01666,0.01173
>CR_Blatellagermanica(cockroach)_27	1	l5	0.00572,-0.00853,-0.02513,-0.05269,-0.01235
>CR_Blatellagermanica(cockroach)_27	1	l6	-0.01115,-0.00977,0.01032,0.03103,-0.00386
>CR_Blatellagermanica(cockroach)_27	1	l7	0.00802,-0.00929,-0.01247,0.04679,0.02104
>CR_Blatellagermanica(cockroach)_27	1	l8	0.01714,-0.01051,-0.01252,-0.07530,-0.00704
>CR_Blatellagermanica(cockroach)_28	1	l1	-0.00679,-0.02115,0.00113,-0.00969,0.00074
>CR_Blatellagermanica(cockroach)_28	1	l2	0.02869,-0.01752,-0.00542,-0.00274,-0.00536
>CR_Blatellagermanica(cockroach)_28	1	l3	-0.01696,-0.00736,-0.00127,0.00532,0.00848
>CR_Blatellagermanica(cockroach)_28	1	l4	-0.00842,0.00874,-0.00180,-0.02460,-0.00026
>CR_Blatellagermanica(cockroach)_28	1	l5	0.00653,0.00660,0.00065,0.01766,-0.00913
>CR_Blatellagermanica(cockroach)_28	1	l6	-0.02760,-0.00791,0.00779,-0.00404,-0.00483
>CR_Blatellagermanica(cockroach)_28	1	l7	0.03030,0.00545,0.00000,0.00199,-0.00164
>CR_Blatellagermanica(cockroach)_28	1	l8	-0.01378,0.01634,-0.01932,0.02602,0.00230
>CR_Blatellagermanica(cockroach)_29	1	l1	-0.00855,-0.02672,0.00257,-0.00663,-0.00866
>CR_Blatellagermanica(cockroach)_29	1	l2	0.02657,0.00916,-0.00555,0.00856,-0.00278
>CR_Blatellagermanica(cockroach)_29	1	l3	-0.00997,-0.00719,0.01758,0.00831,0.01151
>CR_Blatellagermanica(cockroach)_29	1	l4	0.00937,0.00773,0.00370,-0.02202,-0.00365
>CR_Blatellagermanica(cockroach)_29	1	l5	-0.01991,-0.00257,-0.00691,0.01162,0.00171
>CR_Blatellagermanica(cockroach)_29	1	l6	-0.00526,-0.00774,-0.01946,-0.00796,-0.00418
>CR_Blatellagermanica(cockroach)_29	1	l7	0.00309,0.01009,0.00548,-0.00461,0.00154
>CR_Blatellagermanica(cockroach)_29	1	l8	-0.01781,0.00779,-0.00290,0.02251,0.00731
>CR_Blatellagermanica(cockroach)_30	1	l1	0.01210,-0.00025,0.02013,0.03023,-0.00721
>CR_Blatellagermanica(cockroach)_30	1	l2	-0.01238,0.00876,0.01675,0.02574,-0.00009
>CR_Blatellagermanica(cockroach)_30	1	l3	-0.00795,-0.01771,-0.00631,0.02860,-0.01264
>CR_Blatellagermanica(cockroach)_30	1	l4	0.00685,0.00051,-0.00056,0.01316,0.00600
>CR_Blatellagermanica(cockroach)_30	1	l5	0.00263,0.00291,0.01045,0.01226,0.00392
>CR_Blatellagermanica(cockroach)_30	1	l6	-0.00638,-0.00941,0.01486,0.01744,-0.01425
>CR_Blatellagermanica(cockroach)_30	1	l7	0.00205,0.00472,0.03274,0.02320,0.01429
>CR_Blatellagermanica(cockroach)_30	1	l8	0.01020,-0.02850,0.02066,0.01958,-0.00431
>CR_Blatellagermanica(cockroach)_31	1	l1	-0.00272,0.00267,0.02886,0.00087,-0.00698
>CR_Blatellagermanica(cockroach)_31	1	l2	0.01809,-0.00201,0.01477,0.00466,0.00479
>CR_Blatellagermanica(cockroach)_31	1	l3	0.00814,0.00186,-0.03051,0.00436,0.01394
>CR_Blatellagermanica(cockroach)_31	1	l4	0.01573,-0.00348,0.02424,-0.00569,0.00459
>CR_Blatellagermanica(cockroach)_31	1	l5	0.00225,-0.00085,-0.01343,0.01655,-0.00431
>CR_Blatellagermanica(cockroach)_31	1	l6	0.00776,0.00586,0.02178,-0.00987,0.01675
>CR_Blatellagermanica(cockroach)_31	1	l7	0.00088,-0.00490,-0.05733,0.01357,-0.01355
>CR_Blatellagermanica(cockroach)_31	1	l8	0.01388,-0.00037,-0.05607,-0.00742,0.01090
>CR_Blatellagermanica(cockroach)_32	1	l1	0.00652,-0.05026,-0.00209,0.00941,0.02702
>CR_Blatellagermanica(cockroach)_32	1	l2	0.00637,0.03657,-0.00192,0.02111,0.02276
>CR_Blatellagermanica(cockroach)_32	1	l3	-0.00566,-0.04448,0.00002,0.01346,0.00791
>CR_Blatellagermanica(cockroach)_32	1	l4	0.00387,0.03668,-0.00391,0.01331,0.01271
>CR_Blatellagermanica(cockroach)_32	1	l5	-0.00279,-0.06425,0.00273,0.01263,0.00949
>CR_Blatellagermanica(cockroach)_32	1	l6	0.04362,0.07193,-0.00246,0.01585,0.01308
>CR_Blatellagermanica(cockroach)_32	1	l7	0.01465,-0.06399,0.00424,0.00097,-0.00119
>CR_Blatellagermanica(cockroach)_32	1	l8	0.00854,0.03314,0.00102,0.01396,-0.01380
>CR_Blatellagermanica(cockroach)_33	1	l1	0.00072,-0.01571,0.00587,0.00016,-0.01311
>CR_Blatellagermanica(cockroach)_33	1	l2	0.01090,-0.01718,-0.00259,0.01274,0.00788
>CR_Blatellagermanica(cockroach)_33	1	l3	0.00275,-0.00620,-0.00703,0.00280,0.01562
>CR_Blatellagermanica(cockroach)_33	1	l4	-0.01451,-0.00291,0.00064,-0.00319,-0.01552
>CR_Blatellagermanica(cockroach)_33	1	l5	0.00542,0.00473,0.00372,0.01288,0.00293
>CR_Blatellagermanica(cockroach)_33	1	l6	-0.00427,0.01882,0.00138,0.00169,-0.01480
