	f1	f2	f3	f4	f5	f6	preds_binary
30	0.02663	32.68572	0.43684	0.00023	0.00239	0.00011	1
31	0.06922	-184.07881	-0.02015	-0.00098	-0.0241	-0.00012	1
32	0.03458	28.42293	0.25869	0.00019	0.0023	0.00016	1
33	0.144	58.36997	-0.05855	0.00093	0.02961	-0.00046	1
34	0.1364	-80.52296	0.35271	6e-05	-0.00431	-0.0002	1
35	0.07623	-9.10227	0.0421	-1e-05	0.00474	0.0001	1
36	0.02626	-6.60542	0.20554	-0.00013	-0.00036	-8e-05	1
37	0.07169	-70.31734	-0.10815	0.00014	-0.00315	4e-05	1
38	0.04645	-31.43486	0.3079	-3e-05	0.0029	-0.00034	1
39	0.00502	-23.82791	0.17878	0.00017	-0.00283	-0.00038	1
40	0.08211	81.5864	0.37315	0.00072	0.01713	0.0002	1
41	0.18566	29.52367	1.02924	0.00031	0.0084	-7e-05	1
42	0.04148	17.94144	0.17782	0.0002	0.00632	-0.00054	1
43	0.02859	-86.17048	0.22373	-0.00042	-0.01109	-0.00055	1
44	0.09259	-71.1002	0.58007	-0.00031	-0.00889	-1e-05	1
45	0.16665	5.35256	0.72053	0.00029	0.00485	-9e-05	1
46	0.12103	47.58953	0.56009	0.0001	0.00411	-0.00033	1
47	0.00711	-47.22914	0.09413	-0.00019	-0.00783	-0.00014	1
48	0.00729	-52.79711	0.19702	-0.0003	-0.00969	-5e-05	1
49	-0.01809	-25.93991	-0.50683	2e-05	0.00178	-0.00023	1
50	0.11466	-97.18476	0.12235	-0.00049	-0.00876	-4e-05	1
51	0.1183	17.21144	0.87896	0.00031	0.00195	0.0001	1
52	0.06596	19.6993	0.74922	-0.00016	-0.00749	0.00017	1
53	0.21294	-20.52382	0.21221	0.00028	0.00511	2e-05	1
54	0.1144	-156.10037	0.7536	-0.00156	-0.04333	0.00029	1
55	0.08879	-33.28032	0.50313	-0.00019	-0.00608	-0.00053	1
56	0.02017	20.29074	0.19391	0.00013	0.00342	-0.00041	1
57	0.07604	-28.75524	0.48883	-0.00054	-0.01073	-0.00046	1
58	0.02663	32.68572	0.43684	0.00023	0.00239	0.00011	1
59	0.06922	-184.07881	-0.02015	-0.00098	-0.0241	-0.00012	1
60	0.03458	28.42293	0.25869	0.00019	0.0023	0.00016	1
61	0.144	58.36997	-0.05855	0.00093	0.02961	-0.00046	1
62	0.1364	-80.52296	0.35271	6e-05	-0.00431	-0.0002	1
63	0.07623	-9.10227	0.0421	-1e-05	0.00474	0.0001	1
64	0.02626	-6.60542	0.20554	-0.00013	-0.00036	-8e-05	1
65	0.07169	-70.31734	-0.10815	0.00014	-0.00315	4e-05	1
66	0.04645	-31.43486	0.3079	-3e-05	0.0029	-0.00034	1
67	0.00502	-23.82791	0.17878	0.00017	-0.00283	-0.00038	1
68	0.08211	81.5864	0.37315	0.00072	0.01713	0.0002	1
69	0.18566	29.52367	1.02924	0.00031	0.0084	-7e-05	1
70	0.04148	17.94144	0.17782	0.0002	0.00632	-0.00054	1
71	0.02859	-86.17048	0.22373	-0.00042	-0.01109	-0.00055	1
72	0.09259	-71.1002	0.58007	-0.00031	-0.00889	-1e-05	1
73	0.16665	5.35256	0.72053	0.00029	0.00485	-9e-05	1
74	0.12103	47.58953	0.56009	0.0001	0.00411	-0.00033	1
75	0.00711	-47.22914	0.09413	-0.00019	-0.00783	-0.00014	1
76	0.00729	-52.79711	0.19702	-0.0003	-0.00969	-5e-05	1
77	-0.01809	-25.93991	-0.50683	2e-05	0.00178	-0.00023	1
78	0.11466	-97.18476	0.12235	-0.00049	-0.00876	-4e-05	1
79	0.1183	17.21144	0.87896	0.00031	0.00195	0.0001	1
80	0.06596	19.6993	0.74922	-0.00016	-0.00749	0.00017	1
81	0.21294	-20.52382	0.21221	0.00028	0.00511	2e-05	1
82	0.1144	-156.10037	0.7536	-0.00156	-0.04333	0.00029	1
83	0.08879	-33.28032	0.50313	-0.00019	-0.00608	-0.00053	1
