mode	lag	classifier	mean_accuracy	mean_f1	mean_precision	mean_recall	stdev_accuracy	stdev_f1	stdev_precision	stdev_recall
auto	l3	GradientBoosting	0.00189	0.05000	0.00096	0.84598	0.00597	0.15811	0.00304	0.00150
auto	l3	NeuralNetwork	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l3	randomForest	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l4	svm-rbf	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l4	sgd	0.15132	0.10043	0.14640	0.72468	0.09061	0.05869	0.22321	0.08911
auto	l4	nearestCentroid	0.24184	0.15864	0.50962	0.51294	0.04408	0.02872	0.09834	0.03178
auto	l4	adaboost	0.00189	0.05000	0.00096	0.84598	0.00597	0.15811	0.00304	0.00201
auto	l4	BernoulliNaiveBayes	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l4	DecisionTree	0.16407	0.16038	0.16091	0.72999	0.03359	0.02897	0.03269	0.01608
auto	l4	GradientBoosting	0.00000	0.00000	0.00000	0.84628	0.00000	0.00000	0.00000	0.00191
auto	l4	NeuralNetwork	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l4	randomForest	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l5	svm-rbf	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l5	sgd	0.18533	0.09334	0.28440	0.66740	0.07466	0.08686	0.25583	0.11951
auto	l5	nearestCentroid	0.22561	0.14700	0.48629	0.49105	0.02463	0.01567	0.06285	0.02679
auto	l5	adaboost	0.00000	0.00000	0.00000	0.84643	0.00000	0.00000	0.00000	0.00156
auto	l5	BernoulliNaiveBayes	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l5	DecisionTree	0.18045	0.17469	0.18609	0.73976	0.02727	0.02292	0.03761	0.01697
auto	l5	GradientBoosting	0.00189	0.03333	0.00097	0.84554	0.00597	0.10541	0.00307	0.00267
auto	l5	NeuralNetwork	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l5	randomForest	0.00000	0.00000	0.00000	0.84717	0.00000	0.00000	0.00000	0.00099
auto	l6	svm-rbf	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l6	sgd	0.13088	0.10161	0.21436	0.71980	0.11103	0.07359	0.14004	0.11911
auto	l6	nearestCentroid	0.24069	0.15864	0.50004	0.52005	0.03280	0.02061	0.08249	0.02313
auto	l6	adaboost	0.00000	0.00000	0.00000	0.84406	0.00000	0.00000	0.00000	0.00177
auto	l6	BernoulliNaiveBayes	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l6	DecisionTree	0.19002	0.18564	0.19961	0.73975	0.04086	0.03021	0.04375	0.01203
auto	l6	GradientBoosting	0.00189	0.03333	0.00097	0.84480	0.00597	0.10541	0.00307	0.00201
auto	l6	NeuralNetwork	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l6	randomForest	0.00000	0.00000	0.00000	0.84717	0.00000	0.00000	0.00000	0.00099
auto	l7	svm-rbf	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l7	sgd	0.17516	0.13688	0.24508	0.71623	0.09091	0.05441	0.17583	0.12156
auto	l7	nearestCentroid	0.25200	0.16582	0.52526	0.52434	0.02140	0.01376	0.05134	0.01649
auto	l7	adaboost	0.00000	0.00000	0.00000	0.84569	0.00000	0.00000	0.00000	0.00219
auto	l7	BernoulliNaiveBayes	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l7	DecisionTree	0.16153	0.16432	0.17353	0.73724	0.04893	0.03203	0.05107	0.00968
auto	l7	GradientBoosting	0.00372	0.05333	0.00193	0.84480	0.00785	0.11675	0.00407	0.00289
auto	l7	NeuralNetwork	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l7	randomForest	0.00000	0.00000	0.00000	0.84702	0.00000	0.00000	0.00000	0.00102
auto	l8	svm-rbf	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l8	sgd	0.10689	0.12714	0.41150	0.71370	0.09311	0.05963	0.16292	0.11210
auto	l8	nearestCentroid	0.24446	0.16011	0.51737	0.51013	0.03554	0.02433	0.06643	0.03381
auto	l8	adaboost	0.00385	0.20000	0.00194	0.84657	0.00811	0.42164	0.00409	0.00262
auto	l8	BernoulliNaiveBayes	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l8	DecisionTree	0.18302	0.16784	0.19277	0.73872	0.02385	0.03162	0.03366	0.01421
auto	l8	GradientBoosting	0.00000	0.00000	0.00000	0.84643	0.00000	0.00000	0.00000	0.00180
auto	l8	NeuralNetwork	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l8	randomForest	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l9	svm-rbf	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l9	sgd	0.13698	0.12033	0.24617	0.62613	0.07267	0.06857	0.14639	0.09121
auto	l9	nearestCentroid	0.23879	0.15657	0.50299	0.51058	0.02382	0.01539	0.05302	0.01588
auto	l9	adaboost	0.00759	0.27000	0.00387	0.84554	0.00980	0.41647	0.00500	0.00279
auto	l9	BernoulliNaiveBayes	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l9	DecisionTree	0.17915	0.16953	0.19479	0.73413	0.03849	0.02382	0.04410	0.00944
auto	l9	GradientBoosting	0.01856	0.30000	0.00971	0.84598	0.02432	0.34960	0.01294	0.00270
auto	l9	NeuralNetwork	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l9	randomForest	0.00758	0.25000	0.00097	0.84746	0.01825	0.42492	0.00307	0.00147
auto	l10	svm-rbf	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l10	sgd	0.17966	0.14144	0.35119	0.68870	0.09141	0.05486	0.17218	0.14098
auto	l10	nearestCentroid	0.23621	0.15560	0.49039	0.51650	0.02949	0.01895	0.06679	0.01698
auto	l10	adaboost	0.00751	0.13667	0.00387	0.84569	0.01316	0.24668	0.00678	0.00217
auto	l10	BernoulliNaiveBayes	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l10	DecisionTree	0.16941	0.17073	0.17162	0.73827	0.04528	0.05627	0.05983	0.01433
auto	l10	GradientBoosting	0.00940	0.23095	0.00485	0.84613	0.01332	0.36232	0.00686	0.00249
auto	l10	NeuralNetwork	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l10	randomForest	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l11	svm-rbf	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l11	sgd	0.19566	0.12840	0.22000	0.60837	0.10826	0.05679	0.21459	0.09556
auto	l11	nearestCentroid	0.25387	0.16619	0.53791	0.51768	0.02165	0.01377	0.05301	0.01667
auto	l11	adaboost	0.02210	0.25667	0.01165	0.84524	0.02238	0.22936	0.01193	0.00225
auto	l11	BernoulliNaiveBayes	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l11	DecisionTree	0.17251	0.16900	0.18411	0.73768	0.02541	0.01688	0.02289	0.01295
auto	l11	GradientBoosting	0.02568	0.30811	0.01359	0.84509	0.02115	0.25919	0.01140	0.00292
auto	l11	NeuralNetwork	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l11	randomForest	0.01337	0.41667	0.00971	0.84791	0.01570	0.46647	0.01121	0.00267
auto	l12	svm-rbf	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l12	sgd	0.17367	0.11125	0.32860	0.64949	0.08285	0.07938	0.12149	0.16098
auto	l12	nearestCentroid	0.23516	0.15407	0.49714	0.50554	0.02376	0.01619	0.04763	0.02737
auto	l12	adaboost	0.00189	0.03333	0.00097	0.84584	0.00597	0.10541	0.00307	0.00218
auto	l12	BernoulliNaiveBayes	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l12	DecisionTree	0.16909	0.16950	0.16859	0.73236	0.03799	0.02934	0.04061	0.01768
auto	l12	GradientBoosting	0.00566	0.15000	0.00291	0.84584	0.01268	0.33747	0.00655	0.00293
auto	l12	NeuralNetwork	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l12	randomForest	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l13	svm-rbf	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l13	sgd	0.21482	0.15859	0.38265	0.58070	0.05370	0.02385	0.14877	0.08889
auto	l13	nearestCentroid	0.22818	0.14851	0.49326	0.49090	0.02220	0.01421	0.05554	0.02400
auto	l13	adaboost	0.00000	0.00000	0.00000	0.84628	0.00000	0.00000	0.00000	0.00177
auto	l13	BernoulliNaiveBayes	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l13	DecisionTree	0.17572	0.16673	0.18420	0.73576	0.03255	0.04493	0.03669	0.01667
auto	l13	GradientBoosting	0.00000	0.00000	0.00000	0.84584	0.00000	0.00000	0.00000	0.00168
auto	l13	NeuralNetwork	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l13	randomForest	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l14	svm-rbf	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l14	sgd	0.21706	0.14726	0.40501	0.53529	0.03348	0.05454	0.10999	0.06631
auto	l14	nearestCentroid	0.23879	0.15868	0.48354	0.53070	0.02981	0.01885	0.07163	0.02370
auto	l14	adaboost	0.00192	0.10000	0.00097	0.84613	0.00608	0.31623	0.00307	0.00195
auto	l14	BernoulliNaiveBayes	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l14	DecisionTree	0.19371	0.18249	0.20460	0.73369	0.04656	0.04086	0.06563	0.01388
auto	l14	GradientBoosting	0.00951	0.30000	0.00485	0.84717	0.01340	0.42889	0.00687	0.00187
auto	l14	NeuralNetwork	0.00000	0.00000	0.00000	0.84731	0.00000	0.00000	0.00000	0.00062
auto	l14	randomForest	0.00385	0.00000	0.00000	0.84731	0.00811	0.00000	0.00000	0.00062
