mode	lag	classifier	mean_accuracy	mean_f1	mean_precision	mean_recall	stdev_accuracy	stdev_f1	stdev_precision	stdev_recall
auto	l7	nearestCentroid	0.78103	0.94251	0.66835	0.68355	0.04935	0.03686	0.05932	0.06171
auto	l7	adaboost	0.89950	0.87229	0.93072	0.82367	0.02237	0.03583	0.04283	0.03760
auto	l7	BernoulliNaiveBayes	0.91604	0.85243	0.99048	0.84588	0.00855	0.01246	0.02300	0.01372
auto	l7	DecisionTree	0.87392	0.87725	0.87805	0.78898	0.03887	0.02791	0.06765	0.05301
auto	l7	GradientBoosting	0.90107	0.86600	0.94019	0.82551	0.02779	0.02008	0.04836	0.04532
auto	l7	NeuralNetwork	0.91413	0.85712	0.98095	0.84388	0.01113	0.01924	0.03856	0.01595
auto	l7	randomForest	0.91482	0.85844	0.97840	0.84176	0.01872	0.01772	0.03095	0.04179
auto	l8	svm-rbf	0.91887	0.84996	1.00000	0.84996	0.00546	0.00932	0.00000	0.00932
auto	l8	sgd	0.82656	0.84996	1.00000	0.70710	0.29047	0.00932	0.00000	0.29751
auto	l8	nearestCentroid	0.76716	0.91291	0.66614	0.66098	0.06975	0.05612	0.09250	0.09132
auto	l8	adaboost	0.90031	0.87081	0.93310	0.82543	0.03276	0.02446	0.05374	0.05483
auto	l8	BernoulliNaiveBayes	0.91887	0.84996	1.00000	0.84996	0.00546	0.00932	0.00000	0.00932
auto	l8	DecisionTree	0.89053	0.88163	0.88298	0.80110	0.02410	0.03603	0.03295	0.04218
auto	l8	GradientBoosting	0.90005	0.86458	0.94019	0.82347	0.02875	0.02694	0.05089	0.04737
auto	l8	NeuralNetwork	0.91557	0.86480	0.97369	0.84788	0.02131	0.02137	0.03805	0.03613
auto	l8	randomForest	0.91850	0.85508	0.97607	0.85204	0.01740	0.01668	0.03184	0.02973
cross	l1	svm-rbf	0.92075	0.85502	0.99762	0.85404	0.00972	0.01570	0.00753	0.01785
cross	l1	sgd	0.64415	0.84996	1.00000	0.84996	0.44452	0.00932	0.00000	0.00932
cross	l1	nearestCentroid	0.76524	0.92817	0.65395	0.66310	0.06378	0.03863	0.08181	0.07962
cross	l1	adaboost	0.92147	0.88085	0.96655	0.86008	0.01263	0.01757	0.02309	0.02208
cross	l1	BernoulliNaiveBayes	0.87589	0.84857	0.90691	0.78302	0.03037	0.02133	0.05774	0.04739
cross	l1	DecisionTree	0.87024	0.88806	0.86870	0.78506	0.02546	0.03433	0.03942	0.04770
cross	l1	GradientBoosting	0.91369	0.86776	0.96632	0.84588	0.02686	0.02366	0.05005	0.04306
cross	l1	NeuralNetwork	0.91911	0.86875	0.97613	0.85404	0.01468	0.02106	0.01944	0.02618
cross	l1	randomForest	0.91958	0.86872	0.97840	0.85600	0.01420	0.02151	0.02409	0.02008
cross	l2	svm-rbf	0.91731	0.85260	0.99286	0.84796	0.01198	0.01449	0.01607	0.02119
cross	l2	sgd	0.82776	0.84996	1.00000	0.78196	0.29088	0.00932	0.00000	0.21870
cross	l2	nearestCentroid	0.80318	0.96284	0.69408	0.71796	0.07682	0.03763	0.10373	0.09383
cross	l2	adaboost	0.90103	0.88518	0.91870	0.82955	0.03776	0.03170	0.05566	0.06171
cross	l2	BernoulliNaiveBayes	0.87860	0.89974	0.85894	0.79910	0.03001	0.02186	0.04120	0.04466
cross	l2	DecisionTree	0.89763	0.90521	0.90929	0.83580	0.03505	0.03538	0.04997	0.06662
cross	l2	GradientBoosting	0.90517	0.87526	0.93780	0.83376	0.03028	0.02590	0.04274	0.05032
cross	l2	NeuralNetwork	0.91512	0.88001	0.95453	0.85000	0.02586	0.02969	0.04297	0.04382
cross	l2	randomForest	0.92242	0.87906	0.96661	0.86029	0.02573	0.02600	0.03583	0.04637
cross	l3	svm-rbf	0.92485	0.86217	0.99762	0.86216	0.01205	0.01934	0.00753	0.02238
cross	l3	sgd	0.82656	0.76424	1.00000	0.84996	0.29047	0.26868	0.00000	0.00932
cross	l3	nearestCentroid	0.78853	0.93900	0.68508	0.69339	0.06888	0.04635	0.09864	0.08784
cross	l3	adaboost	0.91490	0.89155	0.94042	0.85204	0.02778	0.02205	0.04519	0.04629
cross	l3	BernoulliNaiveBayes	0.88358	0.85698	0.91429	0.79698	0.03433	0.01802	0.06753	0.05328
cross	l3	DecisionTree	0.88822	0.88528	0.89251	0.81714	0.02489	0.02809	0.05439	0.04506
cross	l3	GradientBoosting	0.92478	0.89994	0.95226	0.86824	0.01401	0.03024	0.02510	0.02518
cross	l3	NeuralNetwork	0.92303	0.87790	0.97364	0.86208	0.01808	0.02467	0.02405	0.03152
cross	l3	randomForest	0.93222	0.88488	0.98089	0.87429	0.01569	0.02753	0.01880	0.02475
cross	l4	svm-rbf	0.91725	0.85257	0.99274	0.84792	0.01255	0.01480	0.01640	0.02159
cross	l4	sgd	0.73425	0.76596	0.80000	0.71053	0.38702	0.26927	0.42164	0.29482
cross	l4	nearestCentroid	0.77869	0.93423	0.67050	0.67914	0.05133	0.03775	0.07163	0.06449
cross	l4	adaboost	0.90400	0.87500	0.93542	0.83147	0.01973	0.01469	0.03241	0.03273
cross	l4	BernoulliNaiveBayes	0.86931	0.86409	0.87590	0.77686	0.02692	0.02764	0.04459	0.04376
cross	l4	DecisionTree	0.86876	0.87650	0.86138	0.77490	0.02908	0.02899	0.04699	0.05528
cross	l4	GradientBoosting	0.91430	0.87591	0.95691	0.84788	0.02268	0.02455	0.03371	0.03870
cross	l4	NeuralNetwork	0.91641	0.85833	0.98316	0.84792	0.01798	0.01627	0.02565	0.03042
cross	l4	randomForest	0.92240	0.87488	0.98322	0.86004	0.01651	0.02555	0.01981	0.02786
cross	l5	svm-rbf	0.91867	0.85140	0.99756	0.84996	0.00942	0.01264	0.00771	0.01649
cross	l5	sgd	0.91887	0.59657	0.90000	0.78261	0.00546	0.41173	0.31623	0.21777
cross	l5	nearestCentroid	0.76205	0.91299	0.65650	0.65322	0.02808	0.03195	0.04933	0.02977
cross	l5	adaboost	0.89965	0.87627	0.92584	0.82567	0.03407	0.03115	0.05369	0.05544
cross	l5	BernoulliNaiveBayes	0.87582	0.85488	0.90238	0.78727	0.05123	0.01534	0.09619	0.07229
cross	l5	DecisionTree	0.88586	0.87644	0.90441	0.79290	0.04038	0.01256	0.06574	0.05302
cross	l5	GradientBoosting	0.91444	0.88481	0.94733	0.84988	0.02397	0.02647	0.04070	0.03976
cross	l5	NeuralNetwork	0.92058	0.86778	0.98089	0.85608	0.01923	0.02845	0.02189	0.03469
cross	l5	randomForest	0.91477	0.86327	0.97131	0.84584	0.01333	0.02284	0.03143	0.02738
cross	l6	svm-rbf	0.91765	0.84962	0.99756	0.84792	0.00812	0.00990	0.00771	0.01373
cross	l6	sgd	0.73425	0.68024	0.70000	0.77853	0.38702	0.35862	0.48305	0.22353
cross	l6	nearestCentroid	0.78014	0.95096	0.66591	0.68547	0.05399	0.02714	0.07994	0.05985
cross	l6	adaboost	0.89855	0.86948	0.93078	0.82159	0.01542	0.02533	0.03066	0.02589
cross	l6	BernoulliNaiveBayes	0.82842	0.87527	0.79239	0.72588	0.05972	0.03847	0.09780	0.07915
cross	l6	DecisionTree	0.88016	0.87847	0.87096	0.78890	0.02476	0.02469	0.03315	0.03684
cross	l6	GradientBoosting	0.90690	0.87612	0.94030	0.83592	0.02999	0.03592	0.02815	0.05290
cross	l6	NeuralNetwork	0.91431	0.86662	0.96893	0.84588	0.01880	0.02697	0.03564	0.03196
cross	l6	randomForest	0.92658	0.87215	0.98804	0.86624	0.01648	0.02557	0.01688	0.03000
cross	l7	svm-rbf	0.91748	0.85114	0.99524	0.84792	0.00956	0.01199	0.01506	0.01677
cross	l7	sgd	0.73526	0.84996	0.60000	0.84996	0.38755	0.00932	0.51640	0.00932
cross	l7	nearestCentroid	0.78103	0.94251	0.66835	0.68355	0.04935	0.03686	0.05932	0.06171
cross	l7	adaboost	0.89950	0.87229	0.93072	0.82367	0.02237	0.03583	0.04283	0.03760
cross	l7	BernoulliNaiveBayes	0.85084	0.87076	0.83537	0.75461	0.05574	0.03760	0.08790	0.08244
cross	l7	DecisionTree	0.87676	0.88258	0.88287	0.79718	0.03124	0.03324	0.06256	0.05310
cross	l7	GradientBoosting	0.90107	0.86600	0.94019	0.82551	0.02779	0.02008	0.04836	0.04532
cross	l7	NeuralNetwork	0.91410	0.85704	0.98084	0.84388	0.01643	0.02222	0.03865	0.02678
cross	l7	randomForest	0.91302	0.86178	0.96411	0.84171	0.02173	0.01872	0.05065	0.03596
cross	l8	svm-rbf	0.91887	0.84996	1.00000	0.84996	0.00546	0.00932	0.00000	0.00932
cross	l8	sgd	0.82757	0.84996	0.80000	0.71118	0.29082	0.00932	0.42164	0.29430
cross	l8	nearestCentroid	0.76716	0.91291	0.66614	0.66098	0.06975	0.05612	0.09250	0.09132
cross	l8	adaboost	0.90031	0.87081	0.93310	0.82543	0.03276	0.02446	0.05374	0.05483
cross	l8	BernoulliNaiveBayes	0.87304	0.86304	0.88548	0.78298	0.03441	0.01983	0.06421	0.05324
cross	l8	DecisionTree	0.87977	0.88167	0.88060	0.79714	0.02543	0.03399	0.04223	0.04505
cross	l8	GradientBoosting	0.90005	0.86458	0.94019	0.82347	0.02875	0.02694	0.05089	0.04737
cross	l8	NeuralNetwork	0.91814	0.86543	0.97851	0.85196	0.01735	0.02100	0.03064	0.03014
cross	l8	randomForest	0.91815	0.86331	0.97369	0.84996	0.01729	0.02400	0.03073	0.03455
