protein	class	lag	features
VO:_VO_0010877	1	l5	0.00612,-0.00254,0.00512,-0.00023,0.00313,-0.00254,0.00512,-0.00023,0.00313,0.00612,0.00512,-0.00023,0.00313,0.00612,-0.00254,-0.00023,0.00313,0.00612,-0.00254,0.00512
VO:_VO_0010877	1	l6	0.00643,-0.00747,0.00216,0.00097,0.00111,-0.00747,0.00216,0.00097,0.00111,0.00643,0.00216,0.00097,0.00111,0.00643,-0.00747,0.00097,0.00111,0.00643,-0.00747,0.00216
VO:_VO_0010877	1	l7	0.00429,-0.00018,0.00401,0.00117,0.00342,-0.00018,0.00401,0.00117,0.00342,0.00429,0.00401,0.00117,0.00342,0.00429,-0.00018,0.00117,0.00342,0.00429,-0.00018,0.00401
VO:_VO_0010877	1	l8	0.00192,0.00378,0.00358,0.00337,0.00241,0.00378,0.00358,0.00337,0.00241,0.00192,0.00358,0.00337,0.00241,0.00192,0.00378,0.00337,0.00241,0.00192,0.00378,0.00358
VO:_VO_0010878	1	l1	0.00117,0.01376,0.00137,-0.00051,-0.00052,0.01376,0.00137,-0.00051,-0.00052,0.00117,0.00137,-0.00051,-0.00052,0.00117,0.01376,-0.00051,-0.00052,0.00117,0.01376,0.00137
VO:_VO_0010878	1	l2	0.00253,0.01430,0.00396,-0.00099,-0.00282,0.01430,0.00396,-0.00099,-0.00282,0.00253,0.00396,-0.00099,-0.00282,0.00253,0.01430,-0.00099,-0.00282,0.00253,0.01430,0.00396
VO:_VO_0010878	1	l3	0.00330,0.01482,0.00499,-0.00231,-0.00042,0.01482,0.00499,-0.00231,-0.00042,0.00330,0.00499,-0.00231,-0.00042,0.00330,0.01482,-0.00231,-0.00042,0.00330,0.01482,0.00499
VO:_VO_0010878	1	l4	-0.00265,0.01095,0.00167,-0.00274,0.00200,0.01095,0.00167,-0.00274,0.00200,-0.00265,0.00167,-0.00274,0.00200,-0.00265,0.01095,-0.00274,0.00200,-0.00265,0.01095,0.00167
VO:_VO_0010878	1	l5	0.00496,0.01340,0.00282,-0.00087,-0.00107,0.01340,0.00282,-0.00087,-0.00107,0.00496,0.00282,-0.00087,-0.00107,0.00496,0.01340,-0.00087,-0.00107,0.00496,0.01340,0.00282
VO:_VO_0010878	1	l6	0.00230,0.01392,0.00213,-0.00289,0.00452,0.01392,0.00213,-0.00289,0.00452,0.00230,0.00213,-0.00289,0.00452,0.00230,0.01392,-0.00289,0.00452,0.00230,0.01392,0.00213
VO:_VO_0010878	1	l7	0.00075,0.01328,0.00651,0.00118,0.00697,0.01328,0.00651,0.00118,0.00697,0.00075,0.00651,0.00118,0.00697,0.00075,0.01328,0.00118,0.00697,0.00075,0.01328,0.00651
VO:_VO_0010878	1	l8	-0.00255,0.01387,0.00382,0.00174,-0.00205,0.01387,0.00382,0.00174,-0.00205,-0.00255,0.00382,0.00174,-0.00205,-0.00255,0.01387,0.00174,-0.00205,-0.00255,0.01387,0.00382
VO:_VO_0012359	1	l1	-0.00137,0.00693,0.00514,-0.00273,0.00061,0.00693,0.00514,-0.00273,0.00061,-0.00137,0.00514,-0.00273,0.00061,-0.00137,0.00693,-0.00273,0.00061,-0.00137,0.00693,0.00514
VO:_VO_0012359	1	l2	0.00187,0.00888,0.00367,0.00003,-0.00170,0.00888,0.00367,0.00003,-0.00170,0.00187,0.00367,0.00003,-0.00170,0.00187,0.00888,0.00003,-0.00170,0.00187,0.00888,0.00367
VO:_VO_0012359	1	l3	-0.00062,0.00736,0.00241,0.00222,-0.00047,0.00736,0.00241,0.00222,-0.00047,-0.00062,0.00241,0.00222,-0.00047,-0.00062,0.00736,0.00222,-0.00047,-0.00062,0.00736,0.00241
VO:_VO_0012359	1	l4	0.00573,0.00634,0.00076,-0.00257,0.00282,0.00634,0.00076,-0.00257,0.00282,0.00573,0.00076,-0.00257,0.00282,0.00573,0.00634,-0.00257,0.00282,0.00573,0.00634,0.00076
VO:_VO_0012359	1	l5	-0.00196,0.00544,0.00007,0.00283,-0.00211,0.00544,0.00007,0.00283,-0.00211,-0.00196,0.00007,0.00283,-0.00211,-0.00196,0.00544,0.00283,-0.00211,-0.00196,0.00544,0.00007
VO:_VO_0012359	1	l6	-0.00221,0.00345,0.00173,0.00420,-0.00062,0.00345,0.00173,0.00420,-0.00062,-0.00221,0.00173,0.00420,-0.00062,-0.00221,0.00345,0.00420,-0.00062,-0.00221,0.00345,0.00173
VO:_VO_0012359	1	l7	0.00184,0.00773,0.00186,-0.00136,0.00123,0.00773,0.00186,-0.00136,0.00123,0.00184,0.00186,-0.00136,0.00123,0.00184,0.00773,-0.00136,0.00123,0.00184,0.00773,0.00186
VO:_VO_0012359	1	l8	0.00041,0.00747,0.00152,0.00064,0.00261,0.00747,0.00152,0.00064,0.00261,0.00041,0.00152,0.00064,0.00261,0.00041,0.00747,0.00064,0.00261,0.00041,0.00747,0.00152
VO:_VO_0010879	1	l1	0.00417,0.00471,0.00233,0.00013,-0.00457,0.00471,0.00233,0.00013,-0.00457,0.00417,0.00233,0.00013,-0.00457,0.00417,0.00471,0.00013,-0.00457,0.00417,0.00471,0.00233
VO:_VO_0010879	1	l2	0.00334,0.00682,0.00047,0.00136,-0.00467,0.00682,0.00047,0.00136,-0.00467,0.00334,0.00047,0.00136,-0.00467,0.00334,0.00682,0.00136,-0.00467,0.00334,0.00682,0.00047
VO:_VO_0010879	1	l3	0.00350,0.00374,0.00143,-0.00182,-0.00069,0.00374,0.00143,-0.00182,-0.00069,0.00350,0.00143,-0.00182,-0.00069,0.00350,0.00374,-0.00182,-0.00069,0.00350,0.00374,0.00143
VO:_VO_0010879	1	l4	0.00564,0.00380,0.00301,-0.00315,0.00096,0.00380,0.00301,-0.00315,0.00096,0.00564,0.00301,-0.00315,0.00096,0.00564,0.00380,-0.00315,0.00096,0.00564,0.00380,0.00301
VO:_VO_0010879	1	l5	0.00687,0.00854,0.00330,-0.00183,0.00078,0.00854,0.00330,-0.00183,0.00078,0.00687,0.00330,-0.00183,0.00078,0.00687,0.00854,-0.00183,0.00078,0.00687,0.00854,0.00330
VO:_VO_0010879	1	l6	0.00486,0.00314,0.00419,-0.00027,-0.00076,0.00314,0.00419,-0.00027,-0.00076,0.00486,0.00419,-0.00027,-0.00076,0.00486,0.00314,-0.00027,-0.00076,0.00486,0.00314,0.00419
VO:_VO_0010879	1	l7	0.00481,0.00183,0.00310,-0.00318,-0.00231,0.00183,0.00310,-0.00318,-0.00231,0.00481,0.00310,-0.00318,-0.00231,0.00481,0.00183,-0.00318,-0.00231,0.00481,0.00183,0.00310
VO:_VO_0010879	1	l8	0.00434,0.00469,0.00271,0.00012,-0.00178,0.00469,0.00271,0.00012,-0.00178,0.00434,0.00271,0.00012,-0.00178,0.00434,0.00469,0.00012,-0.00178,0.00434,0.00469,0.00271
VO:_VO_0010880	1	l1	-0.00279,0.00572,0.00184,0.00241,-0.00144,0.00572,0.00184,0.00241,-0.00144,-0.00279,0.00184,0.00241,-0.00144,-0.00279,0.00572,0.00241,-0.00144,-0.00279,0.00572,0.00184
VO:_VO_0010880	1	l2	0.00175,0.00762,0.00492,-0.00092,-0.00323,0.00762,0.00492,-0.00092,-0.00323,0.00175,0.00492,-0.00092,-0.00323,0.00175,0.00762,-0.00092,-0.00323,0.00175,0.00762,0.00492
VO:_VO_0010880	1	l3	-0.00019,0.00597,0.00523,-0.00339,-0.00081,0.00597,0.00523,-0.00339,-0.00081,-0.00019,0.00523,-0.00339,-0.00081,-0.00019,0.00597,-0.00339,-0.00081,-0.00019,0.00597,0.00523
VO:_VO_0010880	1	l4	0.00526,0.00989,0.00281,-0.00086,-0.00166,0.00989,0.00281,-0.00086,-0.00166,0.00526,0.00281,-0.00086,-0.00166,0.00526,0.00989,-0.00086,-0.00166,0.00526,0.00989,0.00281
VO:_VO_0010880	1	l5	-0.00057,0.00911,0.00160,-0.00291,-0.00277,0.00911,0.00160,-0.00291,-0.00277,-0.00057,0.00160,-0.00291,-0.00277,-0.00057,0.00911,-0.00291,-0.00277,-0.00057,0.00911,0.00160
VO:_VO_0010880	1	l6	0.00397,0.00576,0.00191,0.00118,-0.00385,0.00576,0.00191,0.00118,-0.00385,0.00397,0.00191,0.00118,-0.00385,0.00397,0.00576,0.00118,-0.00385,0.00397,0.00576,0.00191
VO:_VO_0010880	1	l7	0.00045,0.00596,0.00348,0.00244,-0.00145,0.00596,0.00348,0.00244,-0.00145,0.00045,0.00348,0.00244,-0.00145,0.00045,0.00596,0.00244,-0.00145,0.00045,0.00596,0.00348
VO:_VO_0010880	1	l8	0.00297,0.00548,0.00304,-0.00064,0.00213,0.00548,0.00304,-0.00064,0.00213,0.00297,0.00304,-0.00064,0.00213,0.00297,0.00548,-0.00064,0.00213,0.00297,0.00548,0.00304
VO:_VO_0010881	1	l1	0.00350,0.00803,0.00457,-0.00575,-0.00785,0.00803,0.00457,-0.00575,-0.00785,0.00350,0.00457,-0.00575,-0.00785,0.00350,0.00803,-0.00575,-0.00785,0.00350,0.00803,0.00457
VO:_VO_0010881	1	l2	0.00576,0.00247,0.00323,0.00238,0.00126,0.00247,0.00323,0.00238,0.00126,0.00576,0.00323,0.00238,0.00126,0.00576,0.00247,0.00238,0.00126,0.00576,0.00247,0.00323
VO:_VO_0010881	1	l3	0.00740,0.00669,0.00373,-0.00065,-0.00316,0.00669,0.00373,-0.00065,-0.00316,0.00740,0.00373,-0.00065,-0.00316,0.00740,0.00669,-0.00065,-0.00316,0.00740,0.00669,0.00373
VO:_VO_0010881	1	l4	0.00524,0.00531,0.00319,-0.00003,-0.00288,0.00531,0.00319,-0.00003,-0.00288,0.00524,0.00319,-0.00003,-0.00288,0.00524,0.00531,-0.00003,-0.00288,0.00524,0.00531,0.00319
VO:_VO_0010881	1	l5	0.00965,0.00500,0.00265,0.00132,0.00227,0.00500,0.00265,0.00132,0.00227,0.00965,0.00265,0.00132,0.00227,0.00965,0.00500,0.00132,0.00227,0.00965,0.00500,0.00265
VO:_VO_0010881	1	l6	-0.00021,0.00195,0.00575,-0.00177,0.00112,0.00195,0.00575,-0.00177,0.00112,-0.00021,0.00575,-0.00177,0.00112,-0.00021,0.00195,-0.00177,0.00112,-0.00021,0.00195,0.00575
VO:_VO_0010881	1	l7	0.00101,0.00420,0.00482,0.00471,0.00122,0.00420,0.00482,0.00471,0.00122,0.00101,0.00482,0.00471,0.00122,0.00101,0.00420,0.00471,0.00122,0.00101,0.00420,0.00482
VO:_VO_0010881	1	l8	0.00319,0.00263,0.00177,-0.00201,-0.00409,0.00263,0.00177,-0.00201,-0.00409,0.00319,0.00177,-0.00201,-0.00409,0.00319,0.00263,-0.00201,-0.00409,0.00319,0.00263,0.00177
VO:_VO_0010882	1	l1	0.00601,0.00833,0.00184,-0.00118,0.00047,0.00833,0.00184,-0.00118,0.00047,0.00601,0.00184,-0.00118,0.00047,0.00601,0.00833,-0.00118,0.00047,0.00601,0.00833,0.00184
VO:_VO_0010882	1	l2	0.00116,0.00819,0.00355,-0.00245,0.00135,0.00819,0.00355,-0.00245,0.00135,0.00116,0.00355,-0.00245,0.00135,0.00116,0.00819,-0.00245,0.00135,0.00116,0.00819,0.00355
VO:_VO_0010882	1	l3	0.00104,0.00670,0.00211,-0.00199,0.00239,0.00670,0.00211,-0.00199,0.00239,0.00104,0.00211,-0.00199,0.00239,0.00104,0.00670,-0.00199,0.00239,0.00104,0.00670,0.00211
VO:_VO_0010882	1	l4	0.00337,0.00890,0.00397,0.00038,0.00224,0.00890,0.00397,0.00038,0.00224,0.00337,0.00397,0.00038,0.00224,0.00337,0.00890,0.00038,0.00224,0.00337,0.00890,0.00397
VO:_VO_0010882	1	l5	0.00523,0.00622,0.00318,0.00059,0.00160,0.00622,0.00318,0.00059,0.00160,0.00523,0.00318,0.00059,0.00160,0.00523,0.00622,0.00059,0.00160,0.00523,0.00622,0.00318
VO:_VO_0010882	1	l6	0.00534,0.00860,0.00239,-0.00051,-0.00624,0.00860,0.00239,-0.00051,-0.00624,0.00534,0.00239,-0.00051,-0.00624,0.00534,0.00860,-0.00051,-0.00624,0.00534,0.00860,0.00239
VO:_VO_0010882	1	l7	0.00220,0.00699,0.00600,-0.00209,0.00314,0.00699,0.00600,-0.00209,0.00314,0.00220,0.00600,-0.00209,0.00314,0.00220,0.00699,-0.00209,0.00314,0.00220,0.00699,0.00600
VO:_VO_0010882	1	l8	0.00316,0.00890,0.00493,-0.00015,0.00466,0.00890,0.00493,-0.00015,0.00466,0.00316,0.00493,-0.00015,0.00466,0.00316,0.00890,-0.00015,0.00466,0.00316,0.00890,0.00493
VO:_VO_0010883	1	l1	0.00243,0.01453,0.00267,-0.00136,0.00234,0.01453,0.00267,-0.00136,0.00234,0.00243,0.00267,-0.00136,0.00234,0.00243,0.01453,-0.00136,0.00234,0.00243,0.01453,0.00267
VO:_VO_0010883	1	l2	0.00415,0.00879,0.00162,-0.00238,-0.00281,0.00879,0.00162,-0.00238,-0.00281,0.00415,0.00162,-0.00238,-0.00281,0.00415,0.00879,-0.00238,-0.00281,0.00415,0.00879,0.00162
VO:_VO_0010883	1	l3	0.00363,0.01208,0.00569,0.00138,0.00536,0.01208,0.00569,0.00138,0.00536,0.00363,0.00569,0.00138,0.00536,0.00363,0.01208,0.00138,0.00536,0.00363,0.01208,0.00569
VO:_VO_0010883	1	l4	0.00046,0.00910,0.00363,-0.00180,0.00396,0.00910,0.00363,-0.00180,0.00396,0.00046,0.00363,-0.00180,0.00396,0.00046,0.00910,-0.00180,0.00396,0.00046,0.00910,0.00363
VO:_VO_0010883	1	l5	0.00404,0.00945,0.00396,-0.00507,0.00229,0.00945,0.00396,-0.00507,0.00229,0.00404,0.00396,-0.00507,0.00229,0.00404,0.00945,-0.00507,0.00229,0.00404,0.00945,0.00396
VO:_VO_0010883	1	l6	0.00470,0.00889,0.00424,0.00413,-0.00214,0.00889,0.00424,0.00413,-0.00214,0.00470,0.00424,0.00413,-0.00214,0.00470,0.00889,0.00413,-0.00214,0.00470,0.00889,0.00424
VO:_VO_0010883	1	l7	-0.00219,0.00897,0.00518,-0.00146,0.00486,0.00897,0.00518,-0.00146,0.00486,-0.00219,0.00518,-0.00146,0.00486,-0.00219,0.00897,-0.00146,0.00486,-0.00219,0.00897,0.00518
VO:_VO_0010883	1	l8	-0.00371,0.00860,0.00645,0.00267,0.00221,0.00860,0.00645,0.00267,0.00221,-0.00371,0.00645,0.00267,0.00221,-0.00371,0.00860,0.00267,0.00221,-0.00371,0.00860,0.00645
VO:_VO_0010884	1	l1	0.00243,0.01453,0.00267,-0.00136,0.00234,0.01453,0.00267,-0.00136,0.00234,0.00243,0.00267,-0.00136,0.00234,0.00243,0.01453,-0.00136,0.00234,0.00243,0.01453,0.00267
VO:_VO_0010884	1	l2	0.00415,0.00879,0.00162,-0.00238,-0.00281,0.00879,0.00162,-0.00238,-0.00281,0.00415,0.00162,-0.00238,-0.00281,0.00415,0.00879,-0.00238,-0.00281,0.00415,0.00879,0.00162
VO:_VO_0010884	1	l3	0.00363,0.01208,0.00569,0.00138,0.00536,0.01208,0.00569,0.00138,0.00536,0.00363,0.00569,0.00138,0.00536,0.00363,0.01208,0.00138,0.00536,0.00363,0.01208,0.00569
VO:_VO_0010884	1	l4	0.00046,0.00910,0.00363,-0.00180,0.00396,0.00910,0.00363,-0.00180,0.00396,0.00046,0.00363,-0.00180,0.00396,0.00046,0.00910,-0.00180,0.00396,0.00046,0.00910,0.00363
VO:_VO_0010884	1	l5	0.00404,0.00945,0.00396,-0.00507,0.00229,0.00945,0.00396,-0.00507,0.00229,0.00404,0.00396,-0.00507,0.00229,0.00404,0.00945,-0.00507,0.00229,0.00404,0.00945,0.00396
VO:_VO_0010884	1	l6	0.00470,0.00889,0.00424,0.00413,-0.00214,0.00889,0.00424,0.00413,-0.00214,0.00470,0.00424,0.00413,-0.00214,0.00470,0.00889,0.00413,-0.00214,0.00470,0.00889,0.00424
VO:_VO_0010884	1	l7	-0.00219,0.00897,0.00518,-0.00146,0.00486,0.00897,0.00518,-0.00146,0.00486,-0.00219,0.00518,-0.00146,0.00486,-0.00219,0.00897,-0.00146,0.00486,-0.00219,0.00897,0.00518
VO:_VO_0010884	1	l8	-0.00371,0.00860,0.00645,0.00267,0.00221,0.00860,0.00645,0.00267,0.00221,-0.00371,0.00645,0.00267,0.00221,-0.00371,0.00860,0.00267,0.00221,-0.00371,0.00860,0.00645
VO:_VO_0010885	1	l1	-0.00020,0.00059,0.00556,-0.00069,-0.00378,0.00059,0.00556,-0.00069,-0.00378,-0.00020,0.00556,-0.00069,-0.00378,-0.00020,0.00059,-0.00069,-0.00378,-0.00020,0.00059,0.00556
VO:_VO_0010885	1	l2	0.00056,0.00152,0.00892,0.00063,-0.00125,0.00152,0.00892,0.00063,-0.00125,0.00056,0.00892,0.00063,-0.00125,0.00056,0.00152,0.00063,-0.00125,0.00056,0.00152,0.00892
VO:_VO_0010885	1	l3	0.00178,0.00127,0.00664,0.00020,-0.00490,0.00127,0.00664,0.00020,-0.00490,0.00178,0.00664,0.00020,-0.00490,0.00178,0.00127,0.00020,-0.00490,0.00178,0.00127,0.00664
