mode	lag	classifier	mean_accuracy	mean_f1	mean_precision	mean_recall	stdev_accuracy	stdev_f1	stdev_precision	stdev_recall
cross	l4	sgd	0.83373	0.82205	0.60792	0.76490	0.23546	0.03347	0.50637	0.21118
cross	l4	nearestCentroid	0.63385	0.85016	0.51046	0.51767	0.06971	0.01671	0.08863	0.06213
cross	l4	adaboost	0.90275	0.83170	0.98714	0.82305	0.00464	0.00519	0.00940	0.00796
cross	l4	BernoulliNaiveBayes	0.85643	0.83210	0.88416	0.75545	0.03485	0.01027	0.06601	0.05087
cross	l4	DecisionTree	0.81690	0.82880	0.82101	0.69965	0.03247	0.01352	0.05211	0.03933
cross	l4	GradientBoosting	0.90507	0.83352	0.99012	0.82718	0.00500	0.00664	0.00657	0.00898
cross	l4	NeuralNetwork	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
cross	l4	randomForest	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
cross	l5	svm-rbf	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
cross	l5	sgd	0.63539	0.58238	0.90000	0.77095	0.43846	0.40189	0.31623	0.19251
cross	l5	nearestCentroid	0.64242	0.83770	0.52323	0.52025	0.06774	0.04809	0.07547	0.07295
cross	l5	adaboost	0.90005	0.83206	0.98021	0.81895	0.00981	0.00699	0.01549	0.01672
cross	l5	BernoulliNaiveBayes	0.88237	0.82875	0.94554	0.79266	0.03615	0.00756	0.07020	0.05275
cross	l5	DecisionTree	0.82380	0.82593	0.82495	0.71517	0.02537	0.01394	0.04819	0.03787
cross	l5	GradientBoosting	0.89660	0.83051	0.97428	0.81316	0.01002	0.00582	0.01936	0.01658
cross	l5	NeuralNetwork	0.90786	0.83197	0.99901	0.83128	0.00235	0.00359	0.00313	0.00394
cross	l5	randomForest	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
cross	l6	svm-rbf	0.90786	0.83197	0.99901	0.83128	0.00235	0.00359	0.00313	0.00394
cross	l6	sgd	0.63579	0.66585	0.90000	0.83211	0.43874	0.35095	0.31623	0.00367
cross	l6	nearestCentroid	0.62556	0.83314	0.50545	0.50457	0.07174	0.03056	0.08789	0.06852
cross	l6	adaboost	0.90132	0.83070	0.98515	0.82057	0.00693	0.00488	0.01341	0.01155
cross	l6	BernoulliNaiveBayes	0.84598	0.83132	0.86348	0.74075	0.03549	0.01143	0.06876	0.05139
cross	l6	DecisionTree	0.82833	0.83658	0.82692	0.71937	0.02661	0.02010	0.03733	0.04430
cross	l6	GradientBoosting	0.90288	0.83055	0.98912	0.82306	0.00847	0.00454	0.01579	0.01387
cross	l6	NeuralNetwork	0.90787	0.83197	0.99902	0.83129	0.00215	0.00353	0.00310	0.00361
cross	l6	randomForest	0.90737	0.83323	0.99802	0.83046	0.00319	0.00656	0.00417	0.00534
cross	l7	svm-rbf	0.90637	0.83155	0.99604	0.82881	0.00505	0.00377	0.00957	0.00840
cross	l7	sgd	0.63620	0.66503	0.70099	0.63101	0.43902	0.35052	0.48146	0.32170
cross	l7	nearestCentroid	0.58678	0.80927	0.46493	0.46263	0.06242	0.03340	0.07821	0.05225
cross	l7	adaboost	0.89805	0.83152	0.97626	0.81564	0.00939	0.00734	0.01563	0.01608
cross	l7	BernoulliNaiveBayes	0.90432	0.83096	0.99216	0.82555	0.01210	0.00408	0.02480	0.01964
cross	l7	DecisionTree	0.83350	0.83470	0.84471	0.73174	0.02225	0.01587	0.03821	0.03591
cross	l7	GradientBoosting	0.90096	0.83290	0.98124	0.82059	0.01022	0.00632	0.01765	0.01756
cross	l7	NeuralNetwork	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
cross	l7	randomForest	0.90538	0.83155	0.99506	0.82881	0.00617	0.00342	0.00962	0.00746
cross	l8	svm-rbf	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
cross	l8	sgd	0.54562	0.66585	0.90000	0.63402	0.46960	0.35095	0.31623	0.32033
cross	l8	nearestCentroid	0.61812	0.79667	0.51448	0.48887	0.10633	0.04113	0.12767	0.09761
cross	l8	adaboost	0.90330	0.83478	0.98418	0.82472	0.00656	0.00768	0.01064	0.01117
cross	l8	BernoulliNaiveBayes	0.86388	0.82789	0.90513	0.76458	0.03269	0.01031	0.06608	0.04981
cross	l8	DecisionTree	0.84280	0.84002	0.84372	0.73161	0.01308	0.01287	0.02869	0.02580
cross	l8	GradientBoosting	0.90127	0.83419	0.98021	0.82142	0.01099	0.00999	0.01683	0.01874
cross	l8	NeuralNetwork	0.90836	0.83211	1.00000	0.83211	0.00219	0.00367	0.00000	0.00367
cross	l8	randomForest	0.90786	0.83211	1.00000	0.83128	0.00235	0.00367	0.00000	0.00394
