	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	preds_binary
11	0.00855	0.00231	-0.00142	0.02314	0.01012	0.00231	-0.00142	0.02314	0.01012	0.00855	-0.00142	0.02314	0.01012	0.00855	0.00231	0.02314	0.01012	0.00855	0.00231	-0.00142	1
12	-0.01454	0.04032	0.01732	0.00198	0.0027	0.04032	0.01732	0.00198	0.0027	-0.01454	0.01732	0.00198	0.0027	-0.01454	0.04032	0.00198	0.0027	-0.01454	0.04032	0.01732	1
13	-0.03441	-0.02835	0.00306	-0.01493	-0.00527	-0.02835	0.00306	-0.01493	-0.00527	-0.03441	0.00306	-0.01493	-0.00527	-0.03441	-0.02835	-0.01493	-0.00527	-0.03441	-0.02835	0.00306	1
14	0.00879	-0.00151	-0.00829	0.00608	-0.0021	-0.00151	-0.00829	0.00608	-0.0021	0.00879	-0.00829	0.00608	-0.0021	0.00879	-0.00151	0.00608	-0.0021	0.00879	-0.00151	-0.00829	1
15	0.00031	0.03515	0.00389	0.01747	0.02841	0.03515	0.00389	0.01747	0.02841	0.00031	0.00389	0.01747	0.02841	0.00031	0.03515	0.01747	0.02841	0.00031	0.03515	0.00389	1
16	-0.00475	-0.02616	0.01086	-0.00513	-0.01149	-0.02616	0.01086	-0.00513	-0.01149	-0.00475	0.01086	-0.00513	-0.01149	-0.00475	-0.02616	-0.00513	-0.01149	-0.00475	-0.02616	0.01086	1
17	0.00539	-0.0023	0.0134	0.00063	0.0097	-0.0023	0.0134	0.00063	0.0097	0.00539	0.0134	0.00063	0.0097	0.00539	-0.0023	0.00063	0.0097	0.00539	-0.0023	0.0134	1
18	0.00548	0.04467	-0.00736	-0.01693	0.00577	0.04467	-0.00736	-0.01693	0.00577	0.00548	-0.00736	-0.01693	0.00577	0.00548	0.04467	-0.01693	0.00577	0.00548	0.04467	-0.00736	1
19	-0.00646	-0.00623	0.00012	-0.00404	-0.01536	-0.00623	0.00012	-0.00404	-0.01536	-0.00646	0.00012	-0.00404	-0.01536	-0.00646	-0.00623	-0.00404	-0.01536	-0.00646	-0.00623	0.00012	1
20	0.00561	0.01963	0.02045	-0.01931	0.01	0.01963	0.02045	-0.01931	0.01	0.00561	0.02045	-0.01931	0.01	0.00561	0.01963	-0.01931	0.01	0.00561	0.01963	0.02045	1
21	0.00418	0.01833	0.02358	-0.00027	0.0086	0.01833	0.02358	-0.00027	0.0086	0.00418	0.02358	-0.00027	0.0086	0.00418	0.01833	-0.00027	0.0086	0.00418	0.01833	0.02358	1
22	-0.00219	0.01447	0.01296	0.00504	0.01931	0.01447	0.01296	0.00504	0.01931	-0.00219	0.01296	0.00504	0.01931	-0.00219	0.01447	0.00504	0.01931	-0.00219	0.01447	0.01296	1
23	0.0007	0.01769	0.02369	-0.00799	0.00662	0.01769	0.02369	-0.00799	0.00662	0.0007	0.02369	-0.00799	0.00662	0.0007	0.01769	-0.00799	0.00662	0.0007	0.01769	0.02369	1
24	0.00539	-0.0023	0.0134	0.00063	0.0097	-0.0023	0.0134	0.00063	0.0097	0.00539	0.0134	0.00063	0.0097	0.00539	-0.0023	0.00063	0.0097	0.00539	-0.0023	0.0134	1
25	-0.01719	0.0076	0.03137	-0.01446	-0.00337	0.0076	0.03137	-0.01446	-0.00337	-0.01719	0.03137	-0.01446	-0.00337	-0.01719	0.0076	-0.01446	-0.00337	-0.01719	0.0076	0.03137	1
26	0.00077	-0.00776	0.00033	0.00813	0.01771	-0.00776	0.00033	0.00813	0.01771	0.00077	0.00033	0.00813	0.01771	0.00077	-0.00776	0.00813	0.01771	0.00077	-0.00776	0.00033	1
27	0.00418	0.01833	0.02358	-0.00027	0.0086	0.01833	0.02358	-0.00027	0.0086	0.00418	0.02358	-0.00027	0.0086	0.00418	0.01833	-0.00027	0.0086	0.00418	0.01833	0.02358	1
28	0.00692	0.0073	0.01378	0.01184	0.01167	0.0073	0.01378	0.01184	0.01167	0.00692	0.01378	0.01184	0.01167	0.00692	0.0073	0.01184	0.01167	0.00692	0.0073	0.01378	1
29	-0.00634	-0.00775	-0.0096	0.02278	0.01065	-0.00775	-0.0096	0.02278	0.01065	-0.00634	-0.0096	0.02278	0.01065	-0.00634	-0.00775	0.02278	0.01065	-0.00634	-0.00775	-0.0096	1
30	-0.00968	0.01653	-0.00961	-0.00166	0.01316	0.01653	-0.00961	-0.00166	0.01316	-0.00968	-0.00961	-0.00166	0.01316	-0.00968	0.01653	-0.00166	0.01316	-0.00968	0.01653	-0.00961	1
31	-0.00547	0.02765	-0.0045	-0.0069	-0.01879	0.02765	-0.0045	-0.0069	-0.01879	-0.00547	-0.0045	-0.0069	-0.01879	-0.00547	0.02765	-0.0069	-0.01879	-0.00547	0.02765	-0.0045	1
32	0.00599	0.02741	0.00289	0.0131	-0.00712	0.02741	0.00289	0.0131	-0.00712	0.00599	0.00289	0.0131	-0.00712	0.00599	0.02741	0.0131	-0.00712	0.00599	0.02741	0.00289	1
33	0.00473	0.00727	0.00174	0.00375	-0.00064	0.00727	0.00174	0.00375	-0.00064	0.00473	0.00174	0.00375	-0.00064	0.00473	0.00727	0.00375	-0.00064	0.00473	0.00727	0.00174	1
34	0.01424	0.02415	0.01179	0.00047	-0.01635	0.02415	0.01179	0.00047	-0.01635	0.01424	0.01179	0.00047	-0.01635	0.01424	0.02415	0.00047	-0.01635	0.01424	0.02415	0.01179	1
35	-0.00783	0.00527	0.00227	0.01256	0.0328	0.00527	0.00227	0.01256	0.0328	-0.00783	0.00227	0.01256	0.0328	-0.00783	0.00527	0.01256	0.0328	-0.00783	0.00527	0.00227	1
36	-0.00815	0.00489	-0.0002	0.01088	0.02971	0.00489	-0.0002	0.01088	0.02971	-0.00815	-0.0002	0.01088	0.02971	-0.00815	0.00489	0.01088	0.02971	-0.00815	0.00489	-0.0002	1
37	0.00648	0.01932	0.01127	-0.00847	0.0087	0.01932	0.01127	-0.00847	0.0087	0.00648	0.01127	-0.00847	0.0087	0.00648	0.01932	-0.00847	0.0087	0.00648	0.01932	0.01127	1
38	0.00618	0.01617	0.00326	0.02315	-0.01565	0.01617	0.00326	0.02315	-0.01565	0.00618	0.00326	0.02315	-0.01565	0.00618	0.01617	0.02315	-0.01565	0.00618	0.01617	0.00326	1
39	0.0002	0.04788	-0.00328	-0.01906	0.01526	0.04788	-0.00328	-0.01906	0.01526	0.0002	-0.00328	-0.01906	0.01526	0.0002	0.04788	-0.01906	0.01526	0.0002	0.04788	-0.00328	1
40	0.0097	-0.0066	0.00195	-0.01133	-0.02259	-0.0066	0.00195	-0.01133	-0.02259	0.0097	0.00195	-0.01133	-0.02259	0.0097	-0.0066	-0.01133	-0.02259	0.0097	-0.0066	0.00195	1
41	0.03666	0.03665	0.01171	-0.01248	-0.01141	0.03665	0.01171	-0.01248	-0.01141	0.03666	0.01171	-0.01248	-0.01141	0.03666	0.03665	-0.01248	-0.01141	0.03666	0.03665	0.01171	1
42	0.0125	0.00658	0.01368	0.01682	0.0133	0.00658	0.01368	0.01682	0.0133	0.0125	0.01368	0.01682	0.0133	0.0125	0.00658	0.01682	0.0133	0.0125	0.00658	0.01368	1
43	0.01575	0.00788	0.01009	-0.00395	-0.00132	0.00788	0.01009	-0.00395	-0.00132	0.01575	0.01009	-0.00395	-0.00132	0.01575	0.00788	-0.00395	-0.00132	0.01575	0.00788	0.01009	1
44	0.01419	-0.00035	0.0113	-0.00073	0.00541	-0.00035	0.0113	-0.00073	0.00541	0.01419	0.0113	-0.00073	0.00541	0.01419	-0.00035	-0.00073	0.00541	0.01419	-0.00035	0.0113	1
45	-0.01231	0.00448	5e-05	0.01665	0.01871	0.00448	5e-05	0.01665	0.01871	-0.01231	5e-05	0.01665	0.01871	-0.01231	0.00448	0.01665	0.01871	-0.01231	0.00448	5e-05	1
46	0.00765	0.01756	-0.00449	-0.01659	-0.01648	0.01756	-0.00449	-0.01659	-0.01648	0.00765	-0.00449	-0.01659	-0.01648	0.00765	0.01756	-0.01659	-0.01648	0.00765	0.01756	-0.00449	1
47	0.00539	-0.00127	0.00527	0.02287	0.02032	-0.00127	0.00527	0.02287	0.02032	0.00539	0.00527	0.02287	0.02032	0.00539	-0.00127	0.02287	0.02032	0.00539	-0.00127	0.00527	1
48	0.01459	-0.0056	0.00784	0.02901	0.00168	-0.0056	0.00784	0.02901	0.00168	0.01459	0.00784	0.02901	0.00168	0.01459	-0.0056	0.02901	0.00168	0.01459	-0.0056	0.00784	1
49	-0.00496	0.00862	-0.01353	-0.00477	0.00732	0.00862	-0.01353	-0.00477	0.00732	-0.00496	-0.01353	-0.00477	0.00732	-0.00496	0.00862	-0.00477	0.00732	-0.00496	0.00862	-0.01353	1
50	0.00703	-0.02224	0.00755	0.0105	0.01673	-0.02224	0.00755	0.0105	0.01673	0.00703	0.00755	0.0105	0.01673	0.00703	-0.02224	0.0105	0.01673	0.00703	-0.02224	0.00755	1
51	0.00519	0.00733	0.00546	0.00722	-0.00276	0.00733	0.00546	0.00722	-0.00276	0.00519	0.00546	0.00722	-0.00276	0.00519	0.00733	0.00722	-0.00276	0.00519	0.00733	0.00546	1
52	0.00205	0.02725	0.01104	-0.01048	-0.00435	0.02725	0.01104	-0.01048	-0.00435	0.00205	0.01104	-0.01048	-0.00435	0.00205	0.02725	-0.01048	-0.00435	0.00205	0.02725	0.01104	1
53	0.00355	-0.00784	0.00095	-0.00342	-0.01455	-0.00784	0.00095	-0.00342	-0.01455	0.00355	0.00095	-0.00342	-0.01455	0.00355	-0.00784	-0.00342	-0.01455	0.00355	-0.00784	0.00095	1
54	-0.00662	-0.00529	-0.00118	-0.01276	-0.01298	-0.00529	-0.00118	-0.01276	-0.01298	-0.00662	-0.00118	-0.01276	-0.01298	-0.00662	-0.00529	-0.01276	-0.01298	-0.00662	-0.00529	-0.00118	1
55	0.00272	-0.00785	-0.0045	-0.00296	-0.01744	-0.00785	-0.0045	-0.00296	-0.01744	0.00272	-0.0045	-0.00296	-0.01744	0.00272	-0.00785	-0.00296	-0.01744	0.00272	-0.00785	-0.0045	1
56	0.00214	-0.00202	0.0009	0.00508	0.02355	-0.00202	0.0009	0.00508	0.02355	0.00214	0.0009	0.00508	0.02355	0.00214	-0.00202	0.00508	0.02355	0.00214	-0.00202	0.0009	1
57	0.01265	-0.01406	0.00913	0.0075	0.01121	-0.01406	0.00913	0.0075	0.01121	0.01265	0.00913	0.0075	0.01121	0.01265	-0.01406	0.0075	0.01121	0.01265	-0.01406	0.00913	1
58	0.00062	0.03644	-0.00207	-0.0039	-0.00378	0.03644	-0.00207	-0.0039	-0.00378	0.00062	-0.00207	-0.0039	-0.00378	0.00062	0.03644	-0.0039	-0.00378	0.00062	0.03644	-0.00207	1
59	0.01923	0.03451	0.00658	0.01766	0.00705	0.03451	0.00658	0.01766	0.00705	0.01923	0.00658	0.01766	0.00705	0.01923	0.03451	0.01766	0.00705	0.01923	0.03451	0.00658	1
60	0.01514	0.03138	-0.00567	-0.00622	-0.00471	0.03138	-0.00567	-0.00622	-0.00471	0.01514	-0.00567	-0.00622	-0.00471	0.01514	0.03138	-0.00622	-0.00471	0.01514	0.03138	-0.00567	1
61	0.00456	-0.00044	0.00532	0.01851	0.03093	-0.00044	0.00532	0.01851	0.03093	0.00456	0.00532	0.01851	0.03093	0.00456	-0.00044	0.01851	0.03093	0.00456	-0.00044	0.00532	1
62	0.00354	0.01689	0.01977	0.00983	-0.0007	0.01689	0.01977	0.00983	-0.0007	0.00354	0.01977	0.00983	-0.0007	0.00354	0.01689	0.00983	-0.0007	0.00354	0.01689	0.01977	1
63	-0.00117	0.00242	0.01057	-0.01354	0.00713	0.00242	0.01057	-0.01354	0.00713	-0.00117	0.01057	-0.01354	0.00713	-0.00117	0.00242	-0.01354	0.00713	-0.00117	0.00242	0.01057	1
64	-0.00135	0.00095	-0.00721	0.01133	0.02222	0.00095	-0.00721	0.01133	0.02222	-0.00135	-0.00721	0.01133	0.02222	-0.00135	0.00095	0.01133	0.02222	-0.00135	0.00095	-0.00721	1
65	0.01038	0.02524	0.00306	-0.00552	0.02436	0.02524	0.00306	-0.00552	0.02436	0.01038	0.00306	-0.00552	0.02436	0.01038	0.02524	-0.00552	0.02436	0.01038	0.02524	0.00306	1
66	0.00218	0.00285	-0.00218	-0.00353	-0.00385	0.00285	-0.00218	-0.00353	-0.00385	0.00218	-0.00218	-0.00353	-0.00385	0.00218	0.00285	-0.00353	-0.00385	0.00218	0.00285	-0.00218	1
67	0.0133	0.03583	0.00869	-0.00929	0.00703	0.03583	0.00869	-0.00929	0.00703	0.0133	0.00869	-0.00929	0.00703	0.0133	0.03583	-0.00929	0.00703	0.0133	0.03583	0.00869	1
68	0.01663	-0.0049	0.0032	0.01569	0.00506	-0.0049	0.0032	0.01569	0.00506	0.01663	0.0032	0.01569	0.00506	0.01663	-0.0049	0.01569	0.00506	0.01663	-0.0049	0.0032	1
69	0.0022	0.00749	0.01555	0.01145	0.0032	0.00749	0.01555	0.01145	0.0032	0.0022	0.01555	0.01145	0.0032	0.0022	0.00749	0.01145	0.0032	0.0022	0.00749	0.01555	1
70	6e-05	0.00668	0.02798	-0.01601	0.00351	0.00668	0.02798	-0.01601	0.00351	6e-05	0.02798	-0.01601	0.00351	6e-05	0.00668	-0.01601	0.00351	6e-05	0.00668	0.02798	1
71	0.00354	0.01689	0.01977	0.00983	-0.0007	0.01689	0.01977	0.00983	-0.0007	0.00354	0.01977	0.00983	-0.0007	0.00354	0.01689	0.00983	-0.0007	0.00354	0.01689	0.01977	1
72	0.01222	0.03487	0.00711	3e-05	-0.01348	0.03487	0.00711	3e-05	-0.01348	0.01222	0.00711	3e-05	-0.01348	0.01222	0.03487	3e-05	-0.01348	0.01222	0.03487	0.00711	1
73	0.00728	0.00752	0.00898	-0.0014	0.00327	0.00752	0.00898	-0.0014	0.00327	0.00728	0.00898	-0.0014	0.00327	0.00728	0.00752	-0.0014	0.00327	0.00728	0.00752	0.00898	1
74	-0.0017	-0.00685	0.02733	-0.02785	0.01416	-0.00685	0.02733	-0.02785	0.01416	-0.0017	0.02733	-0.02785	0.01416	-0.0017	-0.00685	-0.02785	0.01416	-0.0017	-0.00685	0.02733	1
75	-0.00165	0.01119	0.0024	0.00226	0.0342	0.01119	0.0024	0.00226	0.0342	-0.00165	0.0024	0.00226	0.0342	-0.00165	0.01119	0.00226	0.0342	-0.00165	0.01119	0.0024	1
76	0.00418	0.01833	0.02358	-0.00027	0.0086	0.01833	0.02358	-0.00027	0.0086	0.00418	0.02358	-0.00027	0.0086	0.00418	0.01833	-0.00027	0.0086	0.00418	0.01833	0.02358	1
77	0.01292	-0.00943	-0.00276	-0.00978	-0.00975	-0.00943	-0.00276	-0.00978	-0.00975	0.01292	-0.00276	-0.00978	-0.00975	0.01292	-0.00943	-0.00978	-0.00975	0.01292	-0.00943	-0.00276	1
78	0.00874	-0.00256	-0.00825	0.0053	0.01218	-0.00256	-0.00825	0.0053	0.01218	0.00874	-0.00825	0.0053	0.01218	0.00874	-0.00256	0.0053	0.01218	0.00874	-0.00256	-0.00825	1
