protein	class	lag	features
VO:_VO_0010904	1	l8	0.00052,-0.00098,0.00176,0.00345,-0.00024
VO:_VO_0010905	1	l1	-0.00256,-0.00012,-0.00074,0.00403,0.00062
VO:_VO_0010905	1	l2	-0.00495,0.00031,0.00099,0.00378,-0.00099
VO:_VO_0010905	1	l3	-0.00170,0.00174,0.00061,0.00272,0.00074
VO:_VO_0010905	1	l4	0.00129,0.00039,0.00145,0.00284,-0.00019
VO:_VO_0010905	1	l5	-0.00301,0.00177,-0.00036,0.00164,-0.00204
VO:_VO_0010905	1	l6	-0.00206,0.00077,0.00193,0.00175,-0.00002
VO:_VO_0010905	1	l7	0.00153,0.00330,0.00101,0.00320,0.00138
VO:_VO_0010905	1	l8	0.00154,0.00050,-0.00059,0.00232,-0.00343
VO:_VO_0010919	1	l1	-0.00467,0.00087,0.01738,0.00026,0.00335
VO:_VO_0010919	1	l2	-0.00781,0.00262,0.01329,-0.00104,0.00184
VO:_VO_0010919	1	l3	0.00916,0.01053,0.01430,0.00048,-0.00089
VO:_VO_0010919	1	l4	0.00729,0.00290,0.01420,0.00443,-0.00223
VO:_VO_0010919	1	l5	-0.00923,0.00376,0.01867,0.00295,-0.00022
VO:_VO_0010919	1	l6	-0.00985,0.00145,0.01077,0.00202,-0.00301
VO:_VO_0010919	1	l7	0.01800,0.00664,0.00260,-0.00057,-0.00356
VO:_VO_0010919	1	l8	-0.00294,0.00802,0.02098,-0.00221,-0.00415
ACU444811_BibA_[Streptococcus_agalactiae]	1	l1	0.00080,-0.00813,0.00773,0.00767,0.00288
ACU444811_BibA_[Streptococcus_agalactiae]	1	l2	-0.00336,0.00631,-0.00245,0.00488,0.00064
ACU444811_BibA_[Streptococcus_agalactiae]	1	l3	0.00461,-0.00227,0.00497,0.00900,-0.00010
ACU444811_BibA_[Streptococcus_agalactiae]	1	l4	0.00650,0.00835,0.01802,0.01268,0.00658
ACU444811_BibA_[Streptococcus_agalactiae]	1	l5	0.00059,-0.00601,0.00762,0.00707,0.00231
ACU444811_BibA_[Streptococcus_agalactiae]	1	l6	0.00400,0.00595,0.00033,0.00211,-0.00285
ACU444811_BibA_[Streptococcus_agalactiae]	1	l7	0.00312,-0.00409,0.00251,0.00942,0.00272
ACU444811_BibA_[Streptococcus_agalactiae]	1	l8	0.00526,0.00902,0.01314,0.01102,0.00323
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l1	0.00027,0.00275,0.00747,0.00158,-0.00306
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l2	-0.00002,-0.00192,0.00769,0.00496,0.00066
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l3	0.00194,0.00100,0.00097,0.00273,0.00134
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l4	-0.00143,0.00263,0.00657,0.00506,-0.00132
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l5	-0.00075,0.00166,0.00579,0.00358,0.00176
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l6	0.00211,0.00095,0.00409,0.00515,0.00190
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l7	0.00006,0.00231,0.00599,0.00419,-0.00027
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l8	-0.00041,-0.00119,0.00365,0.00635,-0.00080
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l1	0.00730,0.00049,0.00366,0.00546,-0.00032
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l2	0.00577,0.00169,0.00298,0.00629,-0.00266
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l3	0.00873,0.00113,0.00584,0.00583,0.00445
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l4	0.00735,0.00399,0.00314,0.00629,0.00256
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l5	0.00601,-0.00123,0.00170,0.00663,-0.00062
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l6	0.00377,-0.00083,0.00274,0.00739,0.00238
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l7	0.00559,0.00114,0.00508,0.00576,-0.00255
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l8	0.00500,0.00193,0.00595,0.00558,0.00012
VO:_VO_0012364	1	l1	-0.00141,0.01195,0.00026,0.00351,-0.00062
VO:_VO_0012364	1	l2	-0.00003,0.00819,0.00676,-0.00051,-0.00005
VO:_VO_0012364	1	l3	-0.00192,0.01311,0.00240,0.00229,0.00023
VO:_VO_0012364	1	l4	0.00085,0.00745,0.00416,0.00056,0.00059
VO:_VO_0012364	1	l5	-0.00332,0.00955,0.00318,0.00406,0.00587
VO:_VO_0012364	1	l6	-0.00368,0.00275,0.00304,0.00369,-0.00021
VO:_VO_0012364	1	l7	0.00031,0.00896,0.00084,0.00063,0.00262
VO:_VO_0012364	1	l8	0.00234,0.00925,0.00090,0.00066,0.00383
VO:_VO_0010951	1	l1	-0.00654,0.00748,0.02466,0.00064,0.00342
VO:_VO_0010951	1	l2	0.00106,0.00055,0.01325,-0.00131,-0.00306
VO:_VO_0010951	1	l3	0.00927,-0.00569,0.01644,0.00209,-0.00425
VO:_VO_0010951	1	l4	0.00951,-0.00057,0.01257,-0.00431,-0.00191
VO:_VO_0010951	1	l5	-0.00323,-0.00378,0.01390,0.00276,-0.00508
VO:_VO_0010951	1	l6	-0.00558,0.00421,0.01743,-0.00149,-0.00151
VO:_VO_0010951	1	l7	0.01743,0.01002,0.02415,0.00036,0.00623
VO:_VO_0010951	1	l8	-0.00189,-0.00183,0.01734,0.00041,0.00178
VO:_VO_0010952	1	l1	-0.00152,0.01270,-0.00338,0.00332,0.00066
VO:_VO_0010952	1	l2	-0.00264,0.00828,0.00540,-0.00035,0.00170
VO:_VO_0010952	1	l3	0.00040,0.01051,0.00313,0.00163,0.00254
VO:_VO_0010952	1	l4	0.00039,0.01084,0.00734,0.00130,0.00251
VO:_VO_0010952	1	l5	-0.00068,0.01358,0.00159,0.00427,0.00326
VO:_VO_0010952	1	l6	-0.00310,0.00524,0.00317,0.00191,-0.00037
VO:_VO_0010952	1	l7	0.00090,0.00378,0.00271,0.00285,0.00183
VO:_VO_0010952	1	l8	0.00271,0.00730,0.00098,0.00366,0.00857
VO:_VO_0010953	1	l1	-0.00162,0.01834,0.00758,0.00434,0.00261
VO:_VO_0010953	1	l2	0.00273,0.02334,0.00370,0.00292,0.00423
VO:_VO_0010953	1	l3	-0.00301,0.01576,0.00579,0.00180,-0.00116
VO:_VO_0010953	1	l4	-0.00295,0.01905,0.00187,0.00276,0.00455
VO:_VO_0010953	1	l5	-0.00181,0.01849,0.00535,0.00450,0.00361
VO:_VO_0010953	1	l6	0.00464,0.02070,0.01018,0.00442,0.00267
VO:_VO_0010953	1	l7	0.00007,0.01970,0.01269,0.00471,-0.00040
VO:_VO_0010953	1	l8	0.00031,0.02527,0.00194,0.00385,-0.00475
VO:_VO_0010954	1	l1	-0.00209,0.01347,0.01635,0.00325,0.00091
VO:_VO_0010954	1	l2	-0.00634,0.00959,0.01153,0.00488,-0.00287
VO:_VO_0010954	1	l3	0.00240,0.00879,0.01304,0.00249,0.00015
VO:_VO_0010954	1	l4	0.00144,0.01432,0.01773,0.00507,0.00722
VO:_VO_0010954	1	l5	-0.00384,0.01231,0.01394,0.00525,0.00086
VO:_VO_0010954	1	l6	-0.00189,0.00988,0.01401,0.00478,0.00150
VO:_VO_0010954	1	l7	0.00397,0.01403,0.01836,0.00312,-0.00068
VO:_VO_0010954	1	l8	-0.00044,0.01034,0.01273,0.00203,0.00003
VO:_VO_0012366	1	l1	0.00080,0.01010,0.00855,-0.00092,0.00332
VO:_VO_0012366	1	l2	-0.00364,0.00904,0.00384,0.00293,0.00589
VO:_VO_0012366	1	l3	0.00045,0.01365,0.01052,0.00053,0.00183
VO:_VO_0012366	1	l4	-0.00292,0.01377,0.00117,0.00158,0.00574
VO:_VO_0012366	1	l5	-0.00392,0.01466,0.00684,-0.00060,0.00288
VO:_VO_0012366	1	l6	-0.00022,0.00914,0.00708,0.00170,-0.00286
VO:_VO_0012366	1	l7	-0.00058,0.01198,0.00082,0.00217,0.00567
VO:_VO_0012366	1	l8	-0.00106,0.01135,0.00352,0.00071,0.00716
VO:_VO_0012367	1	l1	0.00136,0.00333,0.00506,0.00626,0.00282
VO:_VO_0012367	1	l2	0.00335,0.00256,-0.00621,0.00584,-0.00151
VO:_VO_0012367	1	l3	-0.00211,0.00592,-0.00119,-0.00046,-0.00228
VO:_VO_0012367	1	l4	0.00162,0.00790,0.00086,0.00181,0.00107
VO:_VO_0012367	1	l5	-0.00113,0.00240,0.00359,0.00325,0.00252
VO:_VO_0012367	1	l6	-0.00273,0.00518,0.00214,0.00577,0.00125
VO:_VO_0012367	1	l7	0.00010,-0.00008,-0.00362,0.00218,-0.00605
VO:_VO_0012367	1	l8	0.00314,-0.00042,-0.00007,0.00249,-0.00462
VO:_VO_0012369	1	l1	-0.00257,0.00490,0.00326,0.00258,0.00292
VO:_VO_0012369	1	l2	0.00006,0.00541,0.00393,0.00247,0.00130
VO:_VO_0012369	1	l3	0.00049,-0.00041,0.00299,0.00299,-0.00025
VO:_VO_0012369	1	l4	0.00280,0.00558,0.00540,0.00064,0.00000
VO:_VO_0012369	1	l5	-0.00027,0.00386,0.00469,0.00260,0.00403
VO:_VO_0012369	1	l6	-0.00178,0.00409,0.00651,0.00407,-0.00019
VO:_VO_0012369	1	l7	0.00672,0.00597,0.00610,0.00258,0.00527
VO:_VO_0012369	1	l8	-0.00007,0.00397,0.00020,0.00206,0.00272
VO:_VO_0012370	1	l1	0.00012,0.01443,0.00645,0.00396,-0.00266
VO:_VO_0012370	1	l2	0.00108,0.01448,0.00931,0.00163,-0.00178
VO:_VO_0012370	1	l3	0.00083,0.01170,0.00645,0.00184,-0.00113
VO:_VO_0012370	1	l4	0.00415,0.00588,0.00080,0.00062,-0.00379
VO:_VO_0012370	1	l5	0.00326,0.00942,0.00837,0.00202,-0.00087
VO:_VO_0012370	1	l6	-0.00333,0.00936,0.00573,0.00309,-0.00365
VO:_VO_0012370	1	l7	0.00764,0.01348,0.00208,0.00231,0.00299
VO:_VO_0012370	1	l8	0.00549,0.01439,0.00100,0.00434,-0.00052
VO:_VO_0012371	1	l1	0.00039,0.00797,0.02918,-0.00197,-0.00070
VO:_VO_0012371	1	l2	-0.00177,0.00423,0.02602,0.00140,0.00153
VO:_VO_0012371	1	l3	0.00066,-0.00167,0.02973,0.00379,0.00716
VO:_VO_0012371	1	l4	-0.00612,0.00282,0.03588,-0.00507,0.00538
VO:_VO_0012371	1	l5	-0.00126,0.00145,0.03705,-0.00033,0.00210
VO:_VO_0012371	1	l6	-0.00167,0.00521,0.03021,0.00583,0.00067
VO:_VO_0012371	1	l7	0.00568,0.00400,0.03740,0.00218,0.00431
VO:_VO_0012371	1	l8	0.00695,0.00780,0.03145,0.00097,0.00188
VO:_VO_0012372	1	l1	-0.00148,0.01775,0.01742,0.00350,0.00402
VO:_VO_0012372	1	l2	-0.00777,0.02020,0.01574,0.00404,0.00066
VO:_VO_0012372	1	l3	0.00139,0.02343,0.00997,0.00550,0.00415
VO:_VO_0012372	1	l4	0.00032,0.02025,0.01384,0.00574,0.00412
VO:_VO_0012372	1	l5	-0.00238,0.01697,0.01441,0.00396,0.00442
VO:_VO_0012372	1	l6	-0.00170,0.01967,0.01430,0.00376,0.00566
VO:_VO_0012372	1	l7	0.00162,0.02023,0.01602,0.00362,-0.00068
VO:_VO_0012372	1	l8	-0.00011,0.02171,0.01550,0.00441,0.00250
VO:_VO_0012373	1	l1	-0.00170,-0.00189,0.02108,0.00980,0.00677
VO:_VO_0012373	1	l2	-0.00385,-0.00540,0.02426,0.00461,0.00487
VO:_VO_0012373	1	l3	0.00727,-0.00690,0.02146,0.00945,-0.00042
VO:_VO_0012373	1	l4	0.00763,0.00411,0.01632,0.00970,0.00010
VO:_VO_0012373	1	l5	0.00248,0.00734,0.02463,0.00937,0.01107
VO:_VO_0012373	1	l6	-0.00163,0.00724,0.03274,0.00902,0.00731
VO:_VO_0012373	1	l7	0.01120,0.00133,0.02552,0.01217,0.00499
VO:_VO_0012373	1	l8	0.00650,-0.00272,0.01739,0.01077,-0.00173
VO:_VO_0012374	1	l1	0.00105,0.01433,0.02482,0.00465,0.00616
VO:_VO_0012374	1	l2	-0.00172,0.01763,0.01845,0.00490,0.00314
VO:_VO_0012374	1	l3	0.00241,0.01931,0.01972,0.00303,0.00438
VO:_VO_0012374	1	l4	0.00504,0.01849,0.01677,0.00444,0.00590
VO:_VO_0012374	1	l5	0.00085,0.01178,0.01013,0.00566,0.00448
VO:_VO_0012374	1	l6	-0.00219,0.01538,0.01031,0.00416,0.00568
VO:_VO_0012374	1	l7	0.00208,0.01590,0.01278,0.00412,0.00017
VO:_VO_0012374	1	l8	0.00151,0.01829,0.00994,0.00492,0.00056
VO:_VO_0011019	1	l1	0.00224,0.00712,0.00783,0.00305,0.00094
VO:_VO_0011019	1	l2	-0.00651,0.00297,0.00621,0.00328,0.00099
VO:_VO_0011019	1	l3	0.00108,0.00764,0.00655,0.00512,-0.00061
VO:_VO_0011019	1	l4	0.00299,0.00168,0.00850,0.00551,-0.00011
VO:_VO_0011019	1	l5	-0.00458,0.00457,0.00663,0.00385,-0.00148
VO:_VO_0011019	1	l6	-0.00274,0.00625,0.00568,0.00307,0.00044
VO:_VO_0011019	1	l7	0.00603,0.00590,0.00637,0.00579,0.00298
VO:_VO_0011019	1	l8	0.00358,0.00394,0.00706,0.00447,0.00038
VO:_VO_0011020	1	l1	0.00091,0.00898,0.00740,0.00279,0.00148
VO:_VO_0011020	1	l2	-0.00599,0.00257,0.00531,0.00242,-0.00120
VO:_VO_0011020	1	l3	0.00295,0.00964,0.00732,0.00497,0.00022
VO:_VO_0011020	1	l4	0.00441,0.00375,0.00760,0.00430,0.00236
VO:_VO_0011020	1	l5	-0.00441,0.00530,0.00663,0.00471,-0.00080
VO:_VO_0011020	1	l6	-0.00343,0.00489,0.00466,0.00445,-0.00072
VO:_VO_0011020	1	l7	0.00665,0.00467,0.00489,0.00525,0.00215
VO:_VO_0011020	1	l8	0.00168,0.00791,0.00652,0.00397,0.00169
VO:_VO_0011022	1	l1	-0.00232,0.00342,0.00323,0.00023,-0.00366
VO:_VO_0011022	1	l2	-0.00101,0.00178,0.00587,0.00175,0.00683
VO:_VO_0011022	1	l3	-0.00410,0.00591,-0.00310,0.00194,0.00481
VO:_VO_0011022	1	l4	-0.00054,0.00611,0.00352,0.00638,0.00227
VO:_VO_0011022	1	l5	0.00471,0.00159,0.00106,0.00440,-0.00318
VO:_VO_0011022	1	l6	0.00126,0.00051,0.00264,0.00107,0.00297
VO:_VO_0011022	1	l7	-0.00287,0.00203,-0.00229,0.00150,-0.00744
VO:_VO_0011022	1	l8	-0.00042,0.00456,0.00118,0.00291,0.00133
VO:_VO_0011029	1	l1	-0.00055,0.00107,0.00310,0.00362,-0.00010
VO:_VO_0011029	1	l2	0.00299,0.00462,0.00159,0.00537,0.00034
VO:_VO_0011029	1	l3	-0.00169,-0.00032,-0.00020,0.00413,0.00027
VO:_VO_0011029	1	l4	-0.00031,0.00099,0.00245,0.00435,-0.00120
VO:_VO_0011029	1	l5	-0.00212,-0.00075,0.00358,0.00506,0.00371
VO:_VO_0011029	1	l6	-0.00050,0.00226,0.00210,0.00395,-0.00142
VO:_VO_0011029	1	l7	0.00512,0.00276,0.00232,0.00430,-0.00059
VO:_VO_0011029	1	l8	0.00295,-0.00136,0.00259,0.00439,-0.00057
VO:_VO_0011175	1	l1	0.00465,0.01235,-0.00020,0.00786,0.00921
VO:_VO_0011175	1	l2	0.00533,0.01700,0.00952,0.00919,0.01297
VO:_VO_0011175	1	l3	0.00154,0.01413,-0.00413,0.00708,0.01414
VO:_VO_0011175	1	l4	0.00568,0.01472,0.00668,0.00687,0.00743
VO:_VO_0011175	1	l5	0.00505,0.01405,0.00627,0.00719,0.01088
VO:_VO_0011175	1	l6	-0.00229,0.01219,0.00473,0.00640,0.01161
VO:_VO_0011175	1	l7	0.00607,0.01233,0.01582,0.00702,0.00933
VO:_VO_0011175	1	l8	0.00174,0.01540,0.00008,0.00582,0.00637
VO:_VO_0011176	1	l1	-0.00322,0.00511,0.01140,0.00753,-0.00020
VO:_VO_0011176	1	l2	-0.00260,0.00613,0.00246,0.00239,-0.00458
VO:_VO_0011176	1	l3	-0.00091,0.01033,0.00778,0.00331,-0.00081
VO:_VO_0011176	1	l4	0.00224,0.00528,0.00598,0.00581,0.00203
VO:_VO_0011176	1	l5	-0.00203,0.01406,0.00396,0.00980,0.00438
VO:_VO_0011176	1	l6	-0.00373,0.01175,0.01375,0.00456,-0.00002
VO:_VO_0011176	1	l7	-0.00194,0.00215,0.00847,0.00016,0.00340
VO:_VO_0011176	1	l8	-0.00516,-0.00013,0.00966,0.00431,0.00240
VO:_VO_0011190	1	l1	0.00646,0.00038,-0.00152,0.00163,-0.00292
VO:_VO_0011190	1	l2	-0.00036,-0.00241,0.00597,0.00477,0.00363
VO:_VO_0011190	1	l3	0.00497,-0.00003,0.00327,0.00486,0.00054
VO:_VO_0011190	1	l4	0.00365,0.00008,0.00545,0.00092,0.00156
VO:_VO_0011190	1	l5	0.00073,0.00275,0.00421,0.00862,0.00284
VO:_VO_0011190	1	l6	-0.00223,-0.00086,0.00426,0.00821,0.00029
VO:_VO_0011190	1	l7	0.00057,0.00067,0.00405,0.00324,0.00218
VO:_VO_0011190	1	l8	0.00434,0.00281,0.00378,0.00799,-0.00088
VO:_VO_0011192	1	l1	-0.00227,0.00221,0.00242,0.00678,0.00247
VO:_VO_0011192	1	l2	-0.00131,-0.00084,0.00032,0.00299,-0.00312
VO:_VO_0011192	1	l3	-0.00530,-0.00006,0.00222,0.00265,0.00339
VO:_VO_0011192	1	l4	-0.00106,0.00120,0.00163,0.00064,-0.00074
VO:_VO_0011192	1	l5	-0.00071,0.00125,0.00278,0.00513,-0.00495
VO:_VO_0011192	1	l6	-0.00231,-0.00370,0.00191,0.00575,0.00131
VO:_VO_0011192	1	l7	0.00474,0.00034,0.00123,0.00537,-0.00293
VO:_VO_0011192	1	l8	-0.00071,0.00367,0.00057,0.00326,-0.00073
VO:_VO_0011193	1	l1	0.00743,0.00684,0.00729,0.00066,0.00084
VO:_VO_0011193	1	l2	-0.00353,0.00901,0.00999,0.00226,-0.00223
VO:_VO_0011193	1	l3	-0.00407,0.00882,0.00772,0.00173,-0.00029
VO:_VO_0011193	1	l4	0.00363,0.00566,0.01038,0.00190,-0.00250
VO:_VO_0011193	1	l5	-0.00133,0.00017,0.00988,0.00145,-0.00074
VO:_VO_0011193	1	l6	-0.00506,0.00311,0.00151,0.00537,0.00095
VO:_VO_0011193	1	l7	-0.00350,-0.00054,0.00935,0.00323,0.00087
VO:_VO_0011193	1	l8	-0.00616,0.00465,0.00350,-0.00243,-0.00470
VO:_VO_0011194	1	l1	-0.00687,-0.00001,0.00467,0.00362,0.00220
VO:_VO_0011194	1	l2	-0.00573,-0.00319,0.00875,0.00177,0.00113
VO:_VO_0011194	1	l3	0.00020,-0.00111,0.00667,0.00337,0.00243
VO:_VO_0011194	1	l4	-0.00404,0.00091,0.00669,0.00472,-0.00086
VO:_VO_0011194	1	l5	0.00035,-0.00089,0.00565,0.00295,-0.00257
VO:_VO_0011194	1	l6	-0.00378,-0.00115,0.00484,0.00624,0.00120
VO:_VO_0011194	1	l7	0.00157,0.00006,0.00304,0.00286,-0.00161
VO:_VO_0011194	1	l8	0.00454,0.00467,0.00438,0.00420,0.00193
VO:_VO_0011197	1	l1	0.00531,0.02604,0.00552,0.00418,-0.01083
VO:_VO_0011197	1	l2	0.01785,0.03315,0.04634,0.00413,0.01331
VO:_VO_0011197	1	l3	0.00523,0.02637,0.00547,0.00414,-0.01048
VO:_VO_0011197	1	l4	0.01856,0.03234,0.05214,0.00352,0.01472
VO:_VO_0011197	1	l5	0.00532,0.02641,0.00550,0.00408,-0.01053
VO:_VO_0011197	1	l6	0.01862,0.03274,0.04703,0.00418,0.01359
VO:_VO_0011197	1	l7	0.00589,0.02623,0.00552,0.00411,-0.01079
VO:_VO_0011197	1	l8	0.01789,0.03273,0.06980,0.00510,0.03546
VO:_VO_0011199	1	l1	0.00222,0.00270,0.00445,0.00301,0.00006
VO:_VO_0011199	1	l2	0.00054,0.00099,0.00349,0.00443,-0.00216
VO:_VO_0011199	1	l3	0.00627,0.00206,0.00523,0.00502,0.00462
VO:_VO_0011199	1	l4	-0.00395,0.00150,0.00338,0.00381,0.00277
VO:_VO_0011199	1	l5	0.00283,0.00052,0.00512,0.00118,-0.00102
VO:_VO_0011199	1	l6	0.00492,-0.00482,0.00389,0.00783,0.00253
VO:_VO_0011199	1	l7	-0.00236,-0.00066,0.00247,0.00400,-0.00077
VO:_VO_0011199	1	l8	0.00647,-0.00004,0.00532,0.00621,-0.00220
VO:_VO_0011201	1	l1	0.00232,-0.00012,0.00444,0.00485,0.00127
VO:_VO_0011201	1	l2	-0.00573,-0.00322,0.00626,0.00213,0.00350
VO:_VO_0011201	1	l3	0.00021,0.00034,0.00622,0.00073,0.00006
VO:_VO_0011201	1	l4	-0.00194,0.00249,0.00242,-0.00051,0.00593
VO:_VO_0011201	1	l5	-0.00287,0.00057,0.00336,0.00068,0.00058
VO:_VO_0011201	1	l6	0.00016,-0.00039,0.00209,0.00088,-0.00049
VO:_VO_0011201	1	l7	0.00220,0.00013,0.00471,0.00554,0.00140
VO:_VO_0011201	1	l8	-0.00096,-0.00180,0.00318,0.00188,0.00172
VO:_VO_0011203	1	l1	0.00637,0.00411,0.01494,0.00506,0.00216
VO:_VO_0011203	1	l2	0.00845,0.00544,0.01420,0.00118,0.00026
VO:_VO_0011203	1	l3	0.00451,0.00390,0.00698,-0.00095,-0.00194
VO:_VO_0011203	1	l4	0.00558,0.00734,0.01203,0.00501,0.00129
VO:_VO_0011203	1	l5	0.00763,0.01103,0.01239,0.00593,0.00415
VO:_VO_0011203	1	l6	0.00281,0.00674,0.00842,0.00428,-0.00003
VO:_VO_0011203	1	l7	0.01353,0.01030,0.00884,0.00507,0.00612
VO:_VO_0011203	1	l8	0.00846,0.00477,0.00425,0.00491,0.00209
VO:_VO_0011204	1	l1	0.00576,0.00222,0.00903,0.00325,0.00582
VO:_VO_0011204	1	l2	0.00254,0.00191,0.02068,0.00101,0.00539
VO:_VO_0011204	1	l3	0.00519,0.00134,0.00796,0.00063,0.00278
VO:_VO_0011204	1	l4	0.00361,0.00718,0.01364,0.00134,0.00323
VO:_VO_0011204	1	l5	0.00224,0.00620,0.01470,0.00370,0.00818
VO:_VO_0011204	1	l6	0.00486,0.00834,0.01161,0.00277,0.00738
VO:_VO_0011204	1	l7	0.01490,0.01353,0.00971,0.00632,0.00751
VO:_VO_0011204	1	l8	0.00712,-0.00093,0.00770,0.00533,0.00527
VO:_VO_0011206	1	l1	0.00094,0.00165,0.00540,-0.00113,0.00175
