protein	class	lag	features
VO:_VO_0010905	1	l3	0.00174,0.00061,0.00272,0.00074,-0.00170,0.00061,0.00272,0.00074,-0.00170,0.00174,0.00272,0.00074,-0.00170,0.00174,0.00061,0.00074,-0.00170,0.00174,0.00061,0.00272
VO:_VO_0010905	1	l4	0.00039,0.00145,0.00284,-0.00019,0.00129,0.00145,0.00284,-0.00019,0.00129,0.00039,0.00284,-0.00019,0.00129,0.00039,0.00145,-0.00019,0.00129,0.00039,0.00145,0.00284
VO:_VO_0010905	1	l5	0.00177,-0.00036,0.00164,-0.00204,-0.00301,-0.00036,0.00164,-0.00204,-0.00301,0.00177,0.00164,-0.00204,-0.00301,0.00177,-0.00036,-0.00204,-0.00301,0.00177,-0.00036,0.00164
VO:_VO_0010905	1	l6	0.00077,0.00193,0.00175,-0.00002,-0.00206,0.00193,0.00175,-0.00002,-0.00206,0.00077,0.00175,-0.00002,-0.00206,0.00077,0.00193,-0.00002,-0.00206,0.00077,0.00193,0.00175
VO:_VO_0010905	1	l7	0.00330,0.00101,0.00320,0.00138,0.00153,0.00101,0.00320,0.00138,0.00153,0.00330,0.00320,0.00138,0.00153,0.00330,0.00101,0.00138,0.00153,0.00330,0.00101,0.00320
VO:_VO_0010905	1	l8	0.00050,-0.00059,0.00232,-0.00343,0.00154,-0.00059,0.00232,-0.00343,0.00154,0.00050,0.00232,-0.00343,0.00154,0.00050,-0.00059,-0.00343,0.00154,0.00050,-0.00059,0.00232
VO:_VO_0010919	1	l1	0.00087,0.01738,0.00026,0.00335,-0.00467,0.01738,0.00026,0.00335,-0.00467,0.00087,0.00026,0.00335,-0.00467,0.00087,0.01738,0.00335,-0.00467,0.00087,0.01738,0.00026
VO:_VO_0010919	1	l2	0.00262,0.01329,-0.00104,0.00184,-0.00781,0.01329,-0.00104,0.00184,-0.00781,0.00262,-0.00104,0.00184,-0.00781,0.00262,0.01329,0.00184,-0.00781,0.00262,0.01329,-0.00104
VO:_VO_0010919	1	l3	0.01053,0.01430,0.00048,-0.00089,0.00916,0.01430,0.00048,-0.00089,0.00916,0.01053,0.00048,-0.00089,0.00916,0.01053,0.01430,-0.00089,0.00916,0.01053,0.01430,0.00048
VO:_VO_0010919	1	l4	0.00290,0.01420,0.00443,-0.00223,0.00729,0.01420,0.00443,-0.00223,0.00729,0.00290,0.00443,-0.00223,0.00729,0.00290,0.01420,-0.00223,0.00729,0.00290,0.01420,0.00443
VO:_VO_0010919	1	l5	0.00376,0.01867,0.00295,-0.00022,-0.00923,0.01867,0.00295,-0.00022,-0.00923,0.00376,0.00295,-0.00022,-0.00923,0.00376,0.01867,-0.00022,-0.00923,0.00376,0.01867,0.00295
VO:_VO_0010919	1	l6	0.00145,0.01077,0.00202,-0.00301,-0.00985,0.01077,0.00202,-0.00301,-0.00985,0.00145,0.00202,-0.00301,-0.00985,0.00145,0.01077,-0.00301,-0.00985,0.00145,0.01077,0.00202
VO:_VO_0010919	1	l7	0.00664,0.00260,-0.00057,-0.00356,0.01800,0.00260,-0.00057,-0.00356,0.01800,0.00664,-0.00057,-0.00356,0.01800,0.00664,0.00260,-0.00356,0.01800,0.00664,0.00260,-0.00057
VO:_VO_0010919	1	l8	0.00802,0.02098,-0.00221,-0.00415,-0.00294,0.02098,-0.00221,-0.00415,-0.00294,0.00802,-0.00221,-0.00415,-0.00294,0.00802,0.02098,-0.00415,-0.00294,0.00802,0.02098,-0.00221
ACU444811_BibA_[Streptococcus_agalactiae]	1	l1	-0.00813,0.00773,0.00767,0.00288,0.00080,0.00773,0.00767,0.00288,0.00080,-0.00813,0.00767,0.00288,0.00080,-0.00813,0.00773,0.00288,0.00080,-0.00813,0.00773,0.00767
ACU444811_BibA_[Streptococcus_agalactiae]	1	l2	0.00631,-0.00245,0.00488,0.00064,-0.00336,-0.00245,0.00488,0.00064,-0.00336,0.00631,0.00488,0.00064,-0.00336,0.00631,-0.00245,0.00064,-0.00336,0.00631,-0.00245,0.00488
ACU444811_BibA_[Streptococcus_agalactiae]	1	l3	-0.00227,0.00497,0.00900,-0.00010,0.00461,0.00497,0.00900,-0.00010,0.00461,-0.00227,0.00900,-0.00010,0.00461,-0.00227,0.00497,-0.00010,0.00461,-0.00227,0.00497,0.00900
ACU444811_BibA_[Streptococcus_agalactiae]	1	l4	0.00835,0.01802,0.01268,0.00658,0.00650,0.01802,0.01268,0.00658,0.00650,0.00835,0.01268,0.00658,0.00650,0.00835,0.01802,0.00658,0.00650,0.00835,0.01802,0.01268
ACU444811_BibA_[Streptococcus_agalactiae]	1	l5	-0.00601,0.00762,0.00707,0.00231,0.00059,0.00762,0.00707,0.00231,0.00059,-0.00601,0.00707,0.00231,0.00059,-0.00601,0.00762,0.00231,0.00059,-0.00601,0.00762,0.00707
ACU444811_BibA_[Streptococcus_agalactiae]	1	l6	0.00595,0.00033,0.00211,-0.00285,0.00400,0.00033,0.00211,-0.00285,0.00400,0.00595,0.00211,-0.00285,0.00400,0.00595,0.00033,-0.00285,0.00400,0.00595,0.00033,0.00211
ACU444811_BibA_[Streptococcus_agalactiae]	1	l7	-0.00409,0.00251,0.00942,0.00272,0.00312,0.00251,0.00942,0.00272,0.00312,-0.00409,0.00942,0.00272,0.00312,-0.00409,0.00251,0.00272,0.00312,-0.00409,0.00251,0.00942
ACU444811_BibA_[Streptococcus_agalactiae]	1	l8	0.00902,0.01314,0.01102,0.00323,0.00526,0.01314,0.01102,0.00323,0.00526,0.00902,0.01102,0.00323,0.00526,0.00902,0.01314,0.00323,0.00526,0.00902,0.01314,0.01102
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l1	0.00275,0.00747,0.00158,-0.00306,0.00027,0.00747,0.00158,-0.00306,0.00027,0.00275,0.00158,-0.00306,0.00027,0.00275,0.00747,-0.00306,0.00027,0.00275,0.00747,0.00158
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l2	-0.00192,0.00769,0.00496,0.00066,-0.00002,0.00769,0.00496,0.00066,-0.00002,-0.00192,0.00496,0.00066,-0.00002,-0.00192,0.00769,0.00066,-0.00002,-0.00192,0.00769,0.00496
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l3	0.00100,0.00097,0.00273,0.00134,0.00194,0.00097,0.00273,0.00134,0.00194,0.00100,0.00273,0.00134,0.00194,0.00100,0.00097,0.00134,0.00194,0.00100,0.00097,0.00273
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l4	0.00263,0.00657,0.00506,-0.00132,-0.00143,0.00657,0.00506,-0.00132,-0.00143,0.00263,0.00506,-0.00132,-0.00143,0.00263,0.00657,-0.00132,-0.00143,0.00263,0.00657,0.00506
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l5	0.00166,0.00579,0.00358,0.00176,-0.00075,0.00579,0.00358,0.00176,-0.00075,0.00166,0.00358,0.00176,-0.00075,0.00166,0.00579,0.00176,-0.00075,0.00166,0.00579,0.00358
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l6	0.00095,0.00409,0.00515,0.00190,0.00211,0.00409,0.00515,0.00190,0.00211,0.00095,0.00515,0.00190,0.00211,0.00095,0.00409,0.00190,0.00211,0.00095,0.00409,0.00515
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l7	0.00231,0.00599,0.00419,-0.00027,0.00006,0.00599,0.00419,-0.00027,0.00006,0.00231,0.00419,-0.00027,0.00006,0.00231,0.00599,-0.00027,0.00006,0.00231,0.00599,0.00419
AAD178861_hyaluronateassociated_protein_precursor_[Streptococcus_equi_subsp_equi_4047]	1	l8	-0.00119,0.00365,0.00635,-0.00080,-0.00041,0.00365,0.00635,-0.00080,-0.00041,-0.00119,0.00635,-0.00080,-0.00041,-0.00119,0.00365,-0.00080,-0.00041,-0.00119,0.00365,0.00635
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l1	0.00049,0.00366,0.00546,-0.00032,0.00730,0.00366,0.00546,-0.00032,0.00730,0.00049,0.00546,-0.00032,0.00730,0.00049,0.00366,-0.00032,0.00730,0.00049,0.00366,0.00546
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l2	0.00169,0.00298,0.00629,-0.00266,0.00577,0.00298,0.00629,-0.00266,0.00577,0.00169,0.00629,-0.00266,0.00577,0.00169,0.00298,-0.00266,0.00577,0.00169,0.00298,0.00629
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l3	0.00113,0.00584,0.00583,0.00445,0.00873,0.00584,0.00583,0.00445,0.00873,0.00113,0.00583,0.00445,0.00873,0.00113,0.00584,0.00445,0.00873,0.00113,0.00584,0.00583
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l4	0.00399,0.00314,0.00629,0.00256,0.00735,0.00314,0.00629,0.00256,0.00735,0.00399,0.00629,0.00256,0.00735,0.00399,0.00314,0.00256,0.00735,0.00399,0.00314,0.00629
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l5	-0.00123,0.00170,0.00663,-0.00062,0.00601,0.00170,0.00663,-0.00062,0.00601,-0.00123,0.00663,-0.00062,0.00601,-0.00123,0.00170,-0.00062,0.00601,-0.00123,0.00170,0.00663
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l6	-0.00083,0.00274,0.00739,0.00238,0.00377,0.00274,0.00739,0.00238,0.00377,-0.00083,0.00739,0.00238,0.00377,-0.00083,0.00274,0.00238,0.00377,-0.00083,0.00274,0.00739
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l7	0.00114,0.00508,0.00576,-0.00255,0.00559,0.00508,0.00576,-0.00255,0.00559,0.00114,0.00576,-0.00255,0.00559,0.00114,0.00508,-0.00255,0.00559,0.00114,0.00508,0.00576
YP_0013320741_ironregulated_hemeiron_binding_protein_IsdB_[Staphylococcus_aureus_subsp_aureus_str_Newman]	1	l8	0.00193,0.00595,0.00558,0.00012,0.00500,0.00595,0.00558,0.00012,0.00500,0.00193,0.00558,0.00012,0.00500,0.00193,0.00595,0.00012,0.00500,0.00193,0.00595,0.00558
VO:_VO_0012364	1	l1	0.01195,0.00026,0.00351,-0.00062,-0.00141,0.00026,0.00351,-0.00062,-0.00141,0.01195,0.00351,-0.00062,-0.00141,0.01195,0.00026,-0.00062,-0.00141,0.01195,0.00026,0.00351
VO:_VO_0012364	1	l2	0.00819,0.00676,-0.00051,-0.00005,-0.00003,0.00676,-0.00051,-0.00005,-0.00003,0.00819,-0.00051,-0.00005,-0.00003,0.00819,0.00676,-0.00005,-0.00003,0.00819,0.00676,-0.00051
VO:_VO_0012364	1	l3	0.01311,0.00240,0.00229,0.00023,-0.00192,0.00240,0.00229,0.00023,-0.00192,0.01311,0.00229,0.00023,-0.00192,0.01311,0.00240,0.00023,-0.00192,0.01311,0.00240,0.00229
VO:_VO_0012364	1	l4	0.00745,0.00416,0.00056,0.00059,0.00085,0.00416,0.00056,0.00059,0.00085,0.00745,0.00056,0.00059,0.00085,0.00745,0.00416,0.00059,0.00085,0.00745,0.00416,0.00056
VO:_VO_0012364	1	l5	0.00955,0.00318,0.00406,0.00587,-0.00332,0.00318,0.00406,0.00587,-0.00332,0.00955,0.00406,0.00587,-0.00332,0.00955,0.00318,0.00587,-0.00332,0.00955,0.00318,0.00406
VO:_VO_0012364	1	l6	0.00275,0.00304,0.00369,-0.00021,-0.00368,0.00304,0.00369,-0.00021,-0.00368,0.00275,0.00369,-0.00021,-0.00368,0.00275,0.00304,-0.00021,-0.00368,0.00275,0.00304,0.00369
VO:_VO_0012364	1	l7	0.00896,0.00084,0.00063,0.00262,0.00031,0.00084,0.00063,0.00262,0.00031,0.00896,0.00063,0.00262,0.00031,0.00896,0.00084,0.00262,0.00031,0.00896,0.00084,0.00063
VO:_VO_0012364	1	l8	0.00925,0.00090,0.00066,0.00383,0.00234,0.00090,0.00066,0.00383,0.00234,0.00925,0.00066,0.00383,0.00234,0.00925,0.00090,0.00383,0.00234,0.00925,0.00090,0.00066
VO:_VO_0010951	1	l1	0.00748,0.02466,0.00064,0.00342,-0.00654,0.02466,0.00064,0.00342,-0.00654,0.00748,0.00064,0.00342,-0.00654,0.00748,0.02466,0.00342,-0.00654,0.00748,0.02466,0.00064
VO:_VO_0010951	1	l2	0.00055,0.01325,-0.00131,-0.00306,0.00106,0.01325,-0.00131,-0.00306,0.00106,0.00055,-0.00131,-0.00306,0.00106,0.00055,0.01325,-0.00306,0.00106,0.00055,0.01325,-0.00131
VO:_VO_0010951	1	l3	-0.00569,0.01644,0.00209,-0.00425,0.00927,0.01644,0.00209,-0.00425,0.00927,-0.00569,0.00209,-0.00425,0.00927,-0.00569,0.01644,-0.00425,0.00927,-0.00569,0.01644,0.00209
VO:_VO_0010951	1	l4	-0.00057,0.01257,-0.00431,-0.00191,0.00951,0.01257,-0.00431,-0.00191,0.00951,-0.00057,-0.00431,-0.00191,0.00951,-0.00057,0.01257,-0.00191,0.00951,-0.00057,0.01257,-0.00431
VO:_VO_0010951	1	l5	-0.00378,0.01390,0.00276,-0.00508,-0.00323,0.01390,0.00276,-0.00508,-0.00323,-0.00378,0.00276,-0.00508,-0.00323,-0.00378,0.01390,-0.00508,-0.00323,-0.00378,0.01390,0.00276
VO:_VO_0010951	1	l6	0.00421,0.01743,-0.00149,-0.00151,-0.00558,0.01743,-0.00149,-0.00151,-0.00558,0.00421,-0.00149,-0.00151,-0.00558,0.00421,0.01743,-0.00151,-0.00558,0.00421,0.01743,-0.00149
VO:_VO_0010951	1	l7	0.01002,0.02415,0.00036,0.00623,0.01743,0.02415,0.00036,0.00623,0.01743,0.01002,0.00036,0.00623,0.01743,0.01002,0.02415,0.00623,0.01743,0.01002,0.02415,0.00036
VO:_VO_0010951	1	l8	-0.00183,0.01734,0.00041,0.00178,-0.00189,0.01734,0.00041,0.00178,-0.00189,-0.00183,0.00041,0.00178,-0.00189,-0.00183,0.01734,0.00178,-0.00189,-0.00183,0.01734,0.00041
VO:_VO_0010952	1	l1	0.01270,-0.00338,0.00332,0.00066,-0.00152,-0.00338,0.00332,0.00066,-0.00152,0.01270,0.00332,0.00066,-0.00152,0.01270,-0.00338,0.00066,-0.00152,0.01270,-0.00338,0.00332
VO:_VO_0010952	1	l2	0.00828,0.00540,-0.00035,0.00170,-0.00264,0.00540,-0.00035,0.00170,-0.00264,0.00828,-0.00035,0.00170,-0.00264,0.00828,0.00540,0.00170,-0.00264,0.00828,0.00540,-0.00035
VO:_VO_0010952	1	l3	0.01051,0.00313,0.00163,0.00254,0.00040,0.00313,0.00163,0.00254,0.00040,0.01051,0.00163,0.00254,0.00040,0.01051,0.00313,0.00254,0.00040,0.01051,0.00313,0.00163
VO:_VO_0010952	1	l4	0.01084,0.00734,0.00130,0.00251,0.00039,0.00734,0.00130,0.00251,0.00039,0.01084,0.00130,0.00251,0.00039,0.01084,0.00734,0.00251,0.00039,0.01084,0.00734,0.00130
