	f1	f2	f3	f4	f5	f6	preds_binary
27	-0.05712	18.08393	0.09163	-0.00027	-0.00935	0.0004	0
28	0.01155	-174.77463	0.56789	-0.00159	-0.03958	-0.00102	1
29	-0.06064	-105.52093	-0.61437	-0.00021	-0.00488	-0.00065	1
30	0.02747	-13.57624	0.33742	-0.00045	-0.00511	0.00028	1
31	-0.03594	-113.1853	-0.08045	-0.00066	-0.0239	-0.00049	1
32	-0.0104	-70.7567	0.17922	-0.00053	-0.01525	0.00011	1
33	-0.08521	-14.73419	-0.61801	-0.00052	-0.0032	-0.00069	1
34	-0.03119	5.01581	0.28112	3e-05	0.00071	-0.00032	0
35	0.07286	1.39483	0.55424	0.00016	0.00487	-0.00017	1
36	0.02889	-4.68267	-0.24128	0.0001	0.00373	0.0002	1
37	-0.09331	-120.57033	-0.59966	-0.00092	-0.00941	0.00011	1
38	-0.03022	-25.87206	-0.4186	4e-05	0.00187	0.0002	1
39	0.06863	-99.24944	0.35347	-0.00066	-0.00928	0.00033	1
40	-0.02698	-55.93373	-0.13513	-9e-05	-0.00451	-0.0003	1
41	0.04402	92.53455	0.54383	0.00045	0.01214	0.00018	0
42	-0.02551	36.35531	-0.10434	0.00034	0.01147	0.00011	0
43	0.03286	-111.84484	0.1613	-0.00062	-0.02038	-0.0002	1
44	-0.05628	-22.15328	-0.24492	-0.00024	-0.00462	0.00012	1
45	0.04906	109.76185	0.26107	0.00074	0.0143	-5e-05	0
46	-0.00405	6.81432	-0.04626	-1e-05	0.00136	-9e-05	0
47	-0.05119	20.8407	-0.17041	8e-05	0.00211	-0.0002	0
48	-0.01444	47.78796	-0.26558	0.00033	0.00739	-0.00032	0
49	0.04653	-112.36587	0.43497	-0.0006	-0.01749	-0.00019	1
50	-0.01996	8.48173	-0.0572	8e-05	0.00107	-1e-05	0
51	-0.01668	65.63298	0.57077	0.00015	0.00236	3e-05	0
52	-0.02696	46.88265	0.1119	6e-05	-0.00085	-0.00027	0
53	-0.06668	-302.03156	-0.59225	-0.00251	-0.05192	4e-05	1
54	-0.09155	13.84475	-0.55638	0.00036	-0.00114	-0.00037	0
55	-0.05712	18.08393	0.09163	-0.00027	-0.00935	0.0004	0
56	0.01155	-174.77463	0.56789	-0.00159	-0.03958	-0.00102	1
57	-0.06064	-105.52093	-0.61437	-0.00021	-0.00488	-0.00065	1
58	0.02747	-13.57624	0.33742	-0.00045	-0.00511	0.00028	1
59	-0.03594	-113.1853	-0.08045	-0.00066	-0.0239	-0.00049	1
60	-0.0104	-70.7567	0.17922	-0.00053	-0.01525	0.00011	1
61	-0.08521	-14.73419	-0.61801	-0.00052	-0.0032	-0.00069	1
62	-0.03119	5.01581	0.28112	3e-05	0.00071	-0.00032	0
63	0.07286	1.39483	0.55424	0.00016	0.00487	-0.00017	1
64	0.02889	-4.68267	-0.24128	0.0001	0.00373	0.0002	1
65	-0.09331	-120.57033	-0.59966	-0.00092	-0.00941	0.00011	1
66	-0.03022	-25.87206	-0.4186	4e-05	0.00187	0.0002	1
67	0.06863	-99.24944	0.35347	-0.00066	-0.00928	0.00033	1
68	-0.02698	-55.93373	-0.13513	-9e-05	-0.00451	-0.0003	1
69	0.04402	92.53455	0.54383	0.00045	0.01214	0.00018	0
70	-0.02551	36.35531	-0.10434	0.00034	0.01147	0.00011	0
71	0.03286	-111.84484	0.1613	-0.00062	-0.02038	-0.0002	1
72	-0.05628	-22.15328	-0.24492	-0.00024	-0.00462	0.00012	1
73	0.04906	109.76185	0.26107	0.00074	0.0143	-5e-05	0
74	-0.00405	6.81432	-0.04626	-1e-05	0.00136	-9e-05	0
75	-0.05119	20.8407	-0.17041	8e-05	0.00211	-0.0002	0
76	-0.01444	47.78796	-0.26558	0.00033	0.00739	-0.00032	0
77	0.04653	-112.36587	0.43497	-0.0006	-0.01749	-0.00019	1
78	-0.01996	8.48173	-0.0572	8e-05	0.00107	-1e-05	0
79	-0.01668	65.63298	0.57077	0.00015	0.00236	3e-05	0
80	-0.02696	46.88265	0.1119	6e-05	-0.00085	-0.00027	0
81	-0.06668	-302.03156	-0.59225	-0.00251	-0.05192	4e-05	1
82	-0.09155	13.84475	-0.55638	0.00036	-0.00114	-0.00037	0
83	-0.05712	18.08393	0.09163	-0.00027	-0.00935	0.0004	0
