	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	preds_binary
15	0.00566	0.00507	0.00723	0.0002	0.00195	0.00507	0.00723	0.0002	0.00195	0.00566	0.00723	0.0002	0.00195	0.00566	0.00507	0.0002	0.00195	0.00566	0.00507	0.00723	0
16	0.00643	0.00731	0.00747	0.00291	7e-05	0.00731	0.00747	0.00291	7e-05	0.00643	0.00747	0.00291	7e-05	0.00643	0.00731	0.00291	7e-05	0.00643	0.00731	0.00747	0
17	0.00268	0.00092	0.00543	0.00645	0.00306	0.00092	0.00543	0.00645	0.00306	0.00268	0.00543	0.00645	0.00306	0.00268	0.00092	0.00645	0.00306	0.00268	0.00092	0.00543	0
18	0.00682	0.0039	0.00325	-0.0012	-0.00075	0.0039	0.00325	-0.0012	-0.00075	0.00682	0.00325	-0.0012	-0.00075	0.00682	0.0039	-0.0012	-0.00075	0.00682	0.0039	0.00325	0
19	0.00942	0.01444	0.00829	-0.00182	0.00843	0.01444	0.00829	-0.00182	0.00843	0.00942	0.00829	-0.00182	0.00843	0.00942	0.01444	-0.00182	0.00843	0.00942	0.01444	0.00829	0
20	0.00763	0.01784	0.00845	0.00091	0.00517	0.01784	0.00845	0.00091	0.00517	0.00763	0.00845	0.00091	0.00517	0.00763	0.01784	0.00091	0.00517	0.00763	0.01784	0.00845	0
21	0.01045	0.01031	0.00433	0.00478	0.00235	0.01031	0.00433	0.00478	0.00235	0.01045	0.00433	0.00478	0.00235	0.01045	0.01031	0.00478	0.00235	0.01045	0.01031	0.00433	0
22	0.0044	0.00862	0.00699	-0.00621	0.00835	0.00862	0.00699	-0.00621	0.00835	0.0044	0.00699	-0.00621	0.00835	0.0044	0.00862	-0.00621	0.00835	0.0044	0.00862	0.00699	0
23	0.01012	0.00843	0.00786	0.0005	0.00074	0.00843	0.00786	0.0005	0.00074	0.01012	0.00786	0.0005	0.00074	0.01012	0.00843	0.0005	0.00074	0.01012	0.00843	0.00786	0
24	0.00636	0.00848	0.00707	0.00184	0.00719	0.00848	0.00707	0.00184	0.00719	0.00636	0.00707	0.00184	0.00719	0.00636	0.00848	0.00184	0.00719	0.00636	0.00848	0.00707	0
25	0.00747	0.01176	0.00151	-0.00742	-0.00032	0.01176	0.00151	-0.00742	-0.00032	0.00747	0.00151	-0.00742	-0.00032	0.00747	0.01176	-0.00742	-0.00032	0.00747	0.01176	0.00151	0
26	0.00633	-0.00139	0.00227	0.0029	0.00943	-0.00139	0.00227	0.0029	0.00943	0.00633	0.00227	0.0029	0.00943	0.00633	-0.00139	0.0029	0.00943	0.00633	-0.00139	0.00227	0
27	0.00569	0.00492	0.00739	0.00449	0.00066	0.00492	0.00739	0.00449	0.00066	0.00569	0.00739	0.00449	0.00066	0.00569	0.00492	0.00449	0.00066	0.00569	0.00492	0.00739	0
28	0.02034	0.02775	0.00082	-0.00545	0.00779	0.02775	0.00082	-0.00545	0.00779	0.02034	0.00082	-0.00545	0.00779	0.02034	0.02775	-0.00545	0.00779	0.02034	0.02775	0.00082	0
29	0.00627	0.00663	0.00318	0.00328	0.004	0.00663	0.00318	0.00328	0.004	0.00627	0.00318	0.00328	0.004	0.00627	0.00663	0.00328	0.004	0.00627	0.00663	0.00318	0
30	0.0127	0.00875	0.00513	0.00488	0.0076	0.00875	0.00513	0.00488	0.0076	0.0127	0.00513	0.00488	0.0076	0.0127	0.00875	0.00488	0.0076	0.0127	0.00875	0.00513	0
31	0.01681	0.01144	0.00739	-0.00638	0.00087	0.01144	0.00739	-0.00638	0.00087	0.01681	0.00739	-0.00638	0.00087	0.01681	0.01144	-0.00638	0.00087	0.01681	0.01144	0.00739	0
32	0.00557	0.01233	0.00362	0.00159	-0.00246	0.01233	0.00362	0.00159	-0.00246	0.00557	0.00362	0.00159	-0.00246	0.00557	0.01233	0.00159	-0.00246	0.00557	0.01233	0.00362	0
33	0.02201	0.01948	0.00838	0.0062	0.00082	0.01948	0.00838	0.0062	0.00082	0.02201	0.00838	0.0062	0.00082	0.02201	0.01948	0.0062	0.00082	0.02201	0.01948	0.00838	0
34	0.00504	0.00977	0.00919	-0.00284	0.00372	0.00977	0.00919	-0.00284	0.00372	0.00504	0.00919	-0.00284	0.00372	0.00504	0.00977	-0.00284	0.00372	0.00504	0.00977	0.00919	0
35	0.00362	0.008	0.00509	0.00101	0.00159	0.008	0.00509	0.00101	0.00159	0.00362	0.00509	0.00101	0.00159	0.00362	0.008	0.00101	0.00159	0.00362	0.008	0.00509	0
36	5e-05	0.00671	0.00643	0.00079	0.00257	0.00671	0.00643	0.00079	0.00257	5e-05	0.00643	0.00079	0.00257	5e-05	0.00671	0.00079	0.00257	5e-05	0.00671	0.00643	0
37	-0.00412	0.01559	0.00642	0.00363	0.00826	0.01559	0.00642	0.00363	0.00826	-0.00412	0.00642	0.00363	0.00826	-0.00412	0.01559	0.00363	0.00826	-0.00412	0.01559	0.00642	0
38	0.00034	0.00748	0.0062	0.00419	0.00635	0.00748	0.0062	0.00419	0.00635	0.00034	0.0062	0.00419	0.00635	0.00034	0.00748	0.00419	0.00635	0.00034	0.00748	0.0062	0
39	0.00955	0.01085	0.01336	0.00019	0.00242	0.01085	0.01336	0.00019	0.00242	0.00955	0.01336	0.00019	0.00242	0.00955	0.01085	0.00019	0.00242	0.00955	0.01085	0.01336	0
40	0.01115	0.00293	0.00487	0.00145	0.00294	0.00293	0.00487	0.00145	0.00294	0.01115	0.00487	0.00145	0.00294	0.01115	0.00293	0.00145	0.00294	0.01115	0.00293	0.00487	0
41	0.00824	0.01179	0.00543	-0.00427	0.00291	0.01179	0.00543	-0.00427	0.00291	0.00824	0.00543	-0.00427	0.00291	0.00824	0.01179	-0.00427	0.00291	0.00824	0.01179	0.00543	0
42	0.0112	0.01552	0.00432	-0.00122	0.00289	0.01552	0.00432	-0.00122	0.00289	0.0112	0.00432	-0.00122	0.00289	0.0112	0.01552	-0.00122	0.00289	0.0112	0.01552	0.00432	0
43	0.00566	0.00507	0.00723	0.0002	0.00195	0.00507	0.00723	0.0002	0.00195	0.00566	0.00723	0.0002	0.00195	0.00566	0.00507	0.0002	0.00195	0.00566	0.00507	0.00723	0
44	0.00643	0.00731	0.00747	0.00291	7e-05	0.00731	0.00747	0.00291	7e-05	0.00643	0.00747	0.00291	7e-05	0.00643	0.00731	0.00291	7e-05	0.00643	0.00731	0.00747	0
45	0.00268	0.00092	0.00543	0.00645	0.00306	0.00092	0.00543	0.00645	0.00306	0.00268	0.00543	0.00645	0.00306	0.00268	0.00092	0.00645	0.00306	0.00268	0.00092	0.00543	0
46	0.00682	0.0039	0.00325	-0.0012	-0.00075	0.0039	0.00325	-0.0012	-0.00075	0.00682	0.00325	-0.0012	-0.00075	0.00682	0.0039	-0.0012	-0.00075	0.00682	0.0039	0.00325	0
47	0.00942	0.01444	0.00829	-0.00182	0.00843	0.01444	0.00829	-0.00182	0.00843	0.00942	0.00829	-0.00182	0.00843	0.00942	0.01444	-0.00182	0.00843	0.00942	0.01444	0.00829	0
48	0.00763	0.01784	0.00845	0.00091	0.00517	0.01784	0.00845	0.00091	0.00517	0.00763	0.00845	0.00091	0.00517	0.00763	0.01784	0.00091	0.00517	0.00763	0.01784	0.00845	0
49	0.01045	0.01031	0.00433	0.00478	0.00235	0.01031	0.00433	0.00478	0.00235	0.01045	0.00433	0.00478	0.00235	0.01045	0.01031	0.00478	0.00235	0.01045	0.01031	0.00433	0
50	0.0044	0.00862	0.00699	-0.00621	0.00835	0.00862	0.00699	-0.00621	0.00835	0.0044	0.00699	-0.00621	0.00835	0.0044	0.00862	-0.00621	0.00835	0.0044	0.00862	0.00699	0
51	0.01012	0.00843	0.00786	0.0005	0.00074	0.00843	0.00786	0.0005	0.00074	0.01012	0.00786	0.0005	0.00074	0.01012	0.00843	0.0005	0.00074	0.01012	0.00843	0.00786	0
52	0.00636	0.00848	0.00707	0.00184	0.00719	0.00848	0.00707	0.00184	0.00719	0.00636	0.00707	0.00184	0.00719	0.00636	0.00848	0.00184	0.00719	0.00636	0.00848	0.00707	0
53	0.00747	0.01176	0.00151	-0.00742	-0.00032	0.01176	0.00151	-0.00742	-0.00032	0.00747	0.00151	-0.00742	-0.00032	0.00747	0.01176	-0.00742	-0.00032	0.00747	0.01176	0.00151	0
54	0.00633	-0.00139	0.00227	0.0029	0.00943	-0.00139	0.00227	0.0029	0.00943	0.00633	0.00227	0.0029	0.00943	0.00633	-0.00139	0.0029	0.00943	0.00633	-0.00139	0.00227	0
55	0.00569	0.00492	0.00739	0.00449	0.00066	0.00492	0.00739	0.00449	0.00066	0.00569	0.00739	0.00449	0.00066	0.00569	0.00492	0.00449	0.00066	0.00569	0.00492	0.00739	0
56	0.02034	0.02775	0.00082	-0.00545	0.00779	0.02775	0.00082	-0.00545	0.00779	0.02034	0.00082	-0.00545	0.00779	0.02034	0.02775	-0.00545	0.00779	0.02034	0.02775	0.00082	0
57	0.00627	0.00663	0.00318	0.00328	0.004	0.00663	0.00318	0.00328	0.004	0.00627	0.00318	0.00328	0.004	0.00627	0.00663	0.00328	0.004	0.00627	0.00663	0.00318	0
58	0.0127	0.00875	0.00513	0.00488	0.0076	0.00875	0.00513	0.00488	0.0076	0.0127	0.00513	0.00488	0.0076	0.0127	0.00875	0.00488	0.0076	0.0127	0.00875	0.00513	0
59	0.01681	0.01144	0.00739	-0.00638	0.00087	0.01144	0.00739	-0.00638	0.00087	0.01681	0.00739	-0.00638	0.00087	0.01681	0.01144	-0.00638	0.00087	0.01681	0.01144	0.00739	0
60	0.00557	0.01233	0.00362	0.00159	-0.00246	0.01233	0.00362	0.00159	-0.00246	0.00557	0.00362	0.00159	-0.00246	0.00557	0.01233	0.00159	-0.00246	0.00557	0.01233	0.00362	0
61	0.02201	0.01948	0.00838	0.0062	0.00082	0.01948	0.00838	0.0062	0.00082	0.02201	0.00838	0.0062	0.00082	0.02201	0.01948	0.0062	0.00082	0.02201	0.01948	0.00838	0
62	0.00504	0.00977	0.00919	-0.00284	0.00372	0.00977	0.00919	-0.00284	0.00372	0.00504	0.00919	-0.00284	0.00372	0.00504	0.00977	-0.00284	0.00372	0.00504	0.00977	0.00919	0
63	0.00362	0.008	0.00509	0.00101	0.00159	0.008	0.00509	0.00101	0.00159	0.00362	0.00509	0.00101	0.00159	0.00362	0.008	0.00101	0.00159	0.00362	0.008	0.00509	0
64	5e-05	0.00671	0.00643	0.00079	0.00257	0.00671	0.00643	0.00079	0.00257	5e-05	0.00643	0.00079	0.00257	5e-05	0.00671	0.00079	0.00257	5e-05	0.00671	0.00643	0
65	-0.00412	0.01559	0.00642	0.00363	0.00826	0.01559	0.00642	0.00363	0.00826	-0.00412	0.00642	0.00363	0.00826	-0.00412	0.01559	0.00363	0.00826	-0.00412	0.01559	0.00642	0
66	0.00034	0.00748	0.0062	0.00419	0.00635	0.00748	0.0062	0.00419	0.00635	0.00034	0.0062	0.00419	0.00635	0.00034	0.00748	0.00419	0.00635	0.00034	0.00748	0.0062	0
67	0.00955	0.01085	0.01336	0.00019	0.00242	0.01085	0.01336	0.00019	0.00242	0.00955	0.01336	0.00019	0.00242	0.00955	0.01085	0.00019	0.00242	0.00955	0.01085	0.01336	0
68	0.01115	0.00293	0.00487	0.00145	0.00294	0.00293	0.00487	0.00145	0.00294	0.01115	0.00487	0.00145	0.00294	0.01115	0.00293	0.00145	0.00294	0.01115	0.00293	0.00487	0
69	0.00824	0.01179	0.00543	-0.00427	0.00291	0.01179	0.00543	-0.00427	0.00291	0.00824	0.00543	-0.00427	0.00291	0.00824	0.01179	-0.00427	0.00291	0.00824	0.01179	0.00543	0
70	0.0112	0.01552	0.00432	-0.00122	0.00289	0.01552	0.00432	-0.00122	0.00289	0.0112	0.00432	-0.00122	0.00289	0.0112	0.01552	-0.00122	0.00289	0.0112	0.01552	0.00432	0
71	0.00566	0.00507	0.00723	0.0002	0.00195	0.00507	0.00723	0.0002	0.00195	0.00566	0.00723	0.0002	0.00195	0.00566	0.00507	0.0002	0.00195	0.00566	0.00507	0.00723	0
72	0.00643	0.00731	0.00747	0.00291	7e-05	0.00731	0.00747	0.00291	7e-05	0.00643	0.00747	0.00291	7e-05	0.00643	0.00731	0.00291	7e-05	0.00643	0.00731	0.00747	0
73	0.00268	0.00092	0.00543	0.00645	0.00306	0.00092	0.00543	0.00645	0.00306	0.00268	0.00543	0.00645	0.00306	0.00268	0.00092	0.00645	0.00306	0.00268	0.00092	0.00543	0
74	0.00682	0.0039	0.00325	-0.0012	-0.00075	0.0039	0.00325	-0.0012	-0.00075	0.00682	0.00325	-0.0012	-0.00075	0.00682	0.0039	-0.0012	-0.00075	0.00682	0.0039	0.00325	0
75	0.00942	0.01444	0.00829	-0.00182	0.00843	0.01444	0.00829	-0.00182	0.00843	0.00942	0.00829	-0.00182	0.00843	0.00942	0.01444	-0.00182	0.00843	0.00942	0.01444	0.00829	0
76	0.00763	0.01784	0.00845	0.00091	0.00517	0.01784	0.00845	0.00091	0.00517	0.00763	0.00845	0.00091	0.00517	0.00763	0.01784	0.00091	0.00517	0.00763	0.01784	0.00845	0
77	0.01045	0.01031	0.00433	0.00478	0.00235	0.01031	0.00433	0.00478	0.00235	0.01045	0.00433	0.00478	0.00235	0.01045	0.01031	0.00478	0.00235	0.01045	0.01031	0.00433	0
78	0.0044	0.00862	0.00699	-0.00621	0.00835	0.00862	0.00699	-0.00621	0.00835	0.0044	0.00699	-0.00621	0.00835	0.0044	0.00862	-0.00621	0.00835	0.0044	0.00862	0.00699	0
79	0.01012	0.00843	0.00786	0.0005	0.00074	0.00843	0.00786	0.0005	0.00074	0.01012	0.00786	0.0005	0.00074	0.01012	0.00843	0.0005	0.00074	0.01012	0.00843	0.00786	0
80	0.00636	0.00848	0.00707	0.00184	0.00719	0.00848	0.00707	0.00184	0.00719	0.00636	0.00707	0.00184	0.00719	0.00636	0.00848	0.00184	0.00719	0.00636	0.00848	0.00707	0
81	0.00747	0.01176	0.00151	-0.00742	-0.00032	0.01176	0.00151	-0.00742	-0.00032	0.00747	0.00151	-0.00742	-0.00032	0.00747	0.01176	-0.00742	-0.00032	0.00747	0.01176	0.00151	0
82	0.00633	-0.00139	0.00227	0.0029	0.00943	-0.00139	0.00227	0.0029	0.00943	0.00633	0.00227	0.0029	0.00943	0.00633	-0.00139	0.0029	0.00943	0.00633	-0.00139	0.00227	0
83	0.00569	0.00492	0.00739	0.00449	0.00066	0.00492	0.00739	0.00449	0.00066	0.00569	0.00739	0.00449	0.00066	0.00569	0.00492	0.00449	0.00066	0.00569	0.00492	0.00739	0
